sale_id,vehicle_id,dealer_id,customer_id,sale_date,model,region,price,quantity
S0009493,BMWV0002824,D0032,C003419,2024-01-13,X1,Oceania,42298.82,6
S0005150,BMWV0006053,D0061,C004662,2024-01-13,7 Series,Europe,111245.42,4
S0000756,BMWV0008765,D0026,C002925,2024-01-13,2 Series,Middle East,41790.37,10
S0007601,BMWV0004541,D0063,C003073,2024-01-13,5 Series,Middle East,60793.38,5
S0010305,BMWV0009511,D0057,C002676,2024-01-14,3 Series,Middle East,48278.86,13
S0001467,BMWV0009717,D0090,C004438,2024-01-14,5 Series,North America,62428.73,11
S0010709,BMWV0003181,D0079,C000142,2024-01-14,3 Series,Europe,46939.61,18
S0001399,BMWV0011224,D0032,C001844,2024-01-14,X3,Middle East,57236.06,18
S0010630,BMWV0007825,D0094,C000179,2024-01-14,7 Series,North America,92096.29,2
S0004943,BMWV0005463,D0046,C004811,2024-01-14,i4,Europe,56622.12,12
S0005986,BMWV0005827,D0027,C001243,2024-01-14,i4,Asia,59278.92,9
S0013777,BMWV0004200,D0033,C002380,2024-01-14,iX,North America,87656.13,5
S0005687,BMWV0005201,D0005,C003908,2024-01-14,iX,Oceania,88849.92,2
S0009382,BMWV0002172,D0002,C002265,2024-01-14,X1,Asia,45794.73,14
S0000039,BMWV0007778,D0058,C004624,2024-01-14,3 Series,Europe,47167.97,6
S0007188,BMWV0010300,D0041,C003714,2024-01-14,2 Series,Oceania,41995.58,11
S0017927,BMWV0009384,D0084,C000253,2024-01-14,i4,Europe,55428.43,7
S0007480,BMWV0007203,D0032,C002908,2024-01-14,X3,Europe,59213.0,17
S0008927,BMWV0011033,D0002,C001330,2024-01-14,X3,Asia,59194.05,12
S0010603,BMWV0004965,D0084,C003876,2024-01-15,X5,North America,77071.51,13
S0009137,BMWV0007862,D0058,C000678,2024-01-15,2 Series,North America,41488.87,11
S0004797,BMWV0006084,D0007,C004393,2024-01-15,5 Series,Asia,62092.21,9
S0011028,BMWV0007526,D0072,C001037,2024-01-15,X1,Europe,42132.76,18
S0002918,BMWV0007534,D0089,C003413,2024-01-15,i4,Middle East,59953.29,6
S0000075,BMWV0005466,D0069,C002260,2024-01-15,X5,North America,77145.74,6
S0013975,BMWV0008986,D0050,C002288,2024-01-15,3 Series,Oceania,50213.63,7
S0004638,BMWV0011061,D0074,C003048,2024-01-15,iX,North America,85636.77,5
S0000820,BMWV0009917,D0068,C000867,2024-01-15,3 Series,North America,48116.2,17
S0017702,BMWV0001694,D0066,C000493,2024-01-15,i4,Europe,61136.42,4
S0010548,BMWV0009879,D0047,C000988,2024-01-15,X1,Asia,47263.79,22
S0012451,BMWV0009666,D0004,C004611,2024-01-15,3 Series,Asia,45339.22,16
S0012169,BMWV0006636,D0023,C000209,2024-01-15,3 Series,North America,50486.64,17
S0004304,BMWV0005565,D0091,C000713,2024-01-16,X3,Asia,54773.66,17
S0010897,BMWV0003422,D0096,C001764,2024-01-16,5 Series,Europe,61677.89,15
S0010072,BMWV0006235,D0083,C003545,2024-01-16,5 Series,Asia,60261.6,8
S0015748,BMWV0008360,D0055,C003353,2024-01-16,i4,Oceania,56330.07,5
S0013189,BMWV0004510,D0055,C003823,2024-01-16,X5,North America,76776.9,8
S0010030,BMWV0001456,D0057,C001693,2024-01-16,5 Series,Middle East,62387.02,17
S0015915,BMWV0003109,D0038,C000941,2024-01-16,X1,Asia,42897.76,25
S0009646,BMWV0001821,D0066,C000017,2024-01-16,X5,Europe,79746.81,8
S0010986,BMWV0001418,D0050,C002615,2024-01-16,X7,Asia,108267.19,4
S0006458,BMWV0005541,D0001,C002158,2024-01-16,i4,Europe,61347.85,7
S0005865,BMWV0002705,D0021,C000098,2024-01-16,X3,Europe,54650.55,17
S0010089,BMWV0009107,D0074,C003329,2024-01-16,X1,Middle East,44008.84,15
S0009455,BMWV0008681,D0045,C000493,2024-01-16,3 Series,Oceania,48903.36,12
S0006927,BMWV0007801,D0078,C001447,2024-01-16,X1,Asia,48006.02,13
S0010100,BMWV0006924,D0055,C004192,2024-01-16,iX,Europe,85687.82,12
S0012977,BMWV0010104,D0044,C004182,2024-01-16,2 Series,North America,41454.86,8
S0016900,BMWV0009846,D0013,C001395,2024-01-16,iX,Middle East,86101.78,3
S0001112,BMWV0000001,D0088,C000386,2024-01-16,X5,Africa,84622.41,3
S0006036,BMWV0000048,D0096,C003001,2024-01-16,X1,Asia,45234.46,16
S0006395,BMWV0008529,D0007,C004754,2024-01-16,3 Series,Africa,46831.11,12
S0011986,BMWV0003328,D0076,C000613,2024-01-16,5 Series,North America,61683.03,15
S0012292,BMWV0007000,D0098,C003076,2024-01-16,7 Series,North America,97984.95,4
S0005443,BMWV0006714,D0040,C004318,2024-01-16,i4,Asia,62257.44,9
S0009876,BMWV0007370,D0016,C002031,2024-01-16,3 Series,Europe,50889.98,13
S0016003,BMWV0009621,D0022,C004150,2024-01-16,X3,Middle East,56366.45,13
S0002839,BMWV0001334,D0009,C000015,2024-01-17,5 Series,North America,58707.36,13
S0004228,BMWV0011712,D0087,C001603,2024-01-17,5 Series,North America,60459.0,7
S0012147,BMWV0010578,D0044,C000624,2024-01-17,iX,Europe,85959.13,8
S0016719,BMWV0002020,D0073,C004274,2024-01-17,2 Series,Asia,41628.45,12
S0014291,BMWV0009246,D0067,C000760,2024-01-17,i4,Middle East,58386.02,3
S0011312,BMWV0002415,D0095,C000900,2024-01-17,7 Series,Asia,98154.34,6
S0001888,BMWV0003474,D0073,C003624,2024-01-17,3 Series,North America,48219.47,10
S0013970,BMWV0001458,D0080,C000149,2024-01-17,X5,Middle East,76145.36,12
S0006442,BMWV0006323,D0069,C004783,2024-01-17,2 Series,Europe,41392.2,8
S0014974,BMWV0005499,D0096,C003011,2024-01-17,X7,North America,117090.22,3
S0014919,BMWV0008011,D0010,C003797,2024-01-17,2 Series,Asia,43913.23,22
S0005755,BMWV0008937,D0018,C002276,2024-01-17,X1,Europe,44312.57,11
S0012957,BMWV0011013,D0100,C002960,2024-01-17,i4,Asia,57392.28,10
S0017890,BMWV0002595,D0078,C003095,2024-01-17,iX,Africa,88093.98,4
S0007788,BMWV0001731,D0009,C004273,2024-01-17,X3,Europe,58291.56,20
S0011510,BMWV0002322,D0023,C004449,2024-01-17,X3,North America,56363.87,5
S0017146,BMWV0000429,D0098,C002977,2024-01-17,X3,Asia,58988.87,10
S0017240,BMWV0001773,D0089,C000961,2024-01-17,7 Series,Europe,100589.63,6
S0003445,BMWV0001815,D0093,C004466,2024-01-17,X3,Europe,54289.26,14
S0001240,BMWV0006960,D0020,C001769,2024-01-17,3 Series,Oceania,48576.62,11
S0003199,BMWV0001215,D0030,C003786,2024-01-17,3 Series,Europe,46824.75,12
S0000242,BMWV0006795,D0015,C001177,2024-01-17,X1,Asia,43998.97,18
S0016776,BMWV0009549,D0006,C003470,2024-01-18,iX,Asia,91868.73,4
S0015214,BMWV0008565,D0004,C002265,2024-01-18,X3,Middle East,53723.12,13
S0016015,BMWV0003184,D0075,C001709,2024-01-18,X3,Europe,52494.2,10
S0017860,BMWV0008427,D0091,C004351,2024-01-18,7 Series,Europe,96136.99,4
S0008277,BMWV0005175,D0023,C001340,2024-01-18,X5,Middle East,84262.43,10
S0014280,BMWV0005381,D0056,C004708,2024-01-18,X1,Europe,44285.91,10
S0014200,BMWV0005098,D0009,C002497,2024-01-18,X1,Europe,46771.77,13
S0006242,BMWV0004615,D0023,C003152,2024-01-18,i4,Europe,61665.58,7
S0000916,BMWV0002950,D0024,C002229,2024-01-18,3 Series,Asia,48672.79,12
S0012012,BMWV0011088,D0072,C002202,2024-01-18,5 Series,Asia,63011.57,6
S0000261,BMWV0005638,D0048,C004161,2024-01-18,i4,Asia,55579.42,3
S0008701,BMWV0007998,D0066,C001869,2024-01-18,2 Series,North America,44142.8,14
S0016608,BMWV0003550,D0025,C000346,2024-01-18,X1,Asia,46614.63,17
S0015374,BMWV0002199,D0055,C001204,2024-01-18,X3,Asia,54114.74,13
S0016090,BMWV0004283,D0044,C003956,2024-01-18,3 Series,North America,49330.84,9
S0003179,BMWV0005267,D0027,C003218,2024-01-19,2 Series,Asia,39660.5,12
S0005596,BMWV0007169,D0055,C000640,2024-01-19,X7,North America,117660.2,5
S0008184,BMWV0011225,D0056,C001975,2024-01-19,X3,North America,54568.9,17
S0002481,BMWV0010140,D0089,C004619,2024-01-19,iX,North America,88585.42,7
S0013060,BMWV0007181,D0019,C004237,2024-01-19,3 Series,Europe,47154.31,16
S0002682,BMWV0011354,D0023,C003145,2024-01-19,2 Series,North America,42236.85,16
S0005643,BMWV0006873,D0024,C003145,2024-01-19,i4,Asia,56537.99,11
S0003637,BMWV0000877,D0088,C004937,2024-01-19,5 Series,Middle East,60993.25,10
S0002009,BMWV0000530,D0050,C003037,2024-01-19,3 Series,Europe,48273.34,11
S0008606,BMWV0000133,D0087,C004087,2024-01-19,2 Series,North America,43102.86,8
S0008660,BMWV0000328,D0075,C001252,2024-01-19,X1,Europe,44872.96,8
S0014479,BMWV0010013,D0097,C000292,2024-01-19,5 Series,North America,62493.57,9
S0013667,BMWV0002530,D0075,C002978,2024-01-19,X1,North America,45955.39,15
S0013785,BMWV0000809,D0092,C004468,2024-01-19,i4,Europe,57728.79,13
S0014369,BMWV0007651,D0096,C004540,2024-01-19,X3,North America,57004.91,11
S0002082,BMWV0004485,D0012,C003425,2024-01-19,3 Series,Europe,46714.65,15
S0001560,BMWV0002985,D0089,C004990,2024-01-19,3 Series,Europe,46908.57,20
S0004086,BMWV0001087,D0032,C003078,2024-01-19,X5,Africa,81577.19,9
S0004574,BMWV0005832,D0097,C001788,2024-01-19,3 Series,Africa,46968.21,7
S0015366,BMWV0008541,D0025,C003353,2024-01-19,5 Series,Asia,59502.84,11
S0003425,BMWV0011902,D0012,C002461,2024-01-19,X3,North America,57842.88,15
S0005321,BMWV0010421,D0032,C004523,2024-01-19,3 Series,Africa,48987.5,10
S0007317,BMWV0008152,D0029,C002276,2024-01-19,2 Series,Asia,42254.36,18
S0015772,BMWV0002858,D0037,C004303,2024-01-19,7 Series,Middle East,96812.42,2
S0007311,BMWV0011800,D0099,C003920,2024-01-20,X1,Europe,44588.56,14
S0006798,BMWV0002449,D0039,C001624,2024-01-20,5 Series,North America,57479.71,7
S0009371,BMWV0008811,D0007,C001870,2024-01-20,X5,Europe,79729.72,8
S0000282,BMWV0006412,D0005,C005000,2024-01-20,5 Series,North America,59870.31,17
S0003216,BMWV0008784,D0066,C003542,2024-01-20,3 Series,Oceania,45642.77,10
S0009232,BMWV0003594,D0029,C002594,2024-01-20,2 Series,Middle East,42969.46,7
S0013199,BMWV0001482,D0021,C001862,2024-01-20,X3,Europe,55398.34,15
S0013303,BMWV0006003,D0003,C000194,2024-01-20,X3,Asia,59368.02,15
S0001302,BMWV0011636,D0069,C000720,2024-01-21,X1,North America,44675.31,17
S0004782,BMWV0009667,D0009,C000914,2024-01-21,5 Series,Asia,69507.87,14
S0000033,BMWV0004044,D0004,C001120,2024-01-21,X5,Oceania,78554.38,7
S0002162,BMWV0007157,D0035,C000958,2024-01-21,3 Series,Europe,49415.16,15
S0011773,BMWV0007262,D0019,C002323,2024-01-21,X1,North America,44103.41,14
