event_id,vehicle_id,vin,timestamp,battery_level,speed,temperature,latitude,longitude
EVT0043657,BMW00505,WBA00000000000505,2026-06-01 14:00:00,26.75,79.38,23.46,33.486278,-94.851823
EVT0022388,BMW00220,WBA00000000000220,2026-03-19 17:35:00,12.1,78.4,-3.49,31.077263,106.969522
EVT0089972,BMW00112,WBA00000000000112,2026-11-09 09:35:00,79.99,17.27,46.44,41.121139,-72.090033
EVT0078213,BMW00521,WBA00000000000521,2026-09-29 13:40:00,42.48,158.92,24.75,26.21836,-0.983458
EVT0023225,BMW00504,WBA00000000000504,2026-03-22 15:20:00,41.87,81.24,43.36,40.195763,77.915164
EVT0018330,BMW00722,WBA00000000000722,2026-03-05 15:25:00,92.63,82.21,4.31,24.610122,-93.552594
EVT0090987,BMW00081,WBA00000000000081,2026-11-12 22:10:00,72.69,129.07,-4.82,22.857522,-18.97473
EVT0051964,BMW00774,WBA00000000000774,2026-06-30 10:15:00,38.16,120.35,41.56,45.48433,-56.422902
EVT0007647,BMW00279,WBA00000000000279,2026-01-27 13:10:00,93.56,107.0,29.61,42.04564,18.983971
EVT0091141,BMW00247,WBA00000000000247,2026-11-13 11:00:00,70.09,41.66,46.2,37.862857,-43.268909
EVT0058090,BMW00061,WBA00000000000061,2026-07-21 16:45:00,42.62,152.21,-4.98,45.540284,113.923601
EVT0010183,BMW00624,WBA00000000000624,2026-02-05 08:30:00,36.28,72.04,53.34,25.442481,147.841527
EVT0095934,BMW00875,WBA00000000000875,2026-11-30 02:25:00,76.62,121.03,26.14,33.384853,110.605213
EVT0044193,BMW00794,WBA00000000000794,2026-06-03 10:40:00,20.43,61.1,-8.44,40.096493,-24.976983
EVT0072506,BMW00834,WBA00000000000834,2026-09-09 18:05:00,67.71,77.44,-4.75,23.134021,64.431374
EVT0000579,BMW00454,WBA00000000000454,2026-01-03 00:10:00,22.36,118.39,20.25,32.526471,123.721906
EVT0013472,BMW00306,WBA00000000000306,2026-02-16 18:35:00,15.64,14.15,9.13,51.843295,-4.757064
EVT0010763,BMW00455,WBA00000000000455,2026-02-07 08:50:00,28.68,90.28,33.03,20.705733,42.128135
EVT0017191,BMW00924,WBA00000000000924,2026-03-01 16:30:00,30.72,14.77,35.73,31.683268,119.790068
EVT0030241,BMW00144,WBA00000000000144,2026-04-16 00:00:00,35.49,57.41,25.25,45.171943,55.804629
EVT0019453,BMW00477,WBA00000000000477,2026-03-09 13:00:00,69.91,131.52,18.65,54.924217,-115.374451
EVT0083175,BMW00602,WBA00000000000602,2026-10-16 19:10:00,23.66,6.36,-6.49,18.990834,50.055506
EVT0097853,BMW00019,WBA00000000000019,2026-12-06 18:20:00,54.31,48.92,28.88,10.280736,144.818619
EVT0073816,BMW00081,WBA00000000000081,2026-09-14 07:15:00,74.41,101.63,28.1,54.725915,-45.892478
EVT0008621,BMW00761,WBA00000000000761,2026-01-30 22:20:00,16.17,46.08,2.84,41.141791,-91.430534
EVT0066380,BMW00910,WBA00000000000910,2026-08-19 11:35:00,91.59,84.44,50.29,31.162848,-0.421698
EVT0067109,BMW00208,WBA00000000000208,2026-08-22 00:20:00,74.13,71.39,-3.52,38.886886,0.916306
EVT0099310,BMW00944,WBA00000000000944,2026-12-11 19:45:00,57.61,65.89,-100.0,8.982255,35.629391
EVT0091606,BMW00810,WBA00000000000810,2026-11-15 01:45:00,99.39,151.34,-9.58,51.020548,140.984349
EVT0082352,BMW00302,WBA00000000000302,2026-10-13 22:35:00,69.8,61.15,49.09,33.170925,25.0476
EVT0055564,BMW00544,WBA00000000000544,2026-07-12 22:15:00,35.3,32.98,-4.21,50.523913,-47.46573
EVT0089061,BMW00717,WBA00000000000717,2026-11-06 05:40:00,26.46,108.59,0.03,9.906106,82.319854
EVT0050146,BMW00318,WBA00000000000318,2026-06-24 02:45:00,92.35,21.35,7.9,28.530033,0.103801
EVT0025834,BMW00430,WBA00000000000430,2026-03-31 16:45:00,12.2,20.06,31.79,42.597602,92.887201
EVT0057888,BMW00228,WBA00000000000228,2026-07-20 23:55:00,57.01,28.26,40.29,53.38608,-15.011846
EVT0095552,BMW00129,WBA00000000000129,2026-11-28 18:35:00,20.22,100.23,9.07,13.555625,58.081623
EVT0089105,BMW00417,WBA00000000000417,2026-11-06 09:20:00,64.97,94.73,-5.07,29.172634,146.485532
EVT0052342,BMW00125,WBA00000000000125,2026-07-01 17:45:00,78.0,95.98,12.83,34.510592,-47.24882
EVT0032031,BMW00822,WBA00000000000822,2026-04-22 05:10:00,52.8,159.65,-7.43,22.609995,76.109654
EVT0082120,BMW00765,WBA00000000000765,2026-10-13 03:15:00,76.35,144.37,29.89,41.347105,-104.562396
EVT0050767,BMW00507,WBA00000000000507,2026-06-26 06:30:00,88.92,101.84,34.67,30.538252,-76.184159
EVT0092943,BMW00086,WBA00000000000086,2026-11-19 17:10:00,24.63,21.33,27.42,41.183373,-74.056145
EVT0047401,BMW00533,WBA00000000000533,2026-06-14 14:00:00,29.62,66.25,9.29,38.627976,-91.712954
EVT0042986,BMW00830,WBA00000000000830,2026-05-30 06:05:00,46.38,113.04,14.56,39.82694,95.798387
EVT0078417,BMW00905,WBA00000000000905,2026-09-30 06:40:00,12.68,35.23,25.89,40.939916,-53.202374
EVT0040930,BMW00357,WBA00000000000357,2026-05-23 02:45:00,59.31,19.12,14.19,9.185903,101.390283
EVT0092365,BMW00564,WBA00000000000564,2026-11-17 17:00:00,31.61,152.88,53.12,48.299528,-74.247266
EVT0026054,BMW00441,WBA00000000000441,2026-04-01 11:05:00,21.66,22.31,29.09,14.801795,-74.308703
EVT0069583,BMW00199,WBA00000000000199,2026-08-30 14:30:00,75.61,142.93,52.13,53.153271,-119.016211
EVT0080260,BMW00551,WBA00000000000551,2026-10-06 16:15:00,58.0,152.02,48.86,38.187879,82.001963
EVT0011720,BMW00161,WBA00000000000161,2026-02-10 16:35:00,12.18,99.11,17.93,9.312686,-99.194336
EVT0064413,BMW00040,WBA00000000000040,2026-08-12 15:40:00,37.05,25.6,15.22,20.451942,-72.567063
EVT0022622,BMW00091,WBA00000000000091,2026-03-20 13:05:00,40.39,144.83,18.19,22.765324,57.245828
EVT0046062,BMW00241,WBA00000000000241,2026-06-09 22:25:00,36.3,74.58,-8.96,50.312649,17.228129
EVT0018030,BMW00266,WBA00000000000266,2026-03-04 14:25:00,60.62,147.22,37.74,53.566399,-107.463826
EVT0077724,BMW00494,WBA00000000000494,2026-09-27 20:55:00,33.77,77.19,10.74,14.399454,-6.730527
EVT0080249,BMW00783,WBA00000000000783,2026-10-06 15:20:00,53.56,83.15,6.38,10.405259,-100.59259
EVT0020574,BMW00711,WBA00000000000711,2026-03-13 10:25:00,11.25,157.77,8.48,13.971323,-1.369672
EVT0015903,BMW00689,WBA00000000000689,2026-02-25 05:10:00,71.74,28.07,15.15,52.552102,-51.1594
EVT0042767,BMW00888,WBA00000000000888,2026-05-29 11:50:00,20.5,105.0,32.87,24.214505,145.432225
EVT0023421,BMW00235,WBA00000000000235,2026-03-23 07:40:00,77.1,116.93,20.13,30.811734,40.901751
EVT0097761,BMW00982,WBA00000000000982,2026-12-06 10:40:00,28.06,99.28,50.58,9.19347,-108.740192
EVT0001431,BMW00853,WBA00000000000853,2026-01-05 23:10:00,10.43,52.38,29.79,48.111732,61.678718
EVT0051825,BMW00808,WBA00000000000808,2026-06-29 22:40:00,13.64,157.58,20.67,26.594675,103.773813
EVT0098146,BMW00120,WBA00000000000120,2026-12-07 18:45:00,54.17,64.16,46.36,22.937277,11.349815
EVT0038214,BMW00592,WBA00000000000592,2026-05-13 16:25:00,17.41,113.0,34.77,31.28039,19.773781
EVT0074205,BMW00464,WBA00000000000464,2026-09-15 15:40:00,25.79,142.88,12.27,14.728962,-41.585088
EVT0002030,BMW00919,WBA00000000000919,2026-01-08 01:05:00,46.84,61.03,29.96,39.68121,51.662017
EVT0020760,BMW00314,WBA00000000000314,2026-03-14 01:55:00,55.16,91.18,-6.01,12.080649,149.71876
EVT0013822,BMW00343,WBA00000000000343,2026-02-17 23:45:00,33.13,15.32,9.1,24.156354,65.599557
EVT0070532,BMW00731,WBA00000000000731,2026-09-02 21:35:00,47.91,124.81,31.31,18.981917,-106.985385
EVT0032511,BMW00009,WBA00000000000009,2026-04-23 21:10:00,95.93,4.4,40.3,26.363233,-6.616211
EVT0091125,BMW00770,WBA00000000000770,2026-11-13 09:40:00,23.03,50.02,-4.63,18.402373,-0.644067
EVT0083157,BMW00077,WBA00000000000077,2026-10-16 17:40:00,55.89,131.91,53.97,39.938795,-27.372863
EVT0086623,BMW00634,WBA00000000000634,2026-10-28 18:30:00,37.14,9.14,51.55,24.052028,-43.116156
EVT0086667,BMW00484,WBA00000000000484,2026-10-28 22:10:00,35.47,69.17,37.1,24.666799,-111.254002
EVT0059526,BMW00733,WBA00000000000733,2026-07-26 16:25:00,22.8,87.4,44.22,23.289049,-0.694935
EVT0007749,BMW00844,WBA00000000000844,2026-01-27 21:40:00,31.02,45.29,27.72,14.26869,75.407862
EVT0093935,BMW00699,WBA00000000000699,2026-11-23 03:50:00,23.95,5.17,12.75,38.030683,-48.287919
EVT0030910,BMW00991,WBA00000000000991,2026-04-18 07:45:00,32.66,111.61,-3.19,54.600521,34.14983
EVT0039272,BMW00103,WBA00000000000103,2026-05-17 08:35:00,91.38,140.26,40.28,23.300442,103.836044
EVT0033803,BMW00065,WBA00000000000065,2026-04-28 08:50:00,49.4,43.32,51.06,50.734388,-54.300621
EVT0059954,BMW00255,WBA00000000000255,2026-07-28 04:05:00,64.59,116.14,44.24,8.978603,-88.54893
EVT0034535,BMW00733,WBA00000000000733,2026-04-30 21:50:00,93.24,153.65,-2.7,15.530348,-66.264202
EVT0032418,BMW00891,WBA00000000000891,2026-04-23 13:25:00,37.47,20.43,13.43,50.170289,34.307379
EVT0018819,BMW00001,WBA00000000000001,2026-03-07 08:10:00,91.81,1.73,22.77,46.386283,100.070776
EVT0070415,BMW00667,WBA00000000000667,2026-09-02 11:50:00,16.17,50.53,53.43,35.140123,-102.471744
EVT0043573,BMW00399,WBA00000000000399,2026-06-01 07:00:00,75.0,94.39,44.54,14.104029,-33.27663
EVT0072454,BMW00332,WBA00000000000332,2026-09-09 13:45:00,63.12,60.1,41.7,10.465921,-111.085443
EVT0084116,BMW00489,WBA00000000000489,2026-10-20 01:35:00,77.83,126.37,25.7,50.295145,-3.126552
EVT0058465,BMW00961,WBA00000000000961,2026-07-23 00:00:00,84.4,86.06,-8.35,34.788162,47.255815
EVT0056585,BMW00591,WBA00000000000591,2026-07-16 11:20:00,54.33,154.45,27.47,8.187578,108.357796
EVT0037562,BMW00565,WBA00000000000565,2026-05-11 10:05:00,33.55,14.02,13.0,23.970095,112.13289
EVT0087785,BMW00238,WBA00000000000238,2026-11-01 19:20:00,36.38,134.5,23.82,24.530577,69.413396
EVT0004233,BMW00583,WBA00000000000583,2026-01-15 16:40:00,13.17,140.1,6.7,49.295729,54.064273
EVT0027177,BMW00147,WBA00000000000147,2026-04-05 08:40:00,99.03,158.48,48.05,24.540778,30.945427
EVT0022364,BMW00149,WBA00000000000149,2026-03-19 15:35:00,35.62,102.35,-2.85,39.617651,86.873025
EVT0041792,BMW00539,WBA00000000000539,2026-05-26 02:35:00,95.19,56.97,-6.44,23.786528,63.475367
EVT0070033,BMW00416,WBA00000000000416,2026-09-01 04:00:00,52.49,20.3,27.65,33.151183,-80.561465
EVT0066163,BMW00393,WBA00000000000393,2026-08-18 17:30:00,94.14,34.46,10.75,29.462247,-114.633001
EVT0087787,BMW00047,WBA00000000000047,2026-11-01 19:30:00,60.22,4.53,4.43,37.363314,-17.814409
EVT0091924,BMW00474,WBA00000000000474,2026-11-16 04:15:00,18.91,110.87,15.15,40.447135,63.135593
EVT0043755,BMW00107,WBA00000000000107,2026-06-01 22:10:00,55.98,51.22,23.56,19.207984,-57.163805
EVT0059687,BMW00268,WBA00000000000268,2026-07-27 05:50:00,49.75,72.21,9.63,31.812162,69.459954
EVT0092588,BMW00972,WBA00000000000972,2026-11-18 11:35:00,59.98,25.77,6.95,35.737572,-56.988638
EVT0037867,BMW00544,WBA00000000000544,2026-05-12 11:30:00,21.22,25.72,5.62,12.821143,77.276882
EVT0083367,BMW00362,WBA00000000000362,2026-10-17 11:10:00,85.3,144.98,53.19,53.588734,-108.403613
EVT0049533,BMW00221,WBA00000000000221,2026-06-21 23:40:00,75.73,17.61,28.45,45.480863,-0.549966
EVT0065090,BMW00485,WBA00000000000485,2026-08-15 00:05:00,61.75,58.66,0.32,47.601457,-74.66973
EVT0054509,BMW00642,WBA00000000000642,2026-07-09 06:20:00,14.66,135.3,40.42,41.044736,120.958898
EVT0059087,BMW00762,WBA00000000000762,2026-07-25 03:50:00,60.44,110.21,27.14,18.29282,131.487501
EVT0044924,BMW00387,WBA00000000000387,2026-06-05 23:35:00,87.47,159.27,53.68,35.007093,-64.725922
EVT0056025,BMW00263,WBA00000000000263,2026-07-14 12:40:00,67.1,128.46,45.02,37.958689,17.865104
EVT0069297,BMW00304,WBA00000000000304,2026-08-29 14:40:00,76.57,150.72,28.21,36.097737,135.340063
EVT0086012,BMW00331,WBA00000000000331,2026-10-26 15:35:00,58.05,108.14,21.46,48.97465,85.604728
EVT0065245,BMW00335,WBA00000000000335,2026-08-15 13:00:00,34.28,148.77,-7.58,29.877878,0.949799
EVT0009925,BMW00741,WBA00000000000741,2026-02-04 11:00:00,17.43,83.55,50.37,43.878641,35.86277
EVT0043866,BMW00399,WBA00000000000399,2026-06-02 07:25:00,29.18,153.36,45.08,23.81516,111.419739
EVT0052208,BMW00138,WBA00000000000138,2026-07-01 06:35:00,41.5,132.84,-4.97,31.580819,38.799001
EVT0011620,BMW00971,WBA00000000000971,2026-02-10 08:15:00,97.73,16.83,16.15,27.923175,-4.4474
EVT0060006,BMW00873,WBA00000000000873,2026-07-28 08:25:00,15.2,42.27,49.32,26.239469,-104.881879
EVT0084400,BMW00498,WBA00000000000498,2026-10-21 01:15:00,48.9,22.53,52.74,25.531288,106.873221
EVT0048906,BMW00788,WBA00000000000788,2026-06-19 19:25:00,37.31,112.6,48.39,30.921134,87.645981
EVT0053810,BMW00994,WBA00000000000994,2026-07-06 20:05:00,99.33,146.12,11.06,47.755163,-30.146964
EVT0028863,BMW00819,WBA00000000000819,2026-04-11 05:10:00,42.89,28.11,0.03,47.698854,-65.296517
EVT0018568,BMW00700,WBA00000000000700,2026-03-06 11:15:00,49.35,138.2,-5.6,13.593504,98.224859
EVT0030015,BMW00004,WBA00000000000004,2026-04-15 05:10:00,47.03,21.22,23.9,48.464656,20.898372
EVT0022825,BMW00173,WBA00000000000173,2026-03-21 06:00:00,88.65,131.47,16.7,52.051992,-70.670437
EVT0025285,BMW00652,WBA00000000000652,2026-03-29 19:00:00,46.78,140.27,26.26,34.433337,-91.393681
EVT0089405,BMW00280,WBA00000000000280,2026-11-07 10:20:00,64.09,35.16,-9.85,37.046985,-68.394193
EVT0042902,BMW00035,WBA00000000000035,2026-05-29 23:05:00,38.8,131.28,49.36,45.069684,76.248873
EVT0082922,BMW00536,WBA00000000000536,2026-10-15 22:05:00,13.3,74.76,44.28,51.352293,-93.528863
EVT0092905,BMW00007,WBA00000000000007,2026-11-19 14:00:00,45.29,48.62,28.82,37.886283,146.090061
EVT0035352,BMW00913,WBA00000000000913,2026-05-03 17:55:00,68.14,82.31,25.1,48.013853,-110.721976
EVT0007521,BMW00096,WBA00000000000096,2026-01-27 02:40:00,47.56,61.18,-0.78,18.159064,-14.822802
EVT0005105,BMW00489,WBA00000000000489,2026-01-18 17:20:00,10.71,36.45,48.36,17.529133,114.678481
EVT0076406,BMW00414,WBA00000000000414,2026-09-23 07:05:00,78.81,19.43,-6.49,40.320915,-1.485864
EVT0079515,BMW00699,WBA00000000000699,2026-10-04 02:10:00,44.65,21.97,0.13,40.123543,81.556465
EVT0056302,BMW00573,WBA00000000000573,2026-07-15 11:45:00,52.37,101.6,6.41,31.191006,78.21111
EVT0045063,BMW00977,WBA00000000000977,2026-06-06 11:10:00,25.52,93.74,39.82,43.069227,-86.912838
EVT0043005,BMW00909,WBA00000000000909,2026-05-30 07:40:00,19.28,155.62,34.21,13.755806,-68.558087
EVT0077011,BMW00380,WBA00000000000380,2026-09-25 09:30:00,39.82,85.77,13.98,32.023661,-86.264785
EVT0029103,BMW00954,WBA00000000000954,2026-04-12 01:10:00,43.84,50.74,45.04,39.545739,-21.935126
EVT0059007,BMW00731,WBA00000000000731,2026-07-24 21:10:00,91.42,52.06,47.35,49.916687,141.792757
EVT0051024,BMW00619,WBA00000000000619,2026-06-27 03:55:00,97.86,121.78,-3.72,17.042478,-62.468191
EVT0053039,BMW00680,WBA00000000000680,2026-07-04 03:50:00,45.6,85.03,6.02,19.486385,35.07487
EVT0003905,BMW00605,WBA00000000000605,2026-01-14 13:20:00,68.07,83.24,-5.76,21.302414,9.853364
EVT0028590,BMW00696,WBA00000000000696,2026-04-10 06:25:00,14.19,124.67,45.0,38.401652,-60.268249
EVT0087326,BMW00059,WBA00000000000059,2026-10-31 05:05:00,63.58,83.15,-3.04,27.147468,102.06444
EVT0062897,BMW00698,WBA00000000000698,2026-08-07 09:20:00,87.35,18.89,14.46,51.279549,-66.138176
EVT0080020,BMW00537,WBA00000000000537,2026-10-05 20:15:00,54.75,155.07,-0.0,41.626786,39.40039
EVT0024172,BMW00308,WBA00000000000308,2026-03-25 22:15:00,39.26,52.75,19.23,36.245728,97.537192
EVT0071073,BMW00441,WBA00000000000441,2026-09-04 18:40:00,47.38,61.79,8.32,26.763633,-35.457788
EVT0007316,BMW00044,WBA00000000000044,2026-01-26 09:35:00,43.14,150.08,54.42,23.111077,30.455892
EVT0000929,BMW00114,WBA00000000000114,2026-01-04 05:20:00,91.08,61.47,41.58,47.351318,-7.544674
EVT0064808,BMW00381,WBA00000000000381,2026-08-14 00:35:00,57.69,62.46,37.0,51.534518,-113.598066
EVT0028035,BMW00250,WBA00000000000250,2026-04-08 08:10:00,33.5,58.43,40.89,26.580034,-29.107502
EVT0051901,BMW00862,WBA00000000000862,2026-06-30 05:00:00,21.29,95.71,-2.27,46.547975,68.260008
EVT0072489,BMW00669,WBA00000000000669,2026-09-09 16:40:00,50.94,61.24,30.1,30.273899,-24.14936
EVT0078368,BMW00115,WBA00000000000115,2026-09-30 02:35:00,98.63,54.25,32.0,24.627399,-62.715016
EVT0080190,BMW00627,WBA00000000000627,2026-10-06 10:25:00,24.46,35.22,24.55,15.96531,62.791235
EVT0090686,BMW00398,WBA00000000000398,2026-11-11 21:05:00,25.48,119.74,23.82,10.676994,-81.236385
EVT0048159,BMW00796,WBA00000000000796,2026-06-17 05:10:00,52.18,39.15,8.03,15.068178,8.581453
EVT0030702,BMW00471,WBA00000000000471,2026-04-17 14:25:00,88.05,146.02,42.06,37.741507,-35.057939
EVT0028263,BMW00049,WBA00000000000049,2026-04-09 03:10:00,78.72,35.69,54.79,14.361943,-70.555429
EVT0092852,BMW00931,WBA00000000000931,2026-11-19 09:35:00,54.72,92.53,26.02,31.069074,65.994757
EVT0033506,BMW00568,WBA00000000000568,2026-04-27 08:05:00,79.58,93.41,8.03,49.991945,-41.571593
EVT0015819,BMW00480,WBA00000000000480,2026-02-24 22:10:00,52.08,158.6,5.69,11.025197,-88.949073
EVT0035175,BMW00996,WBA00000000000996,2026-05-03 03:10:00,87.4,59.89,16.65,22.201878,-118.000453
EVT0009490,BMW00466,WBA00000000000466,2026-02-02 22:45:00,59.23,139.68,20.17,29.055106,-1.294114
EVT0071722,BMW00628,WBA00000000000628,2026-09-07 00:45:00,89.46,129.86,4.55,54.966824,-46.866265
EVT0075174,BMW00966,WBA00000000000966,2026-09-19 00:25:00,42.42,148.36,14.33,12.074494,76.133818
EVT0029800,BMW00107,WBA00000000000107,2026-04-14 11:15:00,29.67,26.84,34.83,47.777024,52.594133
EVT0096566,BMW00818,WBA00000000000818,2026-12-02 07:05:00,47.15,89.8,40.52,36.999014,-106.446798
