event_id,vehicle_id,vin,timestamp,battery_level,speed,temperature,latitude,longitude
EVT0028243,BMW00210,WBA00000000000210,2026-04-09 01:30:00,73.63,70.82,-6.55,25.922056,-30.559919
EVT0054240,BMW00250,WBA00000000000250,2026-07-08 07:55:00,37.67,156.82,21.09,30.392028,42.443588
EVT0064821,BMW00678,WBA00000000000678,2026-08-14 01:40:00,10.31,46.2,43.11,30.650655,107.557257
EVT0039543,BMW00442,WBA00000000000442,2026-05-18 07:10:00,91.11,112.29,16.42,14.288676,-19.454663
EVT0061641,BMW00885,WBA00000000000885,2026-08-03 00:40:00,77.74,135.03,30.0,11.024529,42.233038
EVT0004233,BMW00583,WBA00000000000583,2026-01-15 16:40:00,13.17,140.1,6.7,49.295729,54.064273
EVT0001926,BMW00007,WBA00000000000007,2026-01-07 16:25:00,51.8,127.28,42.85,29.136282,132.749454
EVT0058890,BMW00460,WBA00000000000460,2026-07-24 11:25:00,50.89,108.48,-7.39,43.215211,-73.695977
EVT0087991,BMW00055,WBA00000000000055,2026-11-02 12:30:00,32.93,132.14,12.35,8.742844,-101.732992
EVT0084322,BMW00409,WBA00000000000409,2026-10-20 18:45:00,75.69,126.61,9.23,21.415801,-15.09692
EVT0010294,BMW00064,WBA00000000000064,2026-02-05 17:45:00,40.8,77.36,-9.76,8.741039,-38.422313
EVT0085913,BMW00137,WBA00000000000137,2026-10-26 07:20:00,40.86,131.98,-2.54,17.951722,-107.163996
EVT0022093,BMW00144,WBA00000000000144,2026-03-18 17:00:00,91.08,47.0,38.8,11.789822,-24.462985
EVT0012447,BMW00294,WBA00000000000294,2026-02-13 05:10:00,46.3,51.38,20.4,47.630874,-99.130596
EVT0037335,BMW00164,WBA00000000000164,2026-05-10 15:10:00,64.66,42.41,21.84,19.157988,45.481904
EVT0024334,BMW00056,WBA00000000000056,2026-03-26 11:45:00,25.17,110.93,48.55,23.146093,54.662112
EVT0027943,BMW00936,WBA00000000000936,2026-04-08 00:30:00,56.42,130.43,48.83,23.080771,30.855683
EVT0051048,BMW00145,WBA00000000000145,2026-06-27 05:55:00,74.01,90.59,51.15,12.271927,28.607827
EVT0040375,BMW00566,WBA00000000000566,2026-05-21 04:30:00,93.35,9.51,49.34,44.631932,-31.854834
EVT0037151,BMW00989,WBA00000000000989,2026-05-09 23:50:00,88.9,138.11,49.71,33.723897,20.759867
EVT0016046,BMW00020,WBA00000000000020,2026-02-25 17:05:00,18.48,15.0,14.92,13.065168,-5.125279
EVT0038122,BMW00218,WBA00000000000218,2026-05-13 08:45:00,34.07,45.84,7.07,19.909343,-21.760768
EVT0083181,BMW00223,WBA00000000000223,2026-10-16 19:40:00,31.7,36.95,32.1,31.854035,-32.326513
EVT0090644,BMW00149,WBA00000000000149,2026-11-11 17:35:00,49.22,71.92,13.41,13.164548,40.248988
EVT0077140,BMW00312,WBA00000000000312,2026-09-25 20:15:00,50.71,31.06,30.16,34.88367,-105.033261
EVT0092285,BMW00556,WBA00000000000556,2026-11-17 10:20:00,63.64,146.4,32.02,31.394148,7.958992
EVT0024960,BMW00606,WBA00000000000606,2026-03-28 15:55:00,50.63,22.75,21.82,43.609557,-71.297841
EVT0066181,BMW00774,WBA00000000000774,2026-08-18 19:00:00,81.05,128.99,-6.84,14.600587,38.653763
EVT0043658,BMW00457,WBA00000000000457,2026-06-01 14:05:00,15.26,112.7,25.5,39.86569,-61.376069
EVT0059441,BMW00026,WBA00000000000026,2026-07-26 09:20:00,95.23,29.69,11.2,41.453403,-119.139583
EVT0039243,BMW00672,WBA00000000000672,2026-05-17 06:10:00,59.21,5.82,28.66,46.210716,66.036816
EVT0045423,BMW00282,WBA00000000000282,2026-06-07 17:10:00,20.62,134.44,5.3,15.566848,88.049022
EVT0042849,BMW00951,WBA00000000000951,2026-05-29 18:40:00,95.93,127.47,35.51,44.332216,129.986352
EVT0086302,BMW00701,WBA00000000000701,2026-10-27 15:45:00,53.43,23.6,24.48,35.574377,-25.634674
EVT0040137,BMW00973,WBA00000000000973,2026-05-20 08:40:00,10.99,133.45,9.6,15.643203,16.374701
EVT0003753,BMW00426,WBA00000000000426,2026-01-14 00:40:00,32.82,160.0,23.31,29.879512,-118.866465
EVT0019683,BMW00863,WBA00000000000863,2026-03-10 08:10:00,64.01,42.86,39.16,54.027382,-9.889294
EVT0094869,BMW00421,WBA00000000000421,2026-11-26 09:40:00,13.78,81.55,45.7,51.055847,134.712442
EVT0089088,BMW00665,WBA00000000000665,2026-11-06 07:55:00,11.17,23.73,38.75,49.324909,-4.923327
EVT0068677,BMW00030,WBA00000000000030,2026-08-27 11:00:00,35.99,68.2,-7.48,40.628773,42.333315
EVT0004919,BMW00673,WBA00000000000673,2026-01-18 01:50:00,18.46,143.85,44.31,41.059575,20.152451
EVT0086688,BMW00689,WBA00000000000689,2026-10-28 23:55:00,95.86,78.67,2.96,24.351533,86.174095
EVT0058979,BMW00427,WBA00000000000427,2026-07-24 18:50:00,43.02,54.97,22.0,20.561561,-27.52697
EVT0096650,BMW00826,WBA00000000000826,2026-12-02 14:05:00,95.66,20.84,10.91,34.010791,-112.647001
EVT0009551,BMW00232,WBA00000000000232,2026-02-03 03:50:00,50.47,22.89,4.85,51.664689,-16.170439
EVT0079104,BMW00993,WBA00000000000993,2026-10-02 15:55:00,44.05,153.58,39.96,19.789568,-19.150166
EVT0077446,BMW00593,WBA00000000000593,2026-09-26 21:45:00,53.56,50.99,41.89,34.739081,143.431241
EVT0056309,BMW00808,WBA00000000000808,2026-07-15 12:20:00,50.03,117.57,20.62,16.355841,-19.429876
EVT0041723,BMW00838,WBA00000000000838,2026-05-25 20:50:00,14.75,103.16,-4.41,13.338478,-36.208146
EVT0052127,BMW00840,WBA00000000000840,2026-06-30 23:50:00,52.63,8.16,23.42,33.746409,27.650377
EVT0086279,BMW00070,WBA00000000000070,2026-10-27 13:50:00,82.01,100.64,12.44,30.694703,80.65347
EVT0091523,BMW00847,WBA00000000000847,2026-11-14 18:50:00,52.42,144.4,45.51,49.728228,99.125069
EVT0020569,BMW00994,WBA00000000000994,2026-03-13 10:00:00,55.22,82.22,6.32,36.75515,-89.000921
EVT0029991,BMW00470,WBA00000000000470,2026-04-15 03:10:00,60.31,137.01,38.21,37.318995,-44.076976
EVT0086807,BMW00703,WBA00000000000703,2026-10-29 09:50:00,37.92,139.23,0.95,36.794808,16.830093
EVT0039316,BMW00236,WBA00000000000236,2026-05-17 12:15:00,57.39,101.91,-6.17,43.710324,-113.62195
EVT0051685,BMW00247,WBA00000000000247,2026-06-29 11:00:00,44.13,89.99,38.21,23.794001,-107.93517
EVT0039786,BMW00553,WBA00000000000553,2026-05-19 03:25:00,19.08,117.56,51.11,52.558541,114.312874
EVT0077780,BMW00343,WBA00000000000343,2026-09-28 01:35:00,68.3,93.6,45.28,10.988852,-22.60344
EVT0050915,BMW00596,WBA00000000000596,2026-06-26 18:50:00,95.41,58.39,49.34,33.249895,-62.679496
EVT0002556,BMW00079,WBA00000000000079,2026-01-09 20:55:00,74.14,117.63,18.14,38.443241,-118.105667
EVT0065322,BMW00222,WBA00000000000222,2026-08-15 19:25:00,97.71,8.42,7.45,41.358297,89.776068
EVT0002655,BMW00130,WBA00000000000130,2026-01-10 05:10:00,93.06,49.3,39.59,45.385381,145.795462
EVT0048600,BMW00998,WBA00000000000998,2026-06-18 17:55:00,55.77,25.45,16.41,12.792877,-57.344675
EVT0025414,BMW00646,WBA00000000000646,2026-03-30 05:45:00,57.29,40.15,49.95,8.389334,95.301803
EVT0016202,BMW00731,WBA00000000000731,2026-02-26 06:05:00,40.7,9.9,21.47,51.257963,-62.369924
EVT0020058,BMW00656,WBA00000000000656,2026-03-11 15:25:00,87.43,40.01,4.21,29.798123,109.809476
EVT0037354,BMW00139,WBA00000000000139,2026-05-10 16:45:00,32.88,63.44,-2.2,41.443235,-25.066841
EVT0025856,BMW00722,WBA00000000000722,2026-03-31 18:35:00,74.51,20.62,13.63,43.397637,138.655284
EVT0091561,BMW00361,WBA00000000000361,2026-11-14 22:00:00,61.91,49.55,9.75,29.000678,122.181656
EVT0061181,BMW00138,WBA00000000000138,2026-08-01 10:20:00,83.79,26.12,-6.69,35.02933,135.382455
EVT0076547,BMW00873,WBA00000000000873,2026-09-23 18:50:00,76.62,85.18,40.0,22.260929,68.82403
EVT0090023,BMW00941,WBA00000000000941,2026-11-09 13:50:00,51.91,112.25,4.26,19.247227,137.492216
EVT0056300,BMW00333,WBA00000000000333,2026-07-15 11:35:00,98.03,131.42,-2.21,15.088548,-28.584225
EVT0069531,BMW00446,WBA00000000000446,2026-08-30 10:10:00,89.11,33.56,1.18,34.455889,-36.549391
EVT0038407,BMW00445,WBA00000000000445,2026-05-14 08:30:00,40.62,11.16,0.25,27.982347,94.600111
EVT0080677,BMW00478,WBA00000000000478,2026-10-08 03:00:00,22.58,0.43,38.72,30.910906,12.584788
EVT0001874,BMW00329,WBA00000000000329,2026-01-07 12:05:00,95.3,9.96,22.5,31.595904,51.05539
EVT0036598,BMW00504,WBA00000000000504,2026-05-08 01:45:00,61.35,73.4,26.94,52.049968,-30.127065
EVT0042171,BMW00444,WBA00000000000444,2026-05-27 10:10:00,28.15,133.8,42.76,21.2754,113.727998
EVT0040035,BMW00321,WBA00000000000321,2026-05-20 00:10:00,41.98,6.2,31.62,20.894473,142.037669
EVT0073592,BMW00707,WBA00000000000707,2026-09-13 12:35:00,14.81,119.53,14.23,39.20977,71.938392
EVT0005088,BMW00398,WBA00000000000398,2026-01-18 15:55:00,88.1,130.35,9.55,28.958761,-60.821276
EVT0081607,BMW00581,WBA00000000000581,2026-10-11 08:30:00,68.87,139.38,20.48,28.491725,5.771495
EVT0036282,BMW00845,WBA00000000000845,2026-05-06 23:25:00,19.03,101.85,33.54,43.459423,-115.534799
EVT0021896,BMW00127,WBA00000000000127,2026-03-18 00:35:00,29.27,118.39,9.69,31.702913,125.834798
EVT0079968,BMW00015,WBA00000000000015,2026-10-05 15:55:00,66.39,105.2,43.27,16.261209,108.132196
EVT0038551,BMW00949,WBA00000000000949,2026-05-14 20:30:00,21.55,101.95,51.36,41.161913,-77.856246
EVT0092594,BMW00930,WBA00000000000930,2026-11-18 12:05:00,77.3,58.66,17.41,49.003568,70.652632
EVT0061685,BMW00533,WBA00000000000533,2026-08-03 04:20:00,41.92,37.64,11.56,26.095578,149.15774
EVT0059676,BMW00578,WBA00000000000578,2026-07-27 04:55:00,51.61,88.59,-8.36,8.956276,-22.007378
EVT0006997,BMW00064,WBA00000000000064,2026-01-25 07:00:00,72.76,106.27,-2.82,53.628722,126.827582
EVT0020993,BMW00856,WBA00000000000856,2026-03-14 21:20:00,87.12,19.54,20.87,36.148904,48.472488
EVT0062517,BMW00496,WBA00000000000496,2026-08-06 01:40:00,78.51,110.76,15.14,36.460706,12.109378
EVT0085002,BMW00687,WBA00000000000687,2026-10-23 03:25:00,57.42,142.24,34.75,26.951931,13.425814
EVT0097647,BMW00249,WBA00000000000249,2026-12-06 01:10:00,78.6,135.41,31.28,33.358834,-16.443643
EVT0049831,BMW00949,WBA00000000000949,2026-06-23 00:30:00,42.55,30.1,21.26,8.544771,-42.152735
EVT0052433,BMW00736,WBA00000000000736,2026-07-02 01:20:00,16.31,0.62,-4.92,18.559032,-57.384584
EVT0089579,BMW00547,WBA00000000000547,2026-11-08 00:50:00,78.93,144.3,42.25,21.194805,-15.893255
EVT0053070,BMW00608,WBA00000000000608,2026-07-04 06:25:00,76.67,142.61,15.28,26.325281,121.645268
EVT0088696,BMW00637,WBA00000000000637,2026-11-04 23:15:00,87.62,15.27,53.84,12.704485,73.236512
EVT0015005,BMW00565,WBA00000000000565,2026-02-22 02:20:00,62.86,138.01,50.75,12.386593,134.208368
EVT0052044,BMW00306,WBA00000000000306,2026-06-30 16:55:00,54.64,70.91,35.64,10.321441,26.943227
EVT0042309,BMW00481,WBA00000000000481,2026-05-27 21:40:00,29.97,158.83,-7.08,11.911064,-85.591477
EVT0053120,BMW00136,WBA00000000000136,2026-07-04 10:35:00,77.32,50.67,5.61,28.811534,84.486907
EVT0095812,BMW00227,WBA00000000000227,2026-11-29 16:15:00,94.38,134.7,-5.53,43.326146,39.889245
EVT0024606,BMW00284,WBA00000000000284,2026-03-27 10:25:00,53.57,157.51,27.63,9.848237,130.020689
EVT0037952,BMW00144,WBA00000000000144,2026-05-12 18:35:00,76.58,44.57,6.32,22.773308,79.069053
EVT0006084,BMW00550,WBA00000000000550,2026-01-22 02:55:00,43.74,2.17,26.13,49.167137,-92.128866
EVT0028069,BMW00144,WBA00000000000144,2026-04-08 11:00:00,26.69,0.81,19.93,8.70254,70.788794
EVT0088671,BMW00671,WBA00000000000671,2026-11-04 21:10:00,89.88,46.12,19.75,12.115508,24.813751
EVT0035279,BMW00762,WBA00000000000762,2026-05-03 11:50:00,11.05,145.28,42.87,28.798344,112.351228
EVT0081671,BMW00385,WBA00000000000385,2026-10-11 13:50:00,57.3,13.5,3.88,35.793918,-58.692752
EVT0008433,BMW00626,WBA00000000000626,2026-01-30 06:40:00,33.37,93.87,37.95,15.245714,64.944142
EVT0001236,BMW00674,WBA00000000000674,2026-01-05 06:55:00,50.33,129.75,46.58,30.08778,-54.522507
EVT0011996,BMW00915,WBA00000000000915,2026-02-11 15:35:00,90.87,150.86,30.44,54.047514,56.965189
EVT0090521,BMW00818,WBA00000000000818,2026-11-11 07:20:00,40.03,99.23,34.61,20.317642,144.29633
EVT0006502,BMW00037,WBA00000000000037,2026-01-23 13:45:00,83.62,148.28,31.28,30.368457,108.540389
EVT0002923,BMW00529,WBA00000000000529,2026-01-11 03:30:00,18.56,33.28,49.03,40.824005,101.576446
EVT0071099,BMW00772,WBA00000000000772,2026-09-04 20:50:00,76.1,123.79,16.83,47.070507,-41.048716
EVT0039391,BMW00066,WBA00000000000066,2026-05-17 18:30:00,55.37,82.38,53.67,27.168613,2.655189
EVT0044968,BMW00511,WBA00000000000511,2026-06-06 03:15:00,37.29,66.03,54.84,36.891409,-59.806645
EVT0059641,BMW00493,WBA00000000000493,2026-07-27 02:00:00,15.1,135.97,42.55,31.061464,126.578164
EVT0021768,BMW00025,WBA00000000000025,2026-03-17 13:55:00,31.12,56.17,23.08,49.36153,-113.962615
EVT0018755,BMW00182,WBA00000000000182,2026-03-07 02:50:00,45.56,144.65,10.08,42.028426,43.031043
EVT0049282,BMW00803,WBA00000000000803,2026-06-21 02:45:00,60.06,128.04,9.05,23.602215,-13.613358
EVT0000950,BMW00506,WBA00000000000506,2026-01-04 07:05:00,19.3,53.42,34.18,20.102203,-8.364493
EVT0073439,BMW00124,WBA00000000000124,2026-09-12 23:50:00,22.46,27.41,35.4,28.637293,-115.695412
EVT0022611,BMW00406,WBA00000000000406,2026-03-20 12:10:00,35.46,105.58,28.06,16.148993,133.620837
EVT0015322,BMW00147,WBA00000000000147,2026-02-23 04:45:00,78.91,39.16,49.49,53.886969,57.584017
EVT0000855,BMW00412,WBA00000000000412,2026-01-03 23:10:00,81.34,62.73,35.13,8.414588,80.695254
EVT0048318,BMW00962,WBA00000000000962,2026-06-17 18:25:00,75.88,51.32,5.41,43.474549,101.409683
EVT0069708,BMW00710,WBA00000000000710,2026-08-31 00:55:00,69.11,98.45,25.57,42.086404,32.818419
EVT0017792,BMW00680,WBA00000000000680,2026-03-03 18:35:00,15.14,148.6,11.97,13.19685,-75.911849
EVT0058610,BMW00486,WBA00000000000486,2026-07-23 12:05:00,67.26,105.29,43.39,47.289976,-89.218016
EVT0080866,BMW00318,WBA00000000000318,2026-10-08 18:45:00,40.09,11.83,-3.41,20.073222,-90.644992
EVT0060237,BMW00013,WBA00000000000013,2026-07-29 03:40:00,10.05,24.25,44.21,51.445193,48.332859
EVT0093911,BMW00587,WBA00000000000587,2026-11-23 01:50:00,30.8,50.29,23.57,18.802256,-78.557489
EVT0016059,BMW00693,WBA00000000000693,2026-02-25 18:10:00,46.06,139.33,-7.39,35.541057,5.614704
EVT0096845,BMW00948,WBA00000000000948,2026-12-03 06:20:00,29.39,151.34,27.71,27.734502,-37.093673
EVT0085114,BMW00698,WBA00000000000698,2026-10-23 12:45:00,65.81,123.09,0.08,21.590671,-101.523798
EVT0057100,BMW00737,WBA00000000000737,2026-07-18 06:15:00,86.81,118.01,20.95,39.524641,6.389361
EVT0088663,BMW00035,WBA00000000000035,2026-11-04 20:30:00,34.62,39.43,21.51,39.113525,-71.363339
EVT0022691,BMW00377,WBA00000000000377,2026-03-20 18:50:00,40.17,144.86,28.27,9.993274,-116.839878
EVT0038299,BMW00487,WBA00000000000487,2026-05-13 23:30:00,60.09,150.58,51.0,52.45838,-31.8275
EVT0083197,BMW00410,WBA00000000000410,2026-10-16 21:00:00,23.54,112.15,1.05,25.123064,69.052152
EVT0047282,BMW00188,WBA00000000000188,2026-06-14 04:05:00,32.73,20.46,40.87,16.800589,94.106066
EVT0006038,BMW00146,WBA00000000000146,2026-01-21 23:05:00,35.13,82.41,5.14,48.798806,125.893756
EVT0073615,BMW00328,WBA00000000000328,2026-09-13 14:30:00,43.24,85.99,15.73,51.318248,69.242432
EVT0082818,BMW00474,WBA00000000000474,2026-10-15 13:25:00,87.98,115.72,16.07,24.908964,58.801569
EVT0043477,BMW00203,WBA00000000000203,2026-05-31 23:00:00,49.3,33.74,-7.17,51.032216,37.462744
EVT0015703,BMW00375,WBA00000000000375,2026-02-24 12:30:00,46.01,118.31,-4.79,19.471531,118.084171
EVT0055038,BMW00536,WBA00000000000536,2026-07-11 02:25:00,80.94,111.85,16.11,18.944454,-56.17512
EVT0011035,BMW00179,WBA00000000000179,2026-02-08 07:30:00,51.52,27.8,0.07,27.134008,-72.666921
EVT0068281,BMW00984,WBA00000000000984,2026-08-26 02:00:00,50.75,157.43,20.52,20.918014,-119.929034
EVT0079118,BMW00202,WBA00000000000202,2026-10-02 17:05:00,10.64,131.96,-1.89,23.401083,112.743362
EVT0091754,BMW00124,WBA00000000000124,2026-11-15 14:05:00,96.39,107.17,21.74,8.445931,92.959156
EVT0010426,BMW00426,WBA00000000000426,2026-02-06 04:45:00,13.3,10.19,1.32,44.811885,-67.439026
EVT0080380,BMW00598,WBA00000000000598,2026-10-07 02:15:00,31.09,29.26,38.6,13.779864,-119.820234
EVT0093554,BMW00344,WBA00000000000344,2026-11-21 20:05:00,30.74,14.96,46.27,32.606464,-14.108774
EVT0014175,BMW00200,WBA00000000000200,2026-02-19 05:10:00,49.62,66.77,54.47,15.911243,19.41071
EVT0092758,BMW00608,WBA00000000000608,2026-11-19 01:45:00,50.1,147.67,30.71,30.13428,119.383619
EVT0066561,BMW00369,WBA00000000000369,2026-08-20 02:40:00,76.66,38.81,2.75,8.015434,47.683722
EVT0031778,BMW00805,WBA00000000000805,2026-04-21 08:05:00,22.59,147.52,37.1,28.89495,101.063223
EVT0057138,BMW00271,WBA00000000000271,2026-07-18 09:25:00,93.18,49.65,14.16,34.03555,1.909841
EVT0055364,BMW00404,WBA00000000000404,2026-07-12 05:35:00,13.13,84.84,1.69,38.117046,-31.688867
EVT0005304,BMW00088,WBA00000000000088,2026-01-19 09:55:00,83.83,127.55,-4.68,27.426813,147.659675
EVT0070891,BMW00053,WBA00000000000053,2026-09-04 03:30:00,68.24,2.7,3.76,33.260376,-15.340094
EVT0065116,BMW00299,WBA00000000000299,2026-08-15 02:15:00,65.6,150.87,1.67,46.300785,-84.065208
EVT0096544,BMW00810,WBA00000000000810,2026-12-02 05:15:00,11.59,2.93,48.69,11.536936,-95.517027
EVT0077150,BMW00760,WBA00000000000760,2026-09-25 21:05:00,36.1,107.1,-8.67,45.274961,101.706163
EVT0052813,BMW00059,WBA00000000000059,2026-07-03 09:00:00,70.57,132.76,1.87,15.116814,-58.190021
EVT0025898,BMW00924,WBA00000000000924,2026-03-31 22:05:00,10.49,158.35,-0.86,10.854807,-8.261224
EVT0008708,BMW00408,WBA00000000000408,2026-01-31 05:35:00,16.03,100.47,39.19,21.808828,-54.550089
EVT0086284,BMW00659,WBA00000000000659,2026-10-27 14:15:00,44.38,58.7,35.0,25.412573,8.46248
EVT0007710,BMW00274,WBA00000000000274,2026-01-27 18:25:00,71.26,119.09,52.03,40.099474,104.39391
EVT0087537,BMW00185,WBA00000000000185,2026-10-31 22:40:00,40.45,68.82,52.57,19.062505,85.325779
EVT0003562,BMW00008,WBA00000000000008,2026-01-13 08:45:00,44.46,77.12,43.75,19.242866,-18.053504
EVT0039347,BMW00477,WBA00000000000477,2026-05-17 14:50:00,66.18,19.45,15.85,35.482949,-49.444413
EVT0026794,BMW00180,WBA00000000000180,2026-04-04 00:45:00,73.05,23.42,48.32,12.591632,-90.089981
EVT0052879,BMW00141,WBA00000000000141,2026-07-03 14:30:00,37.42,26.07,0.27,17.093229,59.429355
EVT0019557,BMW00438,WBA00000000000438,2026-03-09 21:40:00,24.12,150.17,3.12,15.760687,-62.063314
EVT0022499,BMW00699,WBA00000000000699,2026-03-20 02:50:00,36.15,122.66,19.07,32.735344,84.945622
EVT0038260,BMW00118,WBA00000000000118,2026-05-13 20:15:00,63.06,118.91,9.66,35.018951,5.845428
EVT0036276,BMW00106,WBA00000000000106,2026-05-06 22:55:00,65.73,21.82,0.13,47.424574,96.724006
EVT0059312,BMW00612,WBA00000000000612,2026-07-25 22:35:00,62.16,84.77,-2.66,14.14989,-78.549603
EVT0020539,BMW00399,WBA00000000000399,2026-03-13 07:30:00,88.4,26.38,36.95,17.454665,6.045611
EVT0065080,BMW00507,WBA00000000000507,2026-08-14 23:15:00,48.97,40.17,52.79,27.203596,90.961466
EVT0046538,BMW00990,WBA00000000000990,2026-06-11 14:05:00,88.22,73.19,45.18,30.63389,97.373678
EVT0018422,BMW00615,WBA00000000000615,2026-03-05 23:05:00,13.61,62.83,16.87,53.507324,74.561491
EVT0074125,BMW00193,WBA00000000000193,2026-09-15 09:00:00,17.18,43.63,2.1,10.035941,63.019693
EVT0030850,BMW00963,WBA00000000000963,2026-04-18 02:45:00,63.34,2.95,26.7,27.401526,-108.094047
EVT0065954,BMW00042,WBA00000000000042,2026-08-18 00:05:00,13.35,45.99,36.33,38.989176,-8.974738
EVT0020574,BMW00711,WBA00000000000711,2026-03-13 10:25:00,11.25,157.77,8.48,13.971323,-1.369672
EVT0038746,BMW00353,WBA00000000000353,2026-05-15 12:45:00,67.51,98.99,50.47,48.717288,51.829
EVT0003497,BMW00977,WBA00000000000977,2026-01-13 03:20:00,50.49,26.62,-8.04,25.848495,94.256677
EVT0004548,BMW00447,WBA00000000000447,2026-01-16 18:55:00,20.55,146.74,10.99,47.741852,81.173557
EVT0093389,BMW00973,WBA00000000000973,2026-11-21 06:20:00,21.66,149.17,6.33,36.829745,-99.774562
EVT0055073,BMW00652,WBA00000000000652,2026-07-11 05:20:00,79.55,8.5,18.53,23.593059,-24.014223
EVT0050493,BMW00265,WBA00000000000265,2026-06-25 07:40:00,85.89,128.92,33.92,50.188859,138.045166
EVT0087545,BMW00832,WBA00000000000832,2026-10-31 23:20:00,95.29,112.15,45.13,11.601565,-87.562016
EVT0016145,BMW00625,WBA00000000000625,2026-02-26 01:20:00,11.72,1.78,-5.15,52.20908,-49.630719
EVT0071484,BMW00325,WBA00000000000325,2026-09-06 04:55:00,36.9,9.67,-3.55,31.184995,60.47957
EVT0029349,BMW00810,WBA00000000000810,2026-04-12 21:40:00,79.61,45.12,33.46,44.87003,122.077978
EVT0015395,BMW00429,WBA00000000000429,2026-02-23 10:50:00,75.2,49.41,24.12,18.30136,22.608559
EVT0072110,BMW00949,WBA00000000000949,2026-09-08 09:05:00,32.04,77.53,26.65,9.691362,92.02453
EVT0027445,BMW00646,WBA00000000000646,2026-04-06 07:00:00,44.32,117.98,-0.49,11.914094,50.273072
EVT0035940,BMW00053,WBA00000000000053,2026-05-05 18:55:00,28.79,62.14,53.04,36.929034,-5.021355
EVT0049720,BMW00133,WBA00000000000133,2026-06-22 15:15:00,88.58,30.21,32.19,42.956321,-116.267822
EVT0012783,BMW00082,WBA00000000000082,2026-02-14 09:10:00,63.33,144.29,17.96,22.104068,141.542379
EVT0024646,BMW00381,WBA00000000000381,2026-03-27 13:45:00,55.74,29.76,37.72,20.697779,133.199545
EVT0087162,BMW00308,WBA00000000000308,2026-10-30 15:25:00,24.96,65.7,38.98,53.471997,136.66148
EVT0004821,BMW00800,WBA00000000000800,2026-01-17 17:40:00,70.15,41.82,27.49,10.734128,43.141163
EVT0003651,BMW00891,WBA00000000000891,2026-01-13 16:10:00,68.33,156.44,34.56,53.634093,-13.395541
EVT0011186,BMW00265,WBA00000000000265,2026-02-08 20:05:00,44.46,128.36,42.36,27.193398,16.124011
EVT0088370,BMW00102,WBA00000000000102,2026-11-03 20:05:00,63.95,152.47,12.75,26.914513,120.053172
EVT0092679,BMW00544,WBA00000000000544,2026-11-18 19:10:00,66.24,151.21,-0.92,22.018229,59.029519
EVT0013384,BMW00293,WBA00000000000293,2026-02-16 11:15:00,70.24,1.04,11.58,19.27681,-9.983984
EVT0034213,BMW00656,WBA00000000000656,2026-04-29 19:00:00,73.47,131.83,29.16,21.540503,98.174491
EVT0048241,BMW00714,WBA00000000000714,2026-06-17 12:00:00,77.32,59.91,24.08,19.773025,25.232837
EVT0055211,BMW00297,WBA00000000000297,2026-07-11 16:50:00,87.59,122.41,18.14,30.159899,104.293811
