dealer_id,dealer_name,city,region,capacity,rating
D0216,BMW_Hyderabad_216,Hyderabad,South,861,4.7
D0217,BMW_Surat_217,Surat,West,365,4.5
D0218,BMW_Bhubaneswar_218,Bhubaneswar,East,752,3.6
D0219,BMW_Kolkata_219,Kolkata,East,633,4.0
D0220,BMW_Kochi_220,Kochi,South,381,3.9
D0221,BMW_Chandigarh_221,Chandigarh,North,392,3.5
D0222,BMW_Pune_222,Pune,West,427,4.8
D0223,BMW_Chennai_223,Chennai,South,241,3.3
D0224,BMW_Ahmedabad_224,Ahmedabad,West,810,3.3
D0225,BMW_Kochi_225,Kochi,South,165,3.8
D0226,BMW_Pune_226,Pune,West,655,3.9
D0227,BMW_Bengaluru_227,Bengaluru,South,311,4.7
D0228,BMW_Ahmedabad_228,Ahmedabad,West,888,4.2
D0229,BMW_Chandigarh_229,Chandigarh,North,120,4.7
D0230,BMW_Kolkata_230,Kolkata,East,689,3.8
D0231,BMW_Bengaluru_231,Bengaluru,South,460,3.6
D0232,BMW_Ahmedabad_232,Ahmedabad,West,973,4.8
D0233,BMW_Bhubaneswar_233,Bhubaneswar,East,529,4.1
D0234,BMW_Chandigarh_234,Chandigarh,North,659,4.6
D0235,BMW_Patna_235,Patna,East,325,4.0
D0236,BMW_Mumbai_236,Mumbai,West,546,4.0
D0237,BMW_Ahmedabad_237,Ahmedabad,West,444,4.3
D0238,BMW_Kolkata_238,Kolkata,East,514,4.4
D0239,BMW_Bhubaneswar_239,Bhubaneswar,East,578,4.8
D0240,BMW_Gurugram_240,Gurugram,North,646,3.1
D0241,BMW_Ahmedabad_241,Ahmedabad,West,706,4.1
D0242,BMW_Bengaluru_242,Bengaluru,South,185,4.3
D0243,BMW_Hyderabad_243,Hyderabad,South,987,3.9
D0244,BMW_Bengaluru_244,Bengaluru,South,366,3.8
D0245,BMW_Kochi_245,Kochi,South,565,3.7
D0246,BMW_Kolkata_246,Kolkata,East,1000,3.8
D0247,BMW_Kolkata_247,Kolkata,East,951,3.8
D0248,BMW_Bhubaneswar_248,Bhubaneswar,East,183,3.9
D0249,BMW_Chandigarh_249,Chandigarh,North,652,3.1
D0250,BMW_Pune_250,Pune,West,329,4.3
D0251,BMW_Kolkata_251,Kolkata,East,767,3.1
D0252,BMW_Bengaluru_252,Bengaluru,South,353,3.4
D0253,BMW_Bengaluru_253,Bengaluru,South,736,3.3
D0254,BMW_Hyderabad_254,Hyderabad,South,584,4.3
D0255,BMW_Gurugram_255,Gurugram,North,323,3.9
D0256,BMW_Mumbai_256,Mumbai,West,885,3.7
D0257,BMW_Gurugram_257,Gurugram,North,721,4.9
D0258,BMW_Chandigarh_258,Chandigarh,North,217,4.6
D0259,BMW_Hyderabad_259,Hyderabad,South,418,3.2
D0260,BMW_Bengaluru_260,Bengaluru,South,419,4.2
D0261,BMW_Patna_261,Patna,East,484,3.8
D0262,BMW_Chandigarh_262,Chandigarh,North,303,3.2
D0263,BMW_Chandigarh_263,Chandigarh,North,950,4.3
D0264,BMW_Chennai_264,Chennai,South,813,4.5
D0265,BMW_Bhubaneswar_265,Bhubaneswar,East,800,4.2
D0266,BMW_Chennai_266,Chennai,South,915,5.0
D0267,BMW_Kolkata_267,Kolkata,East,142,3.7
D0268,BMW_Ahmedabad_268,Ahmedabad,West,777,3.7
D0269,BMW_Delhi_269,Delhi,North,763,3.7
D0270,BMW_Bhubaneswar_270,Bhubaneswar,East,530,4.6
D0271,BMW_Chennai_271,Chennai,South,543,4.9
D0272,BMW_Jaipur_272,Jaipur,North,948,3.9
D0273,BMW_Hyderabad_273,Hyderabad,South,545,3.4
D0274,BMW_Delhi_274,Delhi,North,766,3.5
D0275,BMW_Kolkata_275,Kolkata,East,651,4.5
D0276,BMW_Surat_276,Surat,West,546,4.7
D0277,BMW_Gurugram_277,Gurugram,North,374,3.6
D0278,BMW_Kochi_278,Kochi,South,950,4.9
D0279,BMW_Mumbai_279,Mumbai,West,561,3.5
D0280,BMW_Surat_280,Surat,West,683,4.2
D0281,BMW_Ahmedabad_281,Ahmedabad,West,444,3.1
D0282,BMW_Bhubaneswar_282,Bhubaneswar,East,432,3.4
D0283,BMW_Kochi_283,Kochi,South,463,4.6
D0284,BMW_Pune_284,Pune,West,386,4.8
D0285,BMW_Chandigarh_285,Chandigarh,North,382,4.1
D0286,BMW_Delhi_286,Delhi,North,295,3.2
D0287,BMW_Chandigarh_287,Chandigarh,North,516,4.0
D0288,BMW_Kolkata_288,Kolkata,East,346,4.4
D0289,BMW_Jaipur_289,Jaipur,North,828,4.0
D0290,BMW_Kolkata_290,Kolkata,East,117,3.2
D0291,BMW_Kochi_291,Kochi,South,514,4.4
D0292,BMW_Mumbai_292,Mumbai,West,779,4.2
D0293,BMW_Surat_293,Surat,West,666,4.1
D0294,BMW_Ahmedabad_294,Ahmedabad,West,863,4.1
D0295,BMW_Pune_295,Pune,West,819,3.9
D0296,BMW_Mumbai_296,Mumbai,West,357,3.5
D0297,BMW_Chandigarh_297,Chandigarh,North,297,3.6
D0298,BMW_Chandigarh_298,Chandigarh,North,648,4.9
D0299,BMW_Chandigarh_299,Chandigarh,North,289,3.4
D0300,BMW_Chandigarh_300,Chandigarh,North,595,3.6
D0301,BMW_Gurugram_301,Gurugram,North,878,4.0
D0302,BMW_Mumbai_302,Mumbai,West,202,4.7
D0303,BMW_Mumbai_303,Mumbai,West,332,3.7
D0304,BMW_Mumbai_304,Mumbai,West,114,4.4
D0305,BMW_Hyderabad_305,Hyderabad,South,380,3.1
D0306,BMW_Bengaluru_306,Bengaluru,South,666,3.6
D0307,BMW_Hyderabad_307,Hyderabad,South,753,4.7
D0308,BMW_Surat_308,Surat,West,205,4.7
D0309,BMW_Gurugram_309,Gurugram,North,391,3.9
D0310,BMW_Surat_310,Surat,West,448,3.4
D0311,BMW_Bengaluru_311,Bengaluru,South,358,4.9
D0312,BMW_Surat_312,Surat,West,216,4.6
D0313,BMW_Ahmedabad_313,Ahmedabad,West,603,3.1
D0314,BMW_Jaipur_314,Jaipur,North,802,3.1
D0315,BMW_Hyderabad_315,Hyderabad,South,930,4.1
D0316,BMW_Mumbai_316,Mumbai,West,187,5.0
D0317,BMW_Chennai_317,Chennai,South,671,4.5
D0318,BMW_Gurugram_318,Gurugram,North,710,4.6
D0319,BMW_Kochi_319,Kochi,South,894,4.0
D0320,BMW_Surat_320,Surat,West,553,3.6
D0321,BMW_Gurugram_321,Gurugram,North,539,3.6
D0322,BMW_Gurugram_322,Gurugram,North,161,4.2
D0323,BMW_Chandigarh_323,Chandigarh,North,201,4.9
D0324,BMW_Kochi_324,Kochi,South,740,3.4
D0325,BMW_Jaipur_325,Jaipur,North,183,3.3
D0326,BMW_Hyderabad_326,Hyderabad,South,665,3.2
D0327,BMW_Bengaluru_327,Bengaluru,South,518,3.9
D0328,BMW_Gurugram_328,Gurugram,North,581,3.6
D0329,BMW_Kochi_329,Kochi,South,395,4.4
D0330,BMW_Chandigarh_330,Chandigarh,North,980,3.9
D0331,BMW_Jaipur_331,Jaipur,North,339,4.8
D0332,BMW_Kolkata_332,Kolkata,East,910,4.3
D0333,BMW_Jaipur_333,Jaipur,North,923,4.9
D0334,BMW_Ahmedabad_334,Ahmedabad,West,217,4.1
D0335,BMW_Jaipur_335,Jaipur,North,252,4.8
D0336,BMW_Bhubaneswar_336,Bhubaneswar,East,245,3.1
D0337,BMW_Hyderabad_337,Hyderabad,South,911,3.6
D0338,BMW_Chandigarh_338,Chandigarh,North,944,4.1
D0339,BMW_Mumbai_339,Mumbai,West,549,3.2
D0340,BMW_Chandigarh_340,Chandigarh,North,411,4.4
D0341,BMW_Mumbai_341,Mumbai,West,612,4.1
D0342,BMW_Surat_342,Surat,West,182,4.2
D0343,BMW_Patna_343,Patna,East,542,4.5
D0344,BMW_Gurugram_344,Gurugram,North,356,3.1
D0345,BMW_Kochi_345,Kochi,South,790,4.7
D0346,BMW_Gurugram_346,Gurugram,North,701,4.9
D0347,BMW_Kolkata_347,Kolkata,East,788,4.6
D0348,BMW_Gurugram_348,Gurugram,North,141,4.5
D0349,BMW_Hyderabad_349,Hyderabad,South,581,4.0
D0350,BMW_Surat_350,Surat,West,384,3.4
D0351,BMW_Gurugram_351,Gurugram,North,546,4.3
D0352,BMW_Surat_352,Surat,West,193,3.9
D0353,BMW_Ahmedabad_353,Ahmedabad,West,441,3.6
D0354,BMW_Chennai_354,Chennai,South,978,3.3
D0355,BMW_Ahmedabad_355,Ahmedabad,West,810,4.0
D0356,BMW_Jaipur_356,Jaipur,North,510,4.6
D0357,BMW_Delhi_357,Delhi,North,137,3.9
D0358,BMW_Pune_358,Pune,West,358,3.6
D0359,BMW_Kolkata_359,Kolkata,East,513,4.7
D0360,BMW_Bhubaneswar_360,Bhubaneswar,East,101,4.3
D0361,BMW_Delhi_361,Delhi,North,573,3.8
D0362,BMW_Kochi_362,Kochi,South,630,3.7
D0363,BMW_Kolkata_363,Kolkata,East,610,4.3
D0364,BMW_Kolkata_364,Kolkata,East,152,3.4
D0365,BMW_Delhi_365,Delhi,North,234,4.9
D0366,BMW_Surat_366,Surat,West,815,4.0
D0367,BMW_Bengaluru_367,Bengaluru,South,745,4.2
D0368,BMW_Kochi_368,Kochi,South,826,3.3
D0369,BMW_Delhi_369,Delhi,North,114,4.1
D0370,BMW_Chennai_370,Chennai,South,330,5.0
D0371,BMW_Patna_371,Patna,East,216,3.9
D0372,BMW_Chennai_372,Chennai,South,763,4.7
D0373,BMW_Surat_373,Surat,West,833,3.6
D0374,BMW_Chandigarh_374,Chandigarh,North,379,3.8
D0375,BMW_Surat_375,Surat,West,583,3.5
D0376,BMW_Delhi_376,Delhi,North,248,3.8
D0377,BMW_Patna_377,Patna,East,713,4.0
D0378,BMW_Patna_378,Patna,East,239,4.7
D0379,BMW_Mumbai_379,Mumbai,West,891,4.6
D0380,BMW_Ahmedabad_380,Ahmedabad,West,448,4.9
D0381,BMW_Delhi_381,Delhi,North,373,4.6
D0382,BMW_Mumbai_382,Mumbai,West,843,3.6
D0383,BMW_Gurugram_383,Gurugram,North,693,5.0
D0384,BMW_Surat_384,Surat,West,986,3.3
D0385,BMW_Delhi_385,Delhi,North,595,3.7
D0386,BMW_Delhi_386,Delhi,North,881,4.1
D0387,BMW_Surat_387,Surat,West,429,4.7
D0388,BMW_Chandigarh_388,Chandigarh,North,344,4.1
D0389,BMW_Kochi_389,Kochi,South,976,4.6
D0390,BMW_Bengaluru_390,Bengaluru,South,425,4.5
D0391,BMW_Chandigarh_391,Chandigarh,North,930,3.8
D0392,BMW_Jaipur_392,Jaipur,North,911,4.6
D0393,BMW_Hyderabad_393,Hyderabad,South,607,4.9
D0394,BMW_Hyderabad_394,Hyderabad,South,614,4.9
D0395,BMW_Pune_395,Pune,West,990,3.2
D0396,BMW_Bhubaneswar_396,Bhubaneswar,East,550,3.2
D0397,BMW_Patna_397,Patna,East,567,3.0
D0398,BMW_Hyderabad_398,Hyderabad,South,519,4.7
D0399,BMW_Hyderabad_399,Hyderabad,South,176,3.9
D0400,BMW_Mumbai_400,Mumbai,West,446,4.2
D0401,BMW_Ahmedabad_401,Ahmedabad,West,765,3.2
D0402,BMW_Pune_402,Pune,West,972,4.3
D0403,BMW_Delhi_403,Delhi,North,489,4.9
D0404,BMW_Jaipur_404,Jaipur,North,835,4.8
D0405,BMW_Surat_405,Surat,West,993,4.1
D0406,BMW_Gurugram_406,Gurugram,North,170,3.5
D0407,BMW_Jaipur_407,Jaipur,North,394,5.0
D0408,BMW_Chandigarh_408,Chandigarh,North,192,3.9
D0409,BMW_Chennai_409,Chennai,South,878,4.3
D0410,BMW_Bhubaneswar_410,Bhubaneswar,East,202,3.9
D0411,BMW_Chandigarh_411,Chandigarh,North,406,4.8
D0412,BMW_Bengaluru_412,Bengaluru,South,432,4.6
D0413,BMW_Mumbai_413,Mumbai,West,467,3.7
D0414,BMW_Hyderabad_414,Hyderabad,South,350,4.1
D0415,BMW_Gurugram_415,Gurugram,North,798,4.6
D0416,BMW_Hyderabad_416,Hyderabad,South,279,3.2
D0417,BMW_Bhubaneswar_417,Bhubaneswar,East,491,4.2
D0418,BMW_Kochi_418,Kochi,South,609,4.8
D0419,BMW_Hyderabad_419,Hyderabad,South,337,3.9
D0420,BMW_Mumbai_420,Mumbai,West,570,3.5
D0421,BMW_Bengaluru_421,Bengaluru,South,923,3.9
D0422,BMW_Mumbai_422,Mumbai,West,793,4.1
D0423,BMW_Chennai_423,Chennai,South,552,4.9
D0424,BMW_Gurugram_424,Gurugram,North,406,4.3
D0425,BMW_Ahmedabad_425,Ahmedabad,West,806,3.5
D0426,BMW_Bhubaneswar_426,Bhubaneswar,East,409,3.4
D0427,BMW_Ahmedabad_427,Ahmedabad,West,973,4.0
D0428,BMW_Kochi_428,Kochi,South,490,4.1
D0429,BMW_Gurugram_429,Gurugram,North,402,5.0
D0430,BMW_Mumbai_430,Mumbai,West,122,5.0
D0431,BMW_Jaipur_431,Jaipur,North,505,3.5
D0432,BMW_Gurugram_432,Gurugram,North,985,4.4
D0433,BMW_Chandigarh_433,Chandigarh,North,150,4.8
D0434,BMW_Chandigarh_434,Chandigarh,North,608,4.7
D0435,BMW_Patna_435,Patna,East,393,4.6
D0436,BMW_Kochi_436,Kochi,South,721,4.6
D0437,BMW_Kochi_437,Kochi,South,751,3.4
D0438,BMW_Mumbai_438,Mumbai,West,794,4.5
D0439,BMW_Kolkata_439,Kolkata,East,775,4.4
D0440,BMW_Hyderabad_440,Hyderabad,South,743,3.2
D0441,BMW_Jaipur_441,Jaipur,North,761,3.1
D0442,BMW_Kolkata_442,Kolkata,East,551,3.1
D0443,BMW_Pune_443,Pune,West,849,3.3
D0444,BMW_Patna_444,Patna,East,402,3.7
D0445,BMW_Ahmedabad_445,Ahmedabad,West,279,3.4
D0446,BMW_Kolkata_446,Kolkata,East,652,4.8
D0447,BMW_Pune_447,Pune,West,643,4.0
D0448,BMW_Mumbai_448,Mumbai,West,950,3.3
D0449,BMW_Patna_449,Patna,East,944,4.9
D0450,BMW_Kolkata_450,Kolkata,East,402,4.5
D0451,BMW_Pune_451,Pune,West,923,3.2
D0452,BMW_Chennai_452,Chennai,South,244,4.5
D0453,BMW_Kochi_453,Kochi,South,980,4.4
D0454,BMW_Jaipur_454,Jaipur,North,506,4.9
D0455,BMW_Kolkata_455,Kolkata,East,670,3.7
D0456,BMW_Kolkata_456,Kolkata,East,504,3.0
D0457,BMW_Delhi_457,Delhi,North,226,3.9
D0458,BMW_Jaipur_458,Jaipur,North,866,4.3
D0459,BMW_Gurugram_459,Gurugram,North,490,4.6
D0460,BMW_Pune_460,Pune,West,210,4.3
D0461,BMW_Surat_461,Surat,West,125,4.2
D0462,BMW_Delhi_462,Delhi,North,435,4.8
D0463,BMW_Kochi_463,Kochi,South,763,3.1
D0464,BMW_Bhubaneswar_464,Bhubaneswar,East,575,4.8
D0465,BMW_Mumbai_465,Mumbai,West,764,3.8
