vehicle_id,model,region,timestamp,speed_kmh,battery_percent,distance_km,temperature_c,charging
BMW1005,BMW iX1,Hyderabad,2026-09-01 19:00:00,58.07,82.46,8.06,29.0,false
BMW1006,BMW i4,Bengaluru,2026-09-01 08:00:00,67.31,100,14.13,24.8,true
BMW1006,BMW i4,Bengaluru,2026-09-01 09:00:00,68.46,98.88,6.41,22.3,false
BMW1006,BMW i4,Bengaluru,2026-09-01 10:00:00,52.06,97.51,11.35,20.7,false
BMW1006,BMW i4,Bengaluru,2026-09-01 11:00:00,85.62,96.1,9.84,24.2,false
BMW1006,BMW i4,Bengaluru,2026-09-01 12:00:00,65.47,95.48,5.72,23.5,false
BMW1006,BMW i4,Bengaluru,2026-09-01 13:00:00,46.7,94.39,7.51,23.3,false
BMW1006,BMW i4,Bengaluru,2026-09-01 14:00:00,64.12,100,9.19,27.4,true
BMW1006,BMW i4,Bengaluru,2026-09-01 15:00:00,61.75,99.1,8.25,23.1,false
BMW1006,BMW i4,Bengaluru,2026-09-01 16:00:00,83.75,97.57,13.87,24.1,false
BMW1006,BMW i4,Bengaluru,2026-09-01 17:00:00,56.95,96.88,7.64,20.8,false
BMW1006,BMW i4,Bengaluru,2026-09-01 18:00:00,85.67,94.8,17.61,26.4,false
BMW1006,BMW i4,Bengaluru,2026-09-01 19:00:00,68.05,94.1,6.28,21.2,false
BMW1007,BMW iX,Chennai,2026-09-01 08:00:00,79.54,77.68,16.29,29.4,false
BMW1007,BMW iX,Chennai,2026-09-01 09:00:00,58.02,76.19,10.85,33.2,false
BMW1007,BMW iX,Chennai,2026-09-01 10:00:00,40.63,75.23,3.79,33.9,false
BMW1007,BMW iX,Chennai,2026-09-01 11:00:00,85.05,73.07,16.3,26.9,false
BMW1007,BMW iX,Chennai,2026-09-01 12:00:00,82.2,71.48,9.85,32.6,false
BMW1007,BMW iX,Chennai,2026-09-01 13:00:00,67.66,70.15,12.96,27.3,false
BMW1007,BMW iX,Chennai,2026-09-01 14:00:00,59.67,68.99,11.86,30.8,false
BMW1007,BMW iX,Chennai,2026-09-01 15:00:00,64.77,67.8,7.5,29.5,false
BMW1007,BMW iX,Chennai,2026-09-01 16:00:00,58.46,67.05,5.79,32.5,false
BMW1007,BMW iX,Chennai,2026-09-01 17:00:00,83.78,65.69,9.37,27.1,false
BMW1007,BMW iX,Chennai,2026-09-01 18:00:00,23.85,64.73,3.59,36.2,false
BMW1007,BMW iX,Chennai,2026-09-01 19:00:00,87.8,63.2,8.5,36.4,false
BMW1008,BMW i7,Mumbai,2026-09-01 08:00:00,70.44,77.2,8.25,30.7,false
BMW1008,BMW i7,Mumbai,2026-09-01 09:00:00,43.24,76.42,6.77,28.8,false
BMW1008,BMW i7,Mumbai,2026-09-01 10:00:00,57.78,75.07,12.07,28.9,false
BMW1008,BMW i7,Mumbai,2026-09-01 11:00:00,53.29,74.06,9.09,25.0,false
BMW1008,BMW i7,Mumbai,2026-09-01 12:00:00,78.05,72.92,9.33,30.6,false
BMW1008,BMW i7,Mumbai,2026-09-01 13:00:00,71.82,71.94,8.26,25.7,false
BMW1008,BMW i7,Mumbai,2026-09-01 14:00:00,45.23,79.89,4.03,30.4,true
BMW1008,BMW i7,Mumbai,2026-09-01 15:00:00,79.0,77.96,16.23,27.6,false
BMW1008,BMW i7,Mumbai,2026-09-01 16:00:00,52.05,77.4,3.65,32.0,false
BMW1008,BMW i7,Mumbai,2026-09-01 17:00:00,40.13,76.49,6.75,30.4,false
BMW1008,BMW i7,Mumbai,2026-09-01 18:00:00,48.28,75.32,6.81,29.6,false
BMW1008,BMW i7,Mumbai,2026-09-01 19:00:00,60.61,74.52,5.01,27.5,false
BMW1009,BMW i5,Delhi,2026-09-01 08:00:00,43.87,86.35,7.5,35.0,false
BMW1009,BMW i5,Delhi,2026-09-01 09:00:00,59.05,85.47,6.3,31.5,false
BMW1009,BMW i5,Delhi,2026-09-01 10:00:00,61.42,84.35,8.12,30.2,false
BMW1009,BMW i5,Delhi,2026-09-01 11:00:00,65.92,83.3,9.5,34.6,false
BMW1009,BMW i5,Delhi,2026-09-01 12:00:00,57.12,81.92,10.43,30.8,false
BMW1009,BMW i5,Delhi,2026-09-01 13:00:00,70.37,80.66,6.78,32.6,false
BMW1009,BMW i5,Delhi,2026-09-01 14:00:00,53.22,88.86,10.5,30.9,true
BMW1009,BMW i5,Delhi,2026-09-01 15:00:00,65.07,87.26,14.2,27.5,false
BMW1009,BMW i5,Delhi,2026-09-01 16:00:00,88.06,85.34,14.26,29.4,false
BMW1009,BMW i5,Delhi,2026-09-01 17:00:00,29.75,84.35,4.53,30.9,false
BMW1009,BMW i5,Delhi,2026-09-01 18:00:00,57.32,83.62,6.24,28.2,false
BMW1009,BMW i5,Delhi,2026-09-01 19:00:00,41.42,82.67,6.14,27.8,false
BMW1010,BMW iX1,Hyderabad,2026-09-01 08:00:00,68.88,87.37,8.12,31.0,true
BMW1010,BMW iX1,Hyderabad,2026-09-01 09:00:00,65.02,85.92,11.32,31.4,false
BMW1010,BMW iX1,Hyderabad,2026-09-01 10:00:00,72.12,84.62,10.92,31.0,false
BMW1010,BMW iX1,Hyderabad,2026-09-01 11:00:00,62.2,83.13,12.8,32.5,false
BMW1010,BMW iX1,Hyderabad,2026-09-01 12:00:00,48.08,82.13,8.89,25.4,false
BMW1010,BMW iX1,Hyderabad,2026-09-01 13:00:00,71.96,80.38,13.17,30.1,false
BMW1010,BMW iX1,Hyderabad,2026-09-01 14:00:00,72.97,78.96,11.09,29.2,false
BMW1010,BMW iX1,Hyderabad,2026-09-01 15:00:00,59.94,78.2,8.11,31.7,false
BMW1010,BMW iX1,Hyderabad,2026-09-01 16:00:00,46.35,77.52,6.06,33.2,false
BMW1010,BMW iX1,Hyderabad,2026-09-01 17:00:00,50.33,76.76,8.22,30.3,false
BMW1010,BMW iX1,Hyderabad,2026-09-01 18:00:00,42.79,76.03,3.17,32.0,false
BMW1010,BMW iX1,Hyderabad,2026-09-01 19:00:00,68.99,75.24,5.35,32.1,false
BMW1011,BMW i4,Bengaluru,2026-09-01 08:00:00,46.21,75.83,8.45,27.7,false
BMW1011,BMW i4,Bengaluru,2026-09-01 09:00:00,57.91,75.09,4.22,25.0,false
BMW1011,BMW i4,Bengaluru,2026-09-01 10:00:00,71.92,73.52,12.05,24.0,false
BMW1011,BMW i4,Bengaluru,2026-09-01 11:00:00,43.45,72.59,9.23,20.6,false
BMW1011,BMW i4,Bengaluru,2026-09-01 12:00:00,66.55,71.62,5.92,24.2,false
BMW1011,BMW i4,Bengaluru,2026-09-01 13:00:00,48.32,70.42,8.45,23.3,false
BMW1011,BMW i4,Bengaluru,2026-09-01 14:00:00,68.13,69.34,5.94,27.0,false
BMW1011,BMW i4,Bengaluru,2026-09-01 15:00:00,65.0,68.67,4.8,23.7,false
BMW1011,BMW i4,Bengaluru,2026-09-01 16:00:00,41.34,67.73,5.35,18.3,false
BMW1011,BMW i4,Bengaluru,2026-09-01 17:00:00,78.41,66.42,12.87,25.8,false
BMW1011,BMW i4,Bengaluru,2026-09-01 18:00:00,62.12,65.47,9.94,19.2,false
BMW1011,BMW i4,Bengaluru,2026-09-01 19:00:00,84.07,64.17,10.26,23.6,false
BMW1012,BMW iX,Chennai,2026-09-01 08:00:00,44.3,80.05,8.57,31.9,false
BMW1012,BMW iX,Chennai,2026-09-01 09:00:00,78.67,78.13,15.29,31.1,false
BMW1012,BMW iX,Chennai,2026-09-01 10:00:00,35.57,77.26,7.64,33.6,false
BMW1012,BMW iX,Chennai,2026-09-01 11:00:00,64.67,76.15,9.22,29.1,false
BMW1012,BMW iX,Chennai,2026-09-01 12:00:00,56.59,74.68,11.19,30.0,false
BMW1012,BMW iX,Chennai,2026-09-01 13:00:00,84.51,73.42,9.01,34.7,false
BMW1012,BMW iX,Chennai,2026-09-01 14:00:00,46.74,79.69,9.24,30.4,true
BMW1012,BMW iX,Chennai,2026-09-01 15:00:00,64.32,78.41,7.79,36.3,false
BMW1012,BMW iX,Chennai,2026-09-01 16:00:00,54.36,77.44,3.89,30.1,false
BMW1012,BMW iX,Chennai,2026-09-01 17:00:00,78.56,75.84,11.26,34.0,false
BMW1012,BMW iX,Chennai,2026-09-01 18:00:00,50.12,74.7,7.2,28.6,false
BMW1012,BMW iX,Chennai,2026-09-01 19:00:00,66.85,73.44,11.62,33.0,false
BMW1013,BMW i7,Mumbai,2026-09-01 08:00:00,39.8,85.1,7.24,29.5,false
BMW1013,BMW i7,Mumbai,2026-09-01 09:00:00,54.52,84.47,5.87,27.1,false
BMW1013,BMW i7,Mumbai,2026-09-01 10:00:00,60.67,83.2,9.12,30.2,false
BMW1013,BMW i7,Mumbai,2026-09-01 11:00:00,62.15,81.96,8.86,30.6,false
BMW1013,BMW i7,Mumbai,2026-09-01 12:00:00,76.1,81.04,8.56,28.6,false
BMW1013,BMW i7,Mumbai,2026-09-01 13:00:00,61.71,80.46,5.98,30.7,false
BMW1013,BMW i7,Mumbai,2026-09-01 14:00:00,46.26,79.39,7.08,28.6,false
BMW1013,BMW i7,Mumbai,2026-09-01 15:00:00,79.19,77.71,11.37,32.6,false
BMW1013,BMW i7,Mumbai,2026-09-01 16:00:00,42.91,77.05,5.84,27.7,false
BMW1013,BMW i7,Mumbai,2026-09-01 17:00:00,91.85,75.15,13.01,30.9,false
BMW1013,BMW i7,Mumbai,2026-09-01 18:00:00,53.22,74.34,8.75,29.6,false
BMW1013,BMW i7,Mumbai,2026-09-01 19:00:00,69.42,72.95,8.02,31.6,false
BMW1014,BMW i5,Delhi,2026-09-01 08:00:00,59.86,73.95,6.22,27.6,false
BMW1014,BMW i5,Delhi,2026-09-01 09:00:00,42.56,72.59,8.47,31.8,false
BMW1014,BMW i5,Delhi,2026-09-01 10:00:00,50.87,71.39,8.21,34.3,false
BMW1014,BMW i5,Delhi,2026-09-01 11:00:00,67.69,70.32,6.88,30.4,false
BMW1014,BMW i5,Delhi,2026-09-01 12:00:00,63.11,69.8,5.13,32.3,false
BMW1014,BMW i5,Delhi,2026-09-01 13:00:00,38.83,69.21,4.41,32.0,false
BMW1014,BMW i5,Delhi,2026-09-01 14:00:00,51.76,67.87,8.96,27.2,false
BMW1014,BMW i5,Delhi,2026-09-01 15:00:00,62.95,66.37,10.65,27.6,false
BMW1014,BMW i5,Delhi,2026-09-01 16:00:00,41.23,65.18,6.89,32.4,false
BMW1014,BMW i5,Delhi,2026-09-01 17:00:00,60.67,64.44,5.76,30.1,false
BMW1014,BMW i5,Delhi,2026-09-01 18:00:00,57.87,63.76,6.56,27.8,false
BMW1014,BMW i5,Delhi,2026-09-01 19:00:00,49.26,62.56,10.41,27.4,false
BMW1015,BMW iX1,Hyderabad,2026-09-01 08:00:00,61.74,83.02,7.31,30.3,false
BMW1015,BMW iX1,Hyderabad,2026-09-01 09:00:00,90.21,80.8,17.63,33.5,false
BMW1015,BMW iX1,Hyderabad,2026-09-01 10:00:00,105,78.6,17.94,27.0,false
BMW1015,BMW iX1,Hyderabad,2026-09-01 11:00:00,82.4,77.02,11.58,31.1,false
BMW1015,BMW iX1,Hyderabad,2026-09-01 12:00:00,66.2,75.68,10.45,29.2,false
BMW1015,BMW iX1,Hyderabad,2026-09-01 13:00:00,51.45,74.89,6.29,30.1,false
BMW1015,BMW iX1,Hyderabad,2026-09-01 14:00:00,43.75,81.9,7.61,25.7,true
BMW1015,BMW iX1,Hyderabad,2026-09-01 15:00:00,83.88,80.33,12.79,28.5,false
BMW1015,BMW iX1,Hyderabad,2026-09-01 16:00:00,52.77,79.09,11.37,32.0,false
BMW1015,BMW iX1,Hyderabad,2026-09-01 17:00:00,20,78.4,3.37,29.3,false
BMW1015,BMW iX1,Hyderabad,2026-09-01 18:00:00,49.73,77.36,6.18,30.8,false
BMW1015,BMW iX1,Hyderabad,2026-09-01 19:00:00,40.13,76.63,4.03,27.0,false
BMW1016,BMW i4,Bengaluru,2026-09-01 08:00:00,36.51,100,7.89,25.5,true
BMW1016,BMW i4,Bengaluru,2026-09-01 09:00:00,58.59,98.89,8.94,25.5,false
BMW1016,BMW i4,Bengaluru,2026-09-01 10:00:00,96.98,96.45,20.07,28.3,false
BMW1016,BMW i4,Bengaluru,2026-09-01 11:00:00,78.96,94.89,11.43,27.2,false
BMW1016,BMW i4,Bengaluru,2026-09-01 12:00:00,46.03,93.53,8.99,23.9,false
BMW1016,BMW i4,Bengaluru,2026-09-01 13:00:00,58.75,92.3,7.49,27.2,false
BMW1016,BMW i4,Bengaluru,2026-09-01 14:00:00,27.19,91.5,3.03,23.7,false
BMW1016,BMW i4,Bengaluru,2026-09-01 15:00:00,27.88,90.59,4.08,27.0,false
BMW1016,BMW i4,Bengaluru,2026-09-01 16:00:00,55.41,89.23,8.76,26.1,false
BMW1016,BMW i4,Bengaluru,2026-09-01 17:00:00,49.51,88.36,7.47,24.1,false
BMW1016,BMW i4,Bengaluru,2026-09-01 18:00:00,40.21,87.65,5.56,23.0,false
BMW1016,BMW i4,Bengaluru,2026-09-01 19:00:00,66.72,86.56,10.39,27.6,false
BMW1017,BMW iX,Chennai,2026-09-01 08:00:00,81.86,88.79,15.69,33.1,false
BMW1017,BMW iX,Chennai,2026-09-01 09:00:00,43.65,87.67,9.48,28.0,false
BMW1017,BMW iX,Chennai,2026-09-01 10:00:00,75.24,85.97,11.93,32.7,false
BMW1017,BMW iX,Chennai,2026-09-01 11:00:00,69.37,84.72,10.33,30.1,false
BMW1017,BMW iX,Chennai,2026-09-01 12:00:00,55.35,83.81,9.31,29.5,false
BMW1017,BMW iX,Chennai,2026-09-01 13:00:00,20,83.05,3,33.3,false
BMW1017,BMW iX,Chennai,2026-09-01 14:00:00,40.75,82.1,8.1,28.1,false
BMW1017,BMW iX,Chennai,2026-09-01 15:00:00,48.28,80.76,8.88,35.6,false
BMW1017,BMW iX,Chennai,2026-09-01 16:00:00,63.5,79.25,10.46,32.2,false
BMW1017,BMW iX,Chennai,2026-09-01 17:00:00,82.86,78.03,11.19,31.9,false
BMW1017,BMW iX,Chennai,2026-09-01 18:00:00,37.68,77.12,5.15,28.2,false
BMW1017,BMW iX,Chennai,2026-09-01 19:00:00,61.78,75.9,11.7,31.6,false
BMW1018,BMW i7,Mumbai,2026-09-01 08:00:00,69.26,79.68,13.08,31.4,false
BMW1018,BMW i7,Mumbai,2026-09-01 09:00:00,84.69,78.11,13.8,31.4,false
BMW1018,BMW i7,Mumbai,2026-09-01 10:00:00,65.12,77.13,9.06,28.3,false
BMW1018,BMW i7,Mumbai,2026-09-01 11:00:00,57.93,75.63,11.05,29.3,false
BMW1018,BMW i7,Mumbai,2026-09-01 12:00:00,54.14,74.75,7.38,27.7,false
BMW1018,BMW i7,Mumbai,2026-09-01 13:00:00,39.75,74.1,5.31,27.1,false
BMW1018,BMW i7,Mumbai,2026-09-01 14:00:00,63.64,73.14,9.07,27.6,false
BMW1018,BMW i7,Mumbai,2026-09-01 15:00:00,40.35,72.18,8.83,27.6,false
BMW1018,BMW i7,Mumbai,2026-09-01 16:00:00,79.77,70.93,8.87,28.5,false
BMW1018,BMW i7,Mumbai,2026-09-01 17:00:00,48.27,70.19,3.73,25.2,false
BMW1018,BMW i7,Mumbai,2026-09-01 18:00:00,25.52,69.37,3,29.1,false
BMW1018,BMW i7,Mumbai,2026-09-01 19:00:00,47.07,68.3,7.79,27.5,false
BMW1019,BMW i5,Delhi,2026-09-01 08:00:00,54.0,86.94,8.87,27.4,false
BMW1019,BMW i5,Delhi,2026-09-01 09:00:00,50.18,85.97,6.83,29.3,false
BMW1019,BMW i5,Delhi,2026-09-01 10:00:00,57.28,84.91,6.55,29.9,false
BMW1019,BMW i5,Delhi,2026-09-01 11:00:00,61.6,83.48,9.3,32.2,false
BMW1019,BMW i5,Delhi,2026-09-01 12:00:00,25.43,82.84,4.95,29.9,false
BMW1019,BMW i5,Delhi,2026-09-01 13:00:00,65.78,81.27,12.56,28.4,false
BMW1019,BMW i5,Delhi,2026-09-01 14:00:00,54.07,80.2,4.93,32.0,false
BMW1019,BMW i5,Delhi,2026-09-01 15:00:00,73.36,78.15,15.92,27.9,false
BMW1019,BMW i5,Delhi,2026-09-01 16:00:00,62.81,77.1,11.85,28.8,false
BMW1019,BMW i5,Delhi,2026-09-01 17:00:00,41.91,76.03,7.16,30.4,false
BMW1019,BMW i5,Delhi,2026-09-01 18:00:00,33.96,75.31,7.17,28.6,false
BMW1019,BMW i5,Delhi,2026-09-01 19:00:00,58.34,73.95,11.82,31.6,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 08:00:00,58.97,92.73,12.17,30.9,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 09:00:00,51.1,91.6,10.83,30.7,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 10:00:00,51.22,90.61,10.4,30.1,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 11:00:00,36.59,89.42,6.64,31.1,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 12:00:00,36.42,88.8,3.39,32.0,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 13:00:00,72.13,87.3,9.46,31.7,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 14:00:00,72.13,85.36,15.33,30.5,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 15:00:00,76.52,83.62,11.61,32.2,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 16:00:00,48.46,83.07,4.77,32.0,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 17:00:00,67.54,81.65,11.44,27.8,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 18:00:00,55.45,80.59,10.42,29.7,false
BMW1020,BMW iX1,Hyderabad,2026-09-01 19:00:00,71.6,79.53,5.75,32.3,false
BMW1021,BMW i4,Bengaluru,2026-09-01 08:00:00,64.43,88.28,5.94,28.9,true
BMW1021,BMW i4,Bengaluru,2026-09-01 09:00:00,87.65,87.34,8.04,24.1,false
BMW1021,BMW i4,Bengaluru,2026-09-01 10:00:00,57.96,86.48,9.8,25.5,false
BMW1021,BMW i4,Bengaluru,2026-09-01 11:00:00,84.38,85.36,8.92,24.4,false
BMW1021,BMW i4,Bengaluru,2026-09-01 12:00:00,60.25,84.12,10.92,24.7,false
BMW1021,BMW i4,Bengaluru,2026-09-01 13:00:00,57.54,82.89,10.74,21.2,false
BMW1021,BMW i4,Bengaluru,2026-09-01 14:00:00,71.75,81.86,5.49,25.9,false
BMW1021,BMW i4,Bengaluru,2026-09-01 15:00:00,70.21,80.37,9.74,21.7,false
BMW1021,BMW i4,Bengaluru,2026-09-01 16:00:00,73.89,79.04,9.62,25.1,false
BMW1021,BMW i4,Bengaluru,2026-09-01 17:00:00,25.17,78.67,3,24.3,false
BMW1021,BMW i4,Bengaluru,2026-09-01 18:00:00,53.7,77.74,5.97,23.4,false
BMW1021,BMW i4,Bengaluru,2026-09-01 19:00:00,45.31,76.57,9.93,23.3,false
BMW1022,BMW iX,Chennai,2026-09-01 08:00:00,52.59,81.58,10.41,31.3,false
BMW1022,BMW iX,Chennai,2026-09-01 09:00:00,60.85,80.73,6.22,28.0,false
BMW1022,BMW iX,Chennai,2026-09-01 10:00:00,59.84,79.71,8.26,34.3,false
BMW1022,BMW iX,Chennai,2026-09-01 11:00:00,71.08,78.33,12.07,33.5,false
BMW1022,BMW iX,Chennai,2026-09-01 12:00:00,77.51,77.15,6.21,36.6,false
BMW1022,BMW iX,Chennai,2026-09-01 13:00:00,63.63,75.62,11.51,32.6,false
BMW1022,BMW iX,Chennai,2026-09-01 14:00:00,39.3,75.08,4.69,30.8,false
BMW1022,BMW iX,Chennai,2026-09-01 15:00:00,44.55,73.81,8.13,34.9,false
BMW1022,BMW iX,Chennai,2026-09-01 16:00:00,50.87,72.88,8.14,25.5,false
BMW1022,BMW iX,Chennai,2026-09-01 17:00:00,48.84,72.0,8.23,31.2,false
BMW1022,BMW iX,Chennai,2026-09-01 18:00:00,80.54,70.49,10.08,35.0,false
BMW1022,BMW iX,Chennai,2026-09-01 19:00:00,33.68,69.28,6.63,30.0,false
BMW1023,BMW i7,Mumbai,2026-09-01 08:00:00,41.73,100,8.74,26.7,true
BMW1023,BMW i7,Mumbai,2026-09-01 09:00:00,56.96,98.93,9.99,30.6,false
BMW1023,BMW i7,Mumbai,2026-09-01 10:00:00,57.11,97.6,11.45,29.2,false
BMW1023,BMW i7,Mumbai,2026-09-01 11:00:00,51.26,96.83,8.46,29.8,false
BMW1023,BMW i7,Mumbai,2026-09-01 12:00:00,57.74,95.93,7.68,27.3,false
BMW1023,BMW i7,Mumbai,2026-09-01 13:00:00,41.57,94.88,7.75,31.9,false
BMW1023,BMW i7,Mumbai,2026-09-01 14:00:00,62.25,100,10.13,29.4,true
BMW1023,BMW i7,Mumbai,2026-09-01 15:00:00,54.94,99.01,7.85,32.6,false
BMW1023,BMW i7,Mumbai,2026-09-01 16:00:00,54.35,98.28,4.73,33.1,false
BMW1023,BMW i7,Mumbai,2026-09-01 17:00:00,53.31,97.17,7.62,32.7,false
BMW1023,BMW i7,Mumbai,2026-09-01 18:00:00,72.44,96.07,11.58,29.7,false
BMW1023,BMW i7,Mumbai,2026-09-01 19:00:00,54.72,95.42,4.96,30.6,false
BMW1024,BMW i5,Delhi,2026-09-01 08:00:00,82.84,89.8,10.52,31.2,true
BMW1024,BMW i5,Delhi,2026-09-01 09:00:00,29.6,89.21,5.65,31.0,false
BMW1024,BMW i5,Delhi,2026-09-01 10:00:00,60.85,88.21,4.43,30.4,false
BMW1024,BMW i5,Delhi,2026-09-01 11:00:00,70.72,86.75,11.03,28.5,false
BMW1024,BMW i5,Delhi,2026-09-01 12:00:00,51.55,86.16,3.77,31.6,false
BMW1024,BMW i5,Delhi,2026-09-01 13:00:00,64.6,84.5,12.58,27.7,false
BMW1024,BMW i5,Delhi,2026-09-01 14:00:00,82.61,93.17,13.08,33.5,true
