event_id,vehicle_id,vin,timestamp,battery_level,speed,temperature,latitude,longitude,quarantine_dataset,quarantine_error_type,quarantine_error_message,quarantine_validation_rule,quarantine_timestamp
BAD00055,UNKNOWN,BADVIN,not-a-date,999.0,-50.0,999.0,999.0,999.0,telemetry,INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,"Invalid or missing VIN | Invalid date in: timestamp | Out-of-range value in: battery_level, temperature, speed | Referential integrity violation",INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0000691,BMWX00141,WBA00000000000371,2026-01-03 09:30:00,49.9,98.23,43.38,31.429054,-70.442158,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0004728,BMW00776,WBA00000000000776,2026-01-17 09:55:00,24.08,137.59,35.93,38.333935,-115.730499,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0013769,BMW00038,WBA00000000000038,2026-02-17 19:20:00,-25.0,145.29,18.49,9.405018,26.65787,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0059836,BMWX00165,WBA00000000000780,2026-07-27 18:15:00,25.34,88.2,54.04,44.490507,-13.47833,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0093302,BMWX00175,WBA00000000000540,2026-11-20 23:05:00,68.86,138.45,-4.64,41.25184,-11.724504,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0021143,,WBA00000000000889,2026-03-15 09:50:00,34.78,123.36,38.49,53.899116,96.41577,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0090063,BMW00362,WBA00000000000362,2026-11-09 17:10:00,,157.49,30.65,36.532767,-19.45738,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0051812,BMWX00047,WBA00000000000275,2026-06-29 21:35:00,81.85,20.78,10.87,54.077242,10.944536,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0082166,BMW00432,WBA00000000000432,2026-10-13 07:05:00,,67.74,21.13,45.905157,-8.787401,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0019261,BMW00033,WBA00000000000033,2026-03-08 21:00:00,44.19,153.15,-80.0,23.734139,-44.598369,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0010619,BMW00972,WBA00000000000972,2026-15-40 99:99:99,79.16,21.06,41.36,46.470947,-84.574867,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0048853,BMW00437,WBA00000000000437,2026-06-19 15:00:00,150.0,123.59,47.31,21.035073,45.487457,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0000503,BMW00036,,2026-01-02 17:50:00,54.21,40.92,49.59,42.929485,35.76056,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0087975,,WBA00000000000298,2026-11-02 11:10:00,12.24,124.97,15.35,26.26699,-5.317414,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0041448,BMW00772,WBA00000000000772,2026-05-24 21:55:00,-10.0,157.35,24.58,53.468667,31.157549,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0034407,BMW00550,WBA00000000000550,2026-04-30 11:10:00,150.0,123.12,12.43,41.73222,148.22457,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0058489,BMW00074,,2026-07-23 02:00:00,37.44,150.6,34.42,11.941151,92.296306,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0079641,BMW00041,,2026-10-04 12:40:00,85.5,51.18,25.23,27.721149,20.862282,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0057811,BMW00221,WBA00000000000221,2026-07-20 17:30:00,63.82,68.41,150.0,29.085104,-45.854988,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0060820,,WBA00000000000981,2026-07-31 04:15:00,54.89,118.96,24.14,8.77059,-106.77258,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0013619,BMW00923,WBA00000000000923,2026-15-40 99:99:99,91.42,12.12,18.51,27.278976,-82.707033,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0064168,BMWX00133,WBA00000000000791,2026-08-11 19:15:00,54.84,44.92,2.77,49.642658,-43.817328,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0005938,BMW00519,WBA00000000000519,2026-01-21 14:45:00,57.65,105.81,13.02,45.350301,43.506935,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0021374,,WBA00000000000185,2026-03-16 05:05:00,84.75,135.07,52.53,19.475454,83.766845,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0053923,BMW00254,INVALIDVIN,2026-07-07 05:30:00,73.69,136.53,6.81,25.540178,-29.573752,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0069572,BMW00845,WBA00000000000845,2026-15-40 99:99:99,11.31,144.99,2.67,33.472926,-89.997773,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0034668,BMW00304,WBA00000000000304,2026-05-01 08:55:00,,140.51,47.12,10.538475,-75.475569,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0002361,BMW00062,WBA00000000000062,2026-01-09 04:40:00,79.08,82.06,36.0,53.783784,64.271759,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0095658,BMW00302,WBA00000000000302,2026-11-29 03:25:00,,93.23,17.43,28.281911,-41.909461,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0023851,BMW00802,WBA00000000000802,2026-03-24 19:30:00,,159.77,4.27,47.632901,-103.193288,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0016232,,WBA00000000000379,2026-02-26 08:35:00,54.51,135.06,19.14,48.658763,45.457898,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0073833,BMW00899,WBA00000000000899,2026-09-14 08:40:00,71.52,13.67,,34.963561,49.948491,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0014044,BMW00628,WBA00000000000628,2026-02-18 18:15:00,-25.0,154.22,34.19,21.799457,145.816227,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0037848,BMW00775,WBA00000000000775,2026-05-12 09:55:00,67.81,19.35,150.0,23.215411,-103.200386,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0011864,BMWX00009,WBA00000000000026,2026-02-11 04:35:00,20.36,10.83,-0.0,50.264315,-71.819522,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0072694,BMW00953,,2026-09-10 09:45:00,38.99,58.49,40.86,40.526293,-113.013511,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0042782,BMW00521,,2026-05-29 13:05:00,56.47,103.38,200.0,25.759817,-113.239956,telemetry,NULL_VALUE|INVALID_VIN|OUT_OF_RANGE,Null values in: vin | Invalid or missing VIN | Out-of-range value in: temperature,NULL_VALUE|INVALID_VIN|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0040156,,WBA00000000000821,2026-05-20 10:15:00,43.05,2.03,51.64,15.62992,-74.810067,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0040212,BMW00562,,2026-05-20 14:55:00,13.13,3.33,8.02,21.156487,80.317948,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0032465,BMW00174,WBA00000000000174,2026-04-23 17:20:00,93.63,143.13,,53.866254,-14.070816,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0096507,,WBA00000000000385,2026-12-02 02:10:00,47.7,116.08,-0.83,33.158589,-45.035,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0063426,BMW00617,,2026-08-09 05:25:00,31.01,84.25,9.72,35.699911,-49.354236,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0066773,BMW00842,WBA00000000000842,2026-08-20 20:20:00,,38.43,54.86,39.669414,143.84372,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0008242,BMWX00091,WBA00000000000809,2026-01-29 14:45:00,41.04,28.48,43.37,51.42268,-111.366405,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0039697,BMW00848,WBA00000000000848,2026-05-18 20:00:00,-10.0,72.46,49.71,40.339194,106.493639,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0065540,BMW00198,WBA00000000000198,2026-15-40 99:99:99,50.72,49.34,34.69,14.646828,-5.105791,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0073265,BMW00480,WBA00000000000480,2026-09-12 09:20:00,40.84,126.45,,18.825292,98.044431,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0065176,BMW00826,,2026-08-15 07:15:00,20.78,26.34,-1.78,45.54547,-42.293259,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0066079,BMWX00142,WBA00000000000258,2026-08-18 10:30:00,92.88,89.63,3.59,45.059793,30.207471,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0042142,,WBA00000000000986,2026-05-27 07:45:00,65.09,112.62,26.05,29.881007,-55.523847,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0080362,BMW00660,WBA00000000000660,2026-10-07 00:45:00,,81.55,15.91,12.015274,-12.688248,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0023159,BMW00385,WBA00000000000385,2026-03-22 09:50:00,-10.0,17.62,0.63,51.65523,-89.449882,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0029828,BMW00245,WBA00000000000245,2026-15-40 99:99:99,68.95,18.08,4.02,8.479787,6.99409,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0059286,BMW00067,INVALIDVIN,2026-07-25 20:25:00,95.07,142.07,39.55,13.59844,64.018021,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0076749,,WBA00000000000732,2026-09-24 11:40:00,20.18,134.36,5.48,17.913942,148.117238,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0079219,,WBA00000000000996,2026-10-03 01:30:00,71.23,90.41,11.88,18.35197,-85.001129,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0074178,BMW00632,WBA00000000000632,2026-15-40 99:99:99,70.79,87.27,-1.35,23.469161,-49.564559,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0013971,BMW00976,,2026-02-18 12:10:00,58.61,102.43,-1.32,33.590221,72.494334,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0016401,BMWX00156,WBA00000000000007,2026-02-26 22:40:00,59.54,96.22,47.22,44.973844,-94.475384,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0069982,BMW00630,INVALIDVIN,2026-08-31 23:45:00,14.45,80.25,25.02,51.293519,-62.866499,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0036040,BMW00686,WBA00000000000686,2026-05-06 03:15:00,78.22,51.85,,41.855517,-79.984531,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0084254,BMW00163,WBA00000000000163,2026-15-40 99:99:99,59.16,57.07,1.93,34.336278,-40.885244,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0053350,BMW00902,WBA00000000000902,2026-07-05 05:45:00,-25.0,133.66,-5.89,13.143789,6.991269,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
BAD00004,UNKNOWN,BADVIN,not-a-date,999.0,-50.0,999.0,999.0,999.0,telemetry,INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,"Invalid or missing VIN | Invalid date in: timestamp | Out-of-range value in: battery_level, temperature, speed | Referential integrity violation",INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
BAD00073,UNKNOWN,BADVIN,not-a-date,999.0,-50.0,999.0,999.0,999.0,telemetry,INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,"Invalid or missing VIN | Invalid date in: timestamp | Out-of-range value in: battery_level, temperature, speed | Referential integrity violation",INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0003048,BMW00903,,2026-01-11 13:55:00,40.62,33.01,50.43,44.992601,-16.698376,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0009563,,WBA00000000000051,2026-02-03 04:50:00,36.39,77.07,41.15,53.913001,114.933851,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0052298,BMW00426,WBA00000000000426,2026-15-40 99:99:99,55.53,0.82,19.37,35.094789,-57.899109,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0084040,BMW00779,INVALIDVIN,2026-10-19 19:15:00,89.73,75.71,42.71,45.265577,77.409626,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0090259,BMW00647,WBA00000000000647,2026-11-10 09:30:00,150.0,83.33,3.54,20.394705,-73.035516,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0027986,BMW00550,INVALIDVIN,2026-04-08 04:05:00,40.56,53.64,0.87,48.103152,100.493733,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0078509,BMW00952,INVALIDVIN,2026-09-30 14:20:00,31.98,74.61,45.1,52.611106,16.477243,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0056341,BMW00114,,2026-07-15 15:00:00,65.79,138.11,38.05,50.212834,10.758821,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0080171,BMW00846,WBA00000000000846,2026-10-06 08:50:00,21.32,142.54,-80.0,50.882681,-110.389678,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0087531,BMWX00059,WBA00000000000037,2026-10-31 22:10:00,41.65,14.83,38.11,42.801228,29.614885,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0048588,BMW00380,WBA00000000000380,2026-06-18 16:55:00,57.6,71.63,10.92,51.031824,76.882727,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0059237,BMWX00187,WBA00000000000921,2026-07-25 16:20:00,52.97,52.92,19.16,49.225589,73.462516,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0036571,,WBA00000000000125,2026-05-07 23:30:00,71.39,150.02,34.78,40.80541,73.733487,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0010593,BMW00057,WBA00000000000057,2026-02-06 18:40:00,79.35,4.64,200.0,45.474198,28.975431,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0078661,BMW00746,WBA00000000000746,2026-10-01 03:00:00,28.6,71.93,150.0,48.647212,-82.754449,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0045523,,WBA00000000000209,2026-06-08 01:30:00,79.51,104.84,50.26,33.257511,-55.457017,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0057420,,WBA00000000000103,2026-07-19 08:55:00,98.88,60.66,-0.24,28.096895,142.282848,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0055801,BMW00961,WBA00000000000961,2026-15-40 99:99:99,41.72,81.96,32.49,32.789952,133.438546,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0038421,BMW00941,WBA00000000000941,2026-05-14 09:40:00,22.88,154.54,150.0,20.07703,-101.636642,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0079724,BMW00447,WBA00000000000447,2026-10-04 19:35:00,81.39,15.09,,50.138335,89.814989,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0005390,BMW00881,WBA00000000000881,2026-01-19 17:05:00,20.86,6.3,-100.0,10.791434,145.269814,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0025632,BMW00544,INVALIDVIN,2026-03-30 23:55:00,34.83,105.09,-8.09,13.852423,121.198883,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0047825,BMW00912,WBA00000000000912,2026-06-16 01:20:00,180.0,31.48,36.43,8.302107,137.706095,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
