vehicle_id,vin,model,model_year,fuel_type,region,manufacturing_date
BMW-00054,WBA51388776341253,X5,2025,Petrol,East,2025-12-20
BMW-00055,WBA80621984868106,X3,2025,Diesel,South,2025-07-31
BMW-00056,WBA82613172204109,X1,2026,Petrol,South,2025-06-01
BMW-00057,WBA24039397544927,X3,2026,Diesel,South,2025-01-23
BMW-00058,WBA43185050175288,iX,2025,Electric,North,2025-08-11
BMW-00059,WBA96442968320009,i7,2026,Electric,South,2026-06-01
BMW-00060,WBA76187314253800,i4,2025,Electric,East,2025-03-07
BMW-00061,WBA96530784176273,i7,2025,Electric,West,2025-12-20
BMW-00062,WBA71625999113693,X7,2024,Petrol,West,2025-05-17
BMW-00063,WBA10833826962387,X1,2025,Petrol,East,2025-02-01
BMW-00064,WBA36369734757190,i7,2025,Electric,South,2025-08-10
BMW-00065,WBA99299529871576,X7,2025,Petrol,West,2026-01-24
BMW-00066,WBA37762298480544,X3,2025,Diesel,South,2025-12-15
BMW-00067,WBA61168267682718,X1,2026,Petrol,North,2025-06-30
BMW-00068,WBA42578939323914,X3,2025,Diesel,East,2025-11-05
BMW-00069,WBA33468551041861,X3,2025,Diesel,South,2025-01-20
BMW-00070,WBA72720677772908,i7,2025,Electric,North,2026-06-24
BMW-00071,WBA53979438048368,iX,2025,Electric,South,2025-04-01
BMW-00072,WBA23663186181321,X3,2025,Diesel,West,2025-08-15
BMW-00073,WBA83473758347968,iX,2026,Electric,North,2025-11-26
BMW-00074,WBA34045481986636,X1,2026,Petrol,East,2026-02-16
BMW-00075,WBA58437826732301,X5,2026,Petrol,North,2026-02-14
BMW-00076,WBA43816956110350,X3,2024,Diesel,North,2025-01-31
BMW-00077,WBA93944127636565,X3,2025,Diesel,East,2026-05-22
BMW-00078,WBA34835794948192,X5,2026,Petrol,North,2026-03-26
BMW-00079,WBA98963415100776,iX,2025,Electric,West,2025-01-15
BMW-00080,WBA95677249382036,i4,2025,Electric,South,2025-10-28
BMW-00081,WBA35197824278533,X1,2025,Petrol,West,2026-02-02
BMW-00082,WBA71420281144641,X1,2025,Petrol,West,2026-05-31
BMW-00083,WBA19523613177159,X3,2026,Diesel,East,2025-08-16
BMW-00084,WBA85819052782759,X3,2024,Diesel,North,2026-01-13
BMW-00085,WBA30396845228556,X7,2025,Petrol,South,2025-07-04
BMW-00086,WBA57633025258935,X1,2026,Petrol,East,2025-12-22
BMW-00087,WBA92577950173268,i4,2025,Electric,West,2025-06-07
BMW-00088,WBA48554311412628,X3,2026,Diesel,North,2025-04-02
BMW-00089,WBA12112276290202,iX,2025,Electric,South,2025-12-10
BMW-00090,WBA24137578845077,X3,2025,Diesel,South,2025-04-24
BMW-00091,WBA20928031356147,X3,2025,Diesel,North,2025-02-24
BMW-00092,WBA30900945001292,iX,2026,Electric,West,2025-03-28
BMW-00093,WBA39461233079322,X7,2025,Petrol,West,2025-04-03
BMW-00094,WBA30554912881566,i4,2024,Electric,South,2026-05-12
BMW-00095,WBA46514567671821,X1,2025,Petrol,West,2026-05-08
BMW-00096,WBA74002698558382,X3,2024,Diesel,West,2025-03-16
BMW-00097,WBA29979322456323,iX,2025,Electric,West,2026-06-11
BMW-00098,WBA88454912366906,i4,2025,Electric,East,2026-04-06
BMW-00099,WBA40271512278950,i7,2026,Electric,West,2026-03-06
BMW-00100,WBA90257060153390,X7,2026,Petrol,North,2025-08-05
BMW-00101,WBA47491729985730,i4,2024,Electric,South,2025-03-16
BMW-00102,WBA25199046606201,iX,2025,Electric,East,2025-11-14
BMW-00103,WBA42188780262717,i7,2025,Electric,North,2025-05-10
BMW-00104,WBA94276648744510,i4,2024,Electric,South,2025-12-16
BMW-00105,WBA93967370676151,X7,2026,Petrol,South,2025-09-30
BMW-00106,WBA90763894662086,X3,2026,Diesel,North,2026-05-04
BMW-00107,WBA99209130944078,X1,2025,Petrol,East,2025-06-25
BMW-00108,WBA38459725567098,X3,2025,Diesel,West,2025-05-28
BMW-00109,WBA15798826135919,X7,2026,Petrol,West,2025-03-21
BMW-00110,WBA67488997602329,X1,2026,Petrol,West,2025-12-03
BMW-00111,WBA47892235421126,i4,2026,Electric,South,2025-11-26
BMW-00112,WBA67346972993775,X7,2025,Petrol,West,2025-07-15
BMW-00113,WBA28075699232097,X3,2026,Diesel,South,2025-02-01
BMW-00114,WBA28994365645753,X3,2025,Diesel,South,2026-04-02
BMW-00115,WBA12433961653270,iX,2025,Electric,West,2025-06-21
BMW-00116,WBA52320578478879,X5,2026,Petrol,West,2025-02-26
BMW-00117,WBA99640609581538,X5,2025,Petrol,East,2025-07-20
BMW-00118,WBA53365688124095,i4,2025,Electric,North,2025-12-29
BMW-00119,WBA29906362028171,i4,2026,Electric,South,2026-01-11
BMW-00120,WBA55081448796646,i4,2026,Electric,South,2025-01-17
BMW-00121,WBA67223141597102,iX,2025,Electric,North,2025-02-17
BMW-00122,WBA79018106126098,X3,2025,Diesel,East,2026-06-14
BMW-00123,WBA69802750713712,X3,2026,Diesel,West,2025-10-21
BMW-00124,WBA62236672156049,X3,2024,Diesel,East,2025-08-12
BMW-00125,WBA97299441407415,X1,2025,Petrol,North,2026-02-25
BMW-00126,WBA83490243056268,X5,2025,Petrol,North,2025-02-01
BMW-00127,WBA49554183134766,X5,2025,Petrol,South,2025-05-07
BMW-00128,WBA16392580500008,i4,2026,Electric,South,2026-05-19
BMW-00129,WBA20034185237325,iX,2025,Electric,North,2025-02-12
BMW-00130,WBA77513627178327,X1,2025,Petrol,West,2026-05-18
BMW-00131,WBA78023318842957,X5,2025,Petrol,East,2025-12-30
BMW-00132,WBA20342984615518,X5,2026,Petrol,West,2026-01-23
BMW-00133,WBA92931978521870,X3,2026,Diesel,North,2025-10-17
BMW-00134,WBA10153251786410,X3,2025,Diesel,West,2025-04-05
BMW-00135,WBA12828397107228,i7,2025,Electric,East,2025-09-11
BMW-00136,WBA17194219482752,X3,2026,Diesel,West,2025-10-26
BMW-00137,WBA27742577763234,i4,2025,Electric,North,2026-03-06
BMW-00138,WBA38244714130760,X5,2026,Petrol,West,2025-03-08
BMW-00139,WBA91009302378218,i4,2025,Electric,North,2025-06-26
BMW-00140,WBA63207856654728,X3,2025,Diesel,South,2026-04-29
BMW-00141,WBA15902356289053,iX,2026,Electric,North,2026-04-01
BMW-00142,WBA67238357067187,iX,2026,Electric,East,2025-06-11
BMW-00143,WBA31301220874358,X3,2024,Diesel,West,2025-06-14
BMW-00144,WBA14696149877525,X1,2024,Petrol,West,2025-05-14
BMW-00145,WBA62958915527062,X7,2025,Petrol,East,2025-11-06
BMW-00146,WBA73240703747218,X3,2024,Diesel,South,2025-10-18
BMW-00147,WBA26048623886837,X5,2025,Petrol,East,2025-09-14
BMW-00148,WBA44121301338024,X1,2025,Petrol,North,2026-02-13
BMW-00149,WBA86413336860519,iX,2025,Electric,North,2025-02-18
BMW-00150,WBA22150274785366,X1,2026,Petrol,South,2025-08-24
BMW-00151,WBA20856203585087,X1,2025,Petrol,West,2026-02-12
BMW-00152,WBA41804110452420,X3,2026,Diesel,West,2026-01-10
BMW-00153,WBA35289210685996,X7,2026,Petrol,South,2026-06-16
BMW-00154,WBA62634514692715,X5,2026,Petrol,West,2025-12-06
BMW-00155,WBA90700264886212,X5,2026,Petrol,East,2025-02-25
BMW-00156,WBA12152897026965,X1,2026,Petrol,East,2025-11-15
BMW-00157,WBA62553681004317,i7,2025,Electric,West,2025-03-31
BMW-00158,WBA60850319334194,X5,2026,Petrol,North,2026-02-11
BMW-00159,WBA14979749237107,iX,2026,Electric,East,2026-04-19
BMW-00160,WBA85118076285735,X1,2025,Petrol,North,2025-02-22
BMW-00161,WBA29255590337828,X3,2025,Diesel,North,2026-03-14
BMW-00162,WBA17280859626442,i4,2026,Electric,North,2025-01-29
BMW-00163,WBA71065869721961,iX,2024,Electric,West,2025-01-25
BMW-00164,WBA48292035717329,X3,2025,Diesel,East,2026-06-05
BMW-00165,WBA14038052973145,i4,2025,Electric,North,2026-02-09
BMW-00166,WBA21499589726801,X1,2025,Petrol,South,2026-05-19
BMW-00167,WBA46512878513069,X5,2025,Petrol,South,2025-11-17
BMW-00168,WBA33406693944615,X7,2026,Petrol,South,2026-01-03
BMW-00169,WBA78286453074489,X7,2025,Petrol,North,2026-04-22
BMW-00170,WBA56367456702661,X3,2024,Diesel,North,2026-02-10
BMW-00171,WBA59964602152071,iX,2025,Electric,South,2025-07-09
BMW-00172,WBA39746426368366,X3,2024,Diesel,South,2026-01-31
BMW-00173,WBA86697821370577,X5,2024,Petrol,North,2025-05-10
BMW-00174,WBA78124795360577,X1,2025,Petrol,North,2025-03-07
BMW-00175,WBA31675704480642,i4,2025,Electric,South,2026-02-28
BMW-00176,WBA67021964107302,X1,2026,Petrol,East,2025-11-18
BMW-00177,WBA24758003439218,X5,2024,Petrol,South,2026-01-08
BMW-00178,WBA99047327351615,X1,2025,Petrol,North,2025-02-01
BMW-00179,WBA31774564468103,iX,2026,Electric,West,2025-03-10
BMW-00180,WBA54632224756093,X5,2025,Petrol,North,2025-09-20
BMW-00181,WBA17132334499686,iX,2025,Electric,West,2025-04-03
BMW-00182,WBA93270985280405,X5,2025,Petrol,West,2025-10-29
BMW-00183,WBA71787823822232,X1,2025,Petrol,North,2026-03-02
BMW-00184,WBA75509167792803,X1,2025,Petrol,West,2025-03-18
BMW-00185,WBA86854046230432,X7,2025,Petrol,South,2025-05-15
BMW-00186,WBA96162609656311,X1,2025,Petrol,West,2025-03-01
BMW-00187,WBA99011296908207,iX,2026,Electric,West,2025-04-10
BMW-00188,WBA69987452622242,i7,2025,Electric,South,2026-01-02
BMW-00189,WBA79288917669261,X1,2025,Petrol,West,2025-11-28
BMW-00190,WBA77622184006626,X3,2024,Diesel,West,2025-04-27
BMW-00191,WBA95458073577351,i4,2025,Electric,South,2025-01-23
BMW-00192,WBA43983604642994,X3,2026,Diesel,West,2025-06-24
BMW-00193,WBA28528327808696,X3,2025,Diesel,North,2026-01-04
BMW-00194,WBA91298531788829,X3,2025,Diesel,North,2026-03-03
BMW-00195,WBA79586802631124,X5,2026,Petrol,West,2026-05-15
BMW-00196,WBA84525647867555,i7,2026,Electric,West,2025-07-24
BMW-00197,WBA12151375012500,X5,2024,Petrol,East,2026-05-12
BMW-00198,WBA78653302369472,iX,2026,Electric,North,2026-01-19
BMW-00199,WBA38956722261062,X1,2025,Petrol,West,2026-03-24
BMW-00200,WBA16479366226267,i4,2025,Electric,South,2025-05-30
BMW-00201,WBA58715817779124,X5,2025,Petrol,West,2025-10-05
BMW-00202,WBA97182900768484,iX,2024,Electric,South,2026-02-10
BMW-00203,WBA33001582300070,X5,2024,Petrol,North,2026-01-28
BMW-00204,WBA82827152990524,X1,2025,Petrol,West,2025-01-25
BMW-00205,WBA77153747570744,X3,2025,Diesel,East,2026-02-07
BMW-00206,WBA39766243797808,X3,2026,Diesel,East,2026-06-17
BMW-00207,WBA84062461582995,X3,2026,Diesel,South,2025-01-29
BMW-00208,WBA11891402368646,iX,2024,Electric,South,2025-12-29
BMW-00209,WBA58039217276648,X5,2024,Petrol,West,2026-02-09
BMW-00210,WBA87327531240424,X7,2026,Petrol,West,2025-11-06
BMW-00211,WBA33398439662123,X5,2026,Petrol,West,2026-02-25
BMW-00212,WBA74971627903791,X7,2025,Petrol,North,2025-12-27
BMW-00213,WBA68269925257713,X1,2026,Petrol,East,2026-06-03
BMW-00214,WBA48161305872913,iX,2025,Electric,East,2026-03-06
BMW-00215,WBA84642365910417,X5,2026,Petrol,South,2026-06-05
BMW-00216,WBA40266412877797,X3,2024,Diesel,West,2025-01-16
BMW-00217,WBA65201928663561,X1,2025,Petrol,North,2026-01-12
BMW-00218,WBA88626462683435,iX,2025,Electric,South,2025-10-09
BMW-00219,WBA38224011853104,X7,2025,Petrol,South,2025-11-14
BMW-00220,WBA98633197571090,X1,2024,Petrol,East,2025-01-31
BMW-00221,WBA15516286677881,i7,2025,Electric,North,2026-05-30
BMW-00222,WBA27137254074456,X3,2025,Diesel,South,2025-05-29
BMW-00223,WBA50908967855766,X3,2025,Diesel,South,2026-01-23
BMW-00224,WBA89980984671498,X5,2026,Petrol,South,2025-03-17
BMW-00225,WBA94514380985424,i4,2026,Electric,North,2025-02-06
BMW-00226,WBA15032754566760,iX,2026,Electric,East,2026-06-30
BMW-00227,WBA10625988763766,X3,2024,Diesel,East,2026-06-08
BMW-00228,WBA99028589769357,X7,2024,Petrol,South,2026-06-11
BMW-00229,WBA11738921813087,i7,2024,Electric,East,2025-06-03
BMW-00230,WBA19933640516978,X3,2025,Diesel,North,2025-08-08
BMW-00231,WBA39245146761007,iX,2025,Electric,South,2025-10-10
BMW-00232,WBA41914065773818,X7,2025,Petrol,West,2025-11-24
BMW-00233,WBA68975292157513,X1,2026,Petrol,North,2025-06-09
BMW-00234,WBA45863436715520,X1,2024,Petrol,West,2025-03-27
BMW-00235,WBA61605183589150,i4,2025,Electric,East,2025-11-20
BMW-00236,WBA45012792510144,X3,2025,Diesel,South,2025-04-06
BMW-00237,WBA57370401893237,X1,2025,Petrol,North,2025-04-04
BMW-00238,WBA44501538110031,X1,2026,Petrol,South,2025-09-07
BMW-00239,WBA79636651030786,i4,2026,Electric,North,2025-12-27
BMW-00240,WBA70859760277105,X7,2024,Petrol,South,2025-04-15
BMW-00241,WBA57335260658419,iX,2026,Electric,West,2025-04-17
BMW-00242,WBA50428278162367,iX,2025,Electric,East,2026-02-24
BMW-00243,WBA83273257807805,X7,2025,Petrol,West,2025-05-04
BMW-00244,WBA54894653479548,X1,2025,Petrol,North,2026-06-03
BMW-00245,WBA70006010455390,X3,2026,Diesel,East,2025-06-26
BMW-00246,WBA88654854236804,iX,2025,Electric,South,2025-11-28
BMW-00247,WBA82385725516178,X5,2025,Petrol,South,2026-04-04
BMW-00248,WBA66033636121817,X1,2026,Petrol,West,2025-10-07
BMW-00249,WBA60276989045593,X5,2025,Petrol,West,2026-05-23
BMW-00250,WBA45062093353132,i7,2026,Electric,North,2025-11-17
