service_id,vehicle_id,dealer_id,service_date,service_type,odometer,parts_cost,labour_cost,failure_code
SRV-00077,BMW-00149,DLR-0069,2026-01-07,Software Update,72476.7,5651.71,12159.82,
SRV-00078,BMW-00230,DLR-0088,2025-11-30,Recall Inspection,50560.2,71293.47,3526.01,
SRV-00079,BMW-00198,DLR-0089,2025-10-05,Annual Maintenance,11104.2,37874.41,14759.14,BAT-002
SRV-00080,BMW-00237,DLR-0017,2025-06-12,Annual Maintenance,42637.7,42813.19,15930.57,
SRV-00081,BMW-00171,DLR-0067,2025-11-28,Recall Inspection,42803.0,79063.67,5950.99,
SRV-00082,BMW-00200,DLR-0077,2025-05-01,Routine Service,76900.2,70051.66,2191.0,TRN-004
SRV-00083,BMW-00027,DLR-0027,2026-02-19,Software Update,9803.9,66013.29,19081.45,
SRV-00084,BMW-00186,DLR-0102,2026-07-31,Routine Service,77476.3,25709.38,9391.82,
SRV-00085,BMW-00030,DLR-0008,2026-01-26,Routine Service,81347.3,47582.76,16636.39,
SRV-00086,BMW-00113,DLR-0060,2026-08-09,Brake Inspection,73622.6,73440.33,21754.3,
SRV-00087,BMW-00047,DLR-0035,2025-11-23,Battery Health Check,46519.4,37991.81,10043.83,
SRV-00088,BMW-00063,DLR-0101,2026-07-26,Annual Maintenance,40504.9,37097.21,23745.92,
SRV-00089,BMW-00069,DLR-0005,2025-04-10,Routine Service,4005.3,59164.63,14688.68,BAT-002
SRV-00090,BMW-00172,DLR-0040,2025-12-18,Software Update,21695.6,42059.02,18332.73,
SRV-00091,BMW-00021,DLR-0034,2025-07-09,Software Update,8961.0,81937.45,18399.76,BAT-002
SRV-00092,BMW-00042,DLR-0038,2025-06-16,Brake Inspection,71655.4,4206.23,21730.61,
SRV-00093,BMW-00189,DLR-0049,2025-03-17,Brake Inspection,21503.2,5317.64,20922.61,
SRV-00094,BMW-00134,DLR-0044,2026-05-25,Battery Health Check,77836.9,28482.08,25863.54,ELE-005
SRV-00095,BMW-00082,DLR-0021,2026-04-22,Brake Inspection,39112.9,27080.67,25944.15,ENG-003
SRV-00096,BMW-00191,DLR-0094,2025-08-02,Routine Service,51164.6,19743.86,1439.63,
SRV-00097,BMW-00137,DLR-0096,2025-08-26,Software Update,71525.9,32827.1,21852.05,SUS-006
SRV-00098,BMW-00204,DLR-0032,2026-06-12,Routine Service,29582.6,7790.85,2588.74,
SRV-00099,BMW-00029,DLR-0025,2025-05-09,Routine Service,64437.7,23727.05,15633.63,
SRV-00100,BMW-00175,DLR-0012,2025-02-27,Routine Service,50768.6,13538.3,6989.22,
SRV-00101,BMW-00187,DLR-0103,2025-03-27,Battery Health Check,62701.6,10624.94,16391.21,TRN-004
SRV-00102,BMW-00201,DLR-0082,2026-04-21,Routine Service,16655.1,32038.15,23119.72,TRN-004
SRV-00103,BMW-00224,DLR-0093,2025-09-15,Routine Service,33866.8,47388.01,5870.61,
SRV-00104,BMW-00134,DLR-0034,2026-04-05,Battery Health Check,53942.6,56258.77,10964.81,
SRV-00105,BMW-00027,DLR-0021,2025-08-11,Brake Inspection,40714.4,57728.92,7077.14,
SRV-00106,BMW-00180,DLR-0051,2026-05-30,Battery Health Check,24051.8,77681.59,9080.86,
SRV-00107,BMW-00041,DLR-0045,2025-01-31,Software Update,65610.7,43228.85,18437.63,TRN-004
SRV-00108,BMW-00055,DLR-0071,2026-04-09,Software Update,3804.9,73050.41,6293.77,
SRV-00109,BMW-00131,DLR-0083,2026-08-13,Software Update,46458.3,44090.74,16996.25,
SRV-00110,BMW-00098,DLR-0090,2026-04-19,Software Update,21131.3,77399.33,23323.42,
SRV-00111,BMW-00029,DLR-0035,2025-03-28,Recall Inspection,48357.5,32403.67,14746.9,
SRV-00112,BMW-00007,DLR-0065,2026-07-09,Routine Service,9528.7,3657.32,12417.3,ELE-005
SRV-00113,BMW-00103,DLR-0091,2025-12-15,Annual Maintenance,22838.6,64821.82,8859.24,ENG-003
SRV-00114,BMW-00194,DLR-0112,2026-03-26,Software Update,28746.2,26435.91,22892.72,
SRV-00115,BMW-00067,DLR-0030,2025-06-01,Brake Inspection,54842.6,7832.92,26136.07,
SRV-00116,BMW-00164,DLR-0023,2026-07-06,Routine Service,31961.9,10382.65,6838.76,
SRV-00117,BMW-00245,DLR-0003,2025-02-13,Recall Inspection,47309.7,47472.86,26100.95,
SRV-00118,BMW-00070,DLR-0070,2025-02-04,Annual Maintenance,51783.8,15998.14,24631.02,
SRV-00119,BMW-00220,DLR-0114,2025-11-19,Routine Service,46913.8,80684.1,15982.15,
SRV-00120,BMW-00028,DLR-0103,2025-10-25,Battery Health Check,41775.7,43529.48,27142.21,
SRV-00121,BMW-00221,DLR-0051,2025-03-18,Software Update,47994.6,67363.4,18571.89,
SRV-00122,BMW-00202,DLR-0054,2026-03-18,Battery Health Check,27683.1,61011.53,13966.3,
SRV-00123,BMW-00107,DLR-0036,2025-03-09,Battery Health Check,31877.2,55603.32,22480.21,BRK-001
SRV-00124,BMW-00038,DLR-0098,2025-10-20,Brake Inspection,79553.6,58296.76,6632.65,BAT-002
SRV-00125,BMW-00056,DLR-0073,2025-01-28,Software Update,77219.1,63028.07,14057.17,
SRV-00126,BMW-00087,DLR-0062,2025-06-19,Brake Inspection,5385.6,4343.07,16056.16,
SRV-00127,BMW-00243,DLR-0027,2026-03-28,Annual Maintenance,73773.9,43330.67,8811.36,
SRV-00128,BMW-00098,DLR-0090,2025-09-26,Software Update,77661.3,51123.22,18743.02,
SRV-00129,BMW-00211,DLR-0110,2025-12-12,Brake Inspection,51450.6,36418.62,6865.65,
SRV-00130,BMW-00047,DLR-0091,2025-11-23,Software Update,47712.5,79793.11,3208.96,
SRV-00131,BMW-00126,DLR-0069,2026-01-19,Routine Service,53259.4,75992.88,12111.42,
SRV-00132,BMW-00193,DLR-0096,2025-11-05,Routine Service,78495.3,2400.06,5875.25,
SRV-00133,BMW-00018,DLR-0016,2025-09-29,Software Update,5886.1,33827.82,13693.47,SUS-006
SRV-00134,BMW-00017,DLR-0106,2026-06-25,Recall Inspection,15585.0,79085.07,15353.75,
SRV-00135,BMW-00045,DLR-0093,2025-02-10,Battery Health Check,43788.6,3290.55,15885.3,
SRV-00136,BMW-00005,DLR-0031,2026-08-13,Annual Maintenance,2437.3,6244.63,14431.67,
SRV-00137,BMW-00198,DLR-0089,2025-06-08,Brake Inspection,62038.2,61571.71,21366.75,BRK-001
SRV-00138,BMW-00016,DLR-0072,2026-02-08,Battery Health Check,7569.9,45249.47,13891.2,
SRV-00139,BMW-00191,DLR-0054,2026-01-25,Routine Service,54547.2,4093.9,24421.23,
SRV-00140,BMW-00203,DLR-0089,2026-02-15,Routine Service,71754.1,59113.34,20478.32,ENG-003
SRV-00141,BMW-00066,DLR-0094,2025-04-04,Battery Health Check,38259.7,16645.73,20118.93,
SRV-00142,BMW-00081,DLR-0063,2025-11-17,Recall Inspection,57443.2,65864.71,3761.91,
SRV-00143,BMW-00232,DLR-0057,2025-06-14,Battery Health Check,82287.0,23883.83,24438.96,ELE-005
SRV-00144,BMW-00064,DLR-0094,2026-06-23,Routine Service,21095.9,78858.13,9049.1,
SRV-00145,BMW-00097,DLR-0082,2025-09-03,Battery Health Check,27757.4,62041.79,25424.28,
SRV-00146,BMW-00086,DLR-0023,2025-11-27,Battery Health Check,17078.6,74836.12,21388.24,
SRV-00147,BMW-00100,DLR-0053,2025-09-03,Routine Service,28298.3,6667.15,5105.27,
SRV-00148,BMW-00250,DLR-0112,2025-10-25,Annual Maintenance,38623.8,69611.18,4110.52,ELE-005
SRV-00149,BMW-00176,DLR-0001,2026-03-07,Software Update,7164.4,48765.28,24528.61,
SRV-00150,BMW-00197,DLR-0064,2025-07-30,Annual Maintenance,12932.2,51554.78,5259.23,
SRV-00151,BMW-00126,DLR-0025,2025-03-26,Annual Maintenance,62779.2,2916.28,17104.49,
SRV-00152,BMW-00043,DLR-0097,2026-08-16,Software Update,43108.3,24857.31,6017.02,
SRV-00153,BMW-00095,DLR-0115,2025-07-23,Brake Inspection,41736.2,9462.94,22052.95,
SRV-00154,BMW-00136,DLR-0080,2025-02-03,Annual Maintenance,60220.1,83636.26,19119.47,BAT-002
SRV-00155,BMW-00101,DLR-0042,2025-09-06,Brake Inspection,66210.6,32776.55,19132.93,
SRV-00156,BMW-00099,DLR-0015,2025-08-28,Battery Health Check,46568.7,71179.06,26499.69,BAT-002
SRV-00157,BMW-00024,DLR-0086,2025-05-14,Recall Inspection,78605.2,76167.07,2067.29,
SRV-00158,BMW-00037,DLR-0080,2025-01-03,Recall Inspection,20904.1,75473.19,2346.58,
SRV-00159,BMW-00192,DLR-0068,2026-03-11,Annual Maintenance,47686.9,70368.74,10906.04,BRK-001
SRV-00160,BMW-00169,DLR-0113,2026-02-15,Battery Health Check,84639.1,2322.51,17035.96,ELE-005
SRV-00161,BMW-00038,DLR-0117,2026-03-03,Routine Service,38324.7,64062.65,5834.79,BRK-001
SRV-00162,BMW-00131,DLR-0085,2025-02-07,Battery Health Check,8721.4,52253.49,22378.46,
SRV-00163,BMW-00063,DLR-0041,2026-05-23,Annual Maintenance,68774.4,39508.71,18898.64,
SRV-00164,BMW-00023,DLR-0030,2026-04-23,Software Update,73492.6,38723.68,18426.07,
SRV-00165,BMW-00101,DLR-0073,2025-07-04,Brake Inspection,10675.5,41607.09,26980.6,
SRV-00166,BMW-00064,DLR-0060,2026-01-17,Software Update,22081.3,27447.54,22799.53,
SRV-00167,BMW-00033,DLR-0084,2026-03-02,Software Update,81399.4,44448.12,5566.94,
SRV-00168,BMW-00179,DLR-0015,2025-05-30,Software Update,49738.5,78636.62,7776.26,
SRV-00169,BMW-00212,DLR-0092,2026-03-21,Brake Inspection,20187.7,55006.69,11620.13,
SRV-00170,BMW-00190,DLR-0103,2026-06-16,Brake Inspection,67872.0,74972.32,10492.95,
SRV-00171,BMW-00002,DLR-0054,2026-07-29,Brake Inspection,82842.2,57804.09,20180.72,
SRV-00172,BMW-00185,DLR-0095,2026-06-16,Software Update,14316.0,56221.51,14730.41,
SRV-00173,BMW-00121,DLR-0088,2026-06-25,Battery Health Check,32415.1,19612.06,11541.69,
SRV-00174,BMW-00243,DLR-0034,2026-01-16,Recall Inspection,81477.0,10358.28,24752.35,
SRV-00175,BMW-00132,DLR-0116,2026-04-17,Battery Health Check,32414.2,77344.49,26332.99,ENG-003
SRV-00176,BMW-00181,DLR-0107,2025-10-17,Recall Inspection,83150.1,30923.43,13651.87,
SRV-00177,BMW-00143,DLR-0034,2026-07-28,Brake Inspection,27266.3,35151.6,15166.6,
SRV-00178,BMW-00198,DLR-0113,2025-01-11,Routine Service,79574.5,72146.95,17870.99,
SRV-00179,BMW-00182,DLR-0013,2025-07-12,Brake Inspection,74252.6,12604.22,24637.09,
SRV-00180,BMW-00111,DLR-0086,2026-03-31,Routine Service,76684.7,56775.19,12838.45,
SRV-00181,BMW-00161,DLR-0088,2026-05-28,Brake Inspection,46870.3,57775.37,21881.13,BAT-002
SRV-00182,BMW-00060,DLR-0058,2026-07-11,Software Update,79806.0,14728.03,15899.64,
SRV-00183,BMW-00218,DLR-0054,2025-02-11,Brake Inspection,84529.9,80740.01,17987.6,
SRV-00184,BMW-00156,DLR-0003,2026-06-28,Recall Inspection,69577.6,83295.45,22955.31,BAT-002
SRV-00185,BMW-00148,DLR-0004,2026-06-02,Routine Service,21042.5,54325.93,10909.45,
SRV-00186,BMW-00164,DLR-0016,2026-08-14,Brake Inspection,67170.5,61530.19,25607.26,
SRV-00187,BMW-00169,DLR-0106,2025-03-09,Routine Service,58866.1,46551.43,13350.67,
SRV-00188,BMW-00096,DLR-0062,2025-09-15,Battery Health Check,56575.0,45042.75,14373.99,
SRV-00189,BMW-00148,DLR-0025,2026-03-27,Recall Inspection,5419.8,62257.1,22638.87,TRN-004
SRV-00190,BMW-00060,DLR-0002,2025-03-26,Routine Service,42181.3,4056.6,3585.8,BAT-002
SRV-00191,BMW-00246,DLR-0077,2025-07-29,Software Update,6582.2,80948.46,8103.59,TRN-004
SRV-00192,BMW-00117,DLR-0074,2026-04-02,Annual Maintenance,13414.6,40964.81,5725.95,BRK-001
SRV-00193,BMW-00098,DLR-0079,2026-08-19,Battery Health Check,38813.2,7172.57,10984.42,TRN-004
SRV-00194,BMW-00026,DLR-0089,2025-03-25,Routine Service,5553.8,63699.27,20340.1,
SRV-00195,BMW-00151,DLR-0011,2025-06-25,Software Update,65346.8,81814.33,2809.37,
SRV-00196,BMW-00065,DLR-0057,2026-08-28,Software Update,66881.7,55465.41,26478.39,
SRV-00197,BMW-00074,DLR-0028,2025-09-08,Recall Inspection,41343.4,77691.9,19497.71,
SRV-00198,BMW-00102,DLR-0085,2025-12-08,Recall Inspection,42883.0,11315.29,4966.29,
SRV-00199,BMW-00093,DLR-0015,2025-09-10,Routine Service,55796.2,37236.19,19683.83,
SRV-00200,BMW-00030,DLR-0065,2026-03-08,Battery Health Check,14566.7,11144.82,26559.1,
SRV-00201,BMW-00087,DLR-0057,2025-09-06,Routine Service,25568.7,77414.76,23841.83,
SRV-00202,BMW-00165,DLR-0106,2025-06-25,Annual Maintenance,61883.3,10727.15,18197.84,
SRV-00203,BMW-00192,DLR-0115,2025-02-25,Annual Maintenance,34416.7,42871.78,3457.6,ENG-003
SRV-00204,BMW-00249,DLR-0015,2025-05-27,Annual Maintenance,12373.3,43836.58,23475.72,
SRV-00205,BMW-00240,DLR-0042,2025-12-07,Battery Health Check,84019.0,45782.12,25401.5,
SRV-00206,BMW-00045,DLR-0024,2025-08-10,Brake Inspection,2811.1,25585.26,19920.01,
SRV-00207,BMW-00055,DLR-0038,2025-03-10,Annual Maintenance,82958.1,82070.75,23060.71,BAT-002
SRV-00208,BMW-00050,DLR-0014,2025-02-14,Routine Service,19516.5,34535.93,7853.44,
SRV-00209,BMW-00189,DLR-0015,2025-07-22,Software Update,4383.1,37503.51,10915.21,ELE-005
SRV-00210,BMW-00127,DLR-0086,2026-08-17,Battery Health Check,83184.2,56012.61,8721.78,
SRV-00211,BMW-00028,DLR-0110,2026-04-19,Battery Health Check,68674.1,18136.78,10263.95,SUS-006
SRV-00212,BMW-00191,DLR-0026,2026-02-02,Routine Service,73119.3,39087.22,18471.09,
SRV-00213,BMW-00202,DLR-0099,2026-02-23,Brake Inspection,71651.8,12055.69,16149.91,
SRV-00214,BMW-00097,DLR-0018,2025-05-25,Annual Maintenance,15185.9,25115.58,19146.75,
SRV-00215,BMW-00238,DLR-0065,2026-03-20,Battery Health Check,30916.4,72532.02,14803.23,
SRV-00216,BMW-00134,DLR-0013,2026-06-15,Software Update,40900.5,38081.45,25299.3,
SRV-00217,BMW-00024,DLR-0038,2026-07-16,Software Update,83322.0,59302.17,12665.12,
SRV-00218,BMW-00168,DLR-0065,2025-09-25,Brake Inspection,20729.1,38262.93,16915.97,
SRV-00219,BMW-00072,DLR-0103,2025-01-20,Battery Health Check,71294.1,31127.16,22053.9,BAT-002
SRV-00220,BMW-00084,DLR-0035,2025-04-10,Annual Maintenance,82837.4,50106.02,16659.81,
SRV-00221,BMW-00025,DLR-0044,2026-01-16,Battery Health Check,2768.8,24197.38,11993.47,
SRV-00222,BMW-00079,DLR-0118,2025-10-05,Annual Maintenance,46730.9,11514.14,2317.34,
SRV-00223,BMW-00030,DLR-0042,2025-05-10,Battery Health Check,79132.8,62300.75,13800.04,
SRV-00224,BMW-00140,DLR-0093,2025-05-18,Battery Health Check,31512.5,84399.18,17432.74,
SRV-00225,BMW-00177,DLR-0073,2025-01-03,Recall Inspection,9286.7,34270.06,16543.32,ENG-003
SRV-00226,BMW-00185,DLR-0071,2026-03-07,Annual Maintenance,57939.6,35128.47,14967.72,
SRV-00227,BMW-00126,DLR-0053,2026-08-17,Recall Inspection,69417.9,84683.35,18114.7,
SRV-00228,BMW-00048,DLR-0115,2025-06-30,Software Update,75896.3,79201.21,1667.84,
SRV-00229,BMW-00152,DLR-0081,2026-05-26,Brake Inspection,27978.2,43558.65,6095.33,ELE-005
SRV-00230,BMW-00199,DLR-0059,2026-02-14,Recall Inspection,84845.4,38259.76,17676.18,BAT-002
SRV-00231,BMW-00037,DLR-0021,2025-09-27,Software Update,13849.4,32597.55,1892.92,TRN-004
SRV-00232,BMW-00089,DLR-0031,2025-10-05,Brake Inspection,32071.7,80212.45,23763.85,
SRV-00233,BMW-00018,DLR-0036,2025-10-13,Annual Maintenance,17133.2,40637.26,17171.29,BAT-002
SRV-00234,BMW-00071,DLR-0067,2026-08-04,Software Update,19414.3,76305.39,11851.96,
SRV-00235,BMW-00142,DLR-0023,2025-05-15,Battery Health Check,41385.8,3190.68,22818.06,SUS-006
SRV-00236,BMW-00245,DLR-0074,2025-11-01,Software Update,11244.1,25312.66,2658.82,ENG-003
SRV-00237,BMW-00047,DLR-0004,2026-06-11,Recall Inspection,66092.2,15613.46,23447.14,
SRV-00238,BMW-00041,DLR-0045,2026-01-30,Software Update,25542.9,39631.13,8046.42,
SRV-00239,BMW-00087,DLR-0013,2025-02-16,Annual Maintenance,17197.0,42780.36,24838.18,
SRV-00240,BMW-00118,DLR-0020,2025-02-01,Annual Maintenance,65887.6,4417.32,16049.39,
