vehicle_id,model,city,warranty_date,fault_type,warranty_cost
1353,BMW 3 Series,Mumbai,2026-07-08,Charging,110000
1354,BMW i5,Pune,2026-08-12,AC,32000
1355,BMW 7 Series,Hyderabad,2026-03-14,Brake,48000
1356,BMW X7,Chennai,2026-04-26,Brake,54000
1357,BMW X5,Delhi,2026-03-17,Steering,62000
1358,BMW X5,Delhi,2026-07-11,Cooling,66000
1359,BMW 3 Series,Hyderabad,2026-06-21,Suspension,40000
1360,BMW X7,Delhi,2026-04-25,Battery,129000
1361,BMW X1,Kolkata,2026-01-03,Transmission,70000
1362,BMW i7,Delhi,2026-08-01,Electrical,51000
1363,BMW X1,Kolkata,2026-08-08,Transmission,85000
1364,BMW 7 Series,Mumbai,2026-08-08,Transmission,86000
1365,BMW X3,Ahmedabad,2026-02-05,AC,64000
1366,BMW i5,Ahmedabad,2026-05-17,Transmission,64000
1367,BMW iX,Ahmedabad,2026-06-03,Suspension,45000
1368,BMW X7,Bengaluru,2026-06-07,AC,66000
1369,BMW 5 Series,Mumbai,2026-01-06,Infotainment,71000
1370,BMW iX,Mumbai,2026-04-26,Electrical,44000
1371,BMW X3,Delhi,2026-08-16,Charging,123000
1372,BMW iX,Mumbai,2026-01-13,Battery,142000
1373,BMW 3 Series,Ahmedabad,2026-07-18,Battery,182000
1374,BMW i7,Mumbai,2026-06-11,Suspension,29000
1375,BMW 5 Series,Delhi,2026-05-24,Cooling,39000
1376,BMW i5,Ahmedabad,2026-07-12,Battery,108000
1377,BMW 3 Series,Chennai,2026-04-26,Charging,94000
1378,BMW i7,Chennai,2026-03-02,Infotainment,37000
1379,BMW i7,Ahmedabad,2026-08-15,Steering,76000
1380,BMW 5 Series,Kolkata,2026-02-07,AC,68000
1381,BMW X7,Chennai,2026-06-22,Charging,83000
1382,BMW 7 Series,Delhi,2026-05-16,Engine,85000
1383,BMW X1,Bengaluru,2026-04-17,Cooling,53000
1384,BMW X1,Chennai,2026-05-15,Charging,85000
1385,BMW i4,Bengaluru,2026-01-26,Electrical,83000
1386,BMW 3 Series,Delhi,2026-04-28,Electrical,59000
1387,BMW 7 Series,Mumbai,2026-03-25,AC,48000
1388,BMW i7,Kolkata,2026-01-21,Suspension,33000
1389,BMW i4,Ahmedabad,2026-08-12,Suspension,62000
1390,BMW i7,Pune,2026-04-09,Steering,61000
1391,BMW iX,Hyderabad,2026-04-07,Transmission,86000
1392,BMW 3 Series,Bengaluru,2026-08-12,Battery,86000
1393,BMW X5,Delhi,2026-03-10,Steering,43000
1394,BMW X1,Pune,2026-04-09,Transmission,122000
1395,BMW i4,Pune,2026-05-20,Transmission,110000
1396,BMW 3 Series,Bengaluru,2026-07-08,Battery,176000
1397,BMW i5,Hyderabad,2026-01-15,Suspension,61000
1398,BMW i5,Delhi,2026-01-22,Charging,56000
1399,BMW X7,Chennai,2026-04-26,AC,39000
1400,BMW X7,Delhi,2026-05-06,Transmission,79000
1401,BMW iX,Pune,2026-04-01,Cooling,64000
1402,BMW 5 Series,Kolkata,2026-01-06,Suspension,62000
1403,BMW X3,Mumbai,2026-05-05,Engine,59000
1404,BMW X3,Kolkata,2026-01-20,Battery,95000
1405,BMW iX,Hyderabad,2026-06-10,Transmission,62000
1406,BMW X5,Bengaluru,2026-04-14,AC,46000
1407,BMW i5,Kolkata,2026-02-11,Engine,83000
1408,BMW i5,Chennai,2026-07-24,Battery,178000
1409,BMW i5,Bengaluru,2026-08-15,Infotainment,75000
1410,BMW 7 Series,Kolkata,2026-06-14,Suspension,59000
1411,BMW X5,Kolkata,2026-02-04,Engine,54000
1412,BMW i4,Delhi,2026-03-04,Brake,43000
1413,BMW i7,Mumbai,2026-02-26,Steering,42000
1414,BMW 5 Series,Ahmedabad,2026-04-22,Steering,62000
1415,BMW 7 Series,Bengaluru,2026-04-08,Battery,86000
1416,BMW iX,Mumbai,2026-07-18,AC,42000
1417,BMW X5,Hyderabad,2026-01-13,Cooling,58000
1418,BMW X3,Ahmedabad,2026-08-06,Transmission,91000
1419,BMW 3 Series,Ahmedabad,2026-05-06,Engine,56000
1420,BMW i7,Ahmedabad,2026-03-17,Brake,42000
1421,BMW 5 Series,Mumbai,2026-07-01,Battery,178000
1422,BMW X1,Delhi,2026-07-08,Brake,52000
1423,BMW X3,Kolkata,2026-05-12,Battery,160000
1424,BMW X7,Kolkata,2026-02-17,Transmission,112000
1425,BMW i4,Bengaluru,2026-05-28,Transmission,60000
1426,BMW i4,Ahmedabad,2026-01-09,Infotainment,72000
1427,BMW 7 Series,Delhi,2026-06-13,AC,54000
1428,BMW X3,Chennai,2026-01-07,Transmission,89000
1429,BMW 3 Series,Ahmedabad,2026-01-28,Infotainment,52000
1430,BMW i7,Chennai,2026-04-26,Engine,69000
1431,BMW 5 Series,Bengaluru,2026-07-09,Transmission,74000
1432,BMW iX,Kolkata,2026-06-04,Electrical,92000
1433,BMW 3 Series,Pune,2026-02-04,Steering,71000
1434,BMW i7,Bengaluru,2026-03-15,Engine,66000
1435,BMW 5 Series,Ahmedabad,2026-08-26,Infotainment,46000
1436,BMW X5,Mumbai,2026-06-14,Brake,55000
1437,BMW 7 Series,Mumbai,2026-01-11,Infotainment,65000
1438,BMW 7 Series,Mumbai,2026-05-14,Electrical,62000
1439,BMW iX,Pune,2026-06-04,AC,50000
1440,BMW i5,Ahmedabad,2026-08-25,Electrical,87000
1441,BMW X1,Bengaluru,2026-02-02,Steering,69000
1442,BMW X3,Bengaluru,2026-01-20,Battery,104000
1443,BMW X5,Bengaluru,2026-07-05,Charging,64000
1444,BMW i4,Bengaluru,2026-07-13,Battery,144000
1445,BMW i7,Pune,2026-05-17,Transmission,90000
1446,BMW X5,Mumbai,2026-01-01,Cooling,56000
1447,BMW i7,Delhi,2026-04-24,Cooling,54000
1448,BMW 5 Series,Delhi,2026-05-28,Transmission,91000
1449,BMW 3 Series,Pune,2026-08-17,Cooling,35000
1450,BMW X5,Hyderabad,2026-08-05,Battery,121000
1451,BMW X7,Delhi,2026-08-11,AC,46000
1452,BMW i5,Pune,2026-07-15,Brake,43000
1453,BMW i4,Chennai,2026-04-18,Suspension,34000
1454,BMW 7 Series,Ahmedabad,2026-07-09,Battery,95000
1455,BMW i5,Bengaluru,2026-02-26,Cooling,54000
1456,BMW 7 Series,Delhi,2026-03-26,Battery,138000
1457,BMW i5,Chennai,2026-01-23,Infotainment,40000
1458,BMW iX,Bengaluru,2026-08-09,Battery,90000
1459,BMW i5,Kolkata,2026-01-15,Suspension,56000
1460,BMW X3,Pune,2026-04-20,Steering,52000
1461,BMW 3 Series,Mumbai,2026-04-23,Cooling,46000
