sale_id,vehicle_id,dealer_id,customer_id,sale_date,model,region,price,quantity
S00165,BMWV00590,D001,C0268,2024-06-28,BMW 2 Series,North,81820.48,1
S00166,BMWV00574,D010,C0516,2024-10-28,BMW X3,East,74096.08,1
S00167,BMWV00824,D066,C0980,2024-09-20,BMW X1,West,135753.0,3
S00168,BMWV00258,D089,C0454,2025-01-21,BMW 7 Series,North,99764.39,1
S00169,BMWV00777,D044,C0985,2026-03-05,BMW X1,West,87767.57,2
S00170,BMWV00920,D076,C0883,2024-01-29,BMW X1,East,90426.57,2
S00171,BMWV00071,D049,C0649,2026-03-18,BMW X5,South,149332.77,3
S00172,BMWV00720,D030,C0820,2024-11-19,BMW 2 Series,West,82428.99,2
S00173,BMWV00530,D069,C0010,2025-12-18,BMW X5,East,130700.36,1
S00174,BMWV00296,D012,C0409,2025-11-20,BMW 2 Series,West,121110.64,2
S00175,BMWV00079,D071,C0954,2024-07-01,BMW X3,South,89803.88,2
S00176,BMWV00225,D074,C0276,2024-07-06,BMW 5 Series,North,143918.58,3
S00177,BMWV00954,D025,C0511,2026-01-24,BMW X1,West,57961.65,3
S00178,BMWV00249,D034,C0212,2024-08-22,BMW 7 Series,West,58318.15,1
S00179,BMWV00858,D080,C0365,2024-06-08,BMW X5,East,124577.93,1
S00180,BMWV00944,D010,C0693,2025-11-10,BMW 5 Series,North,91656.46,1
S00181,BMWV00784,D070,C0981,2024-02-13,BMW 7 Series,South,132521.22,2
S00182,BMWV00637,D041,C0505,2026-07-08,BMW 2 Series,North,148316.55,3
S00183,BMWV00891,D036,C0503,2024-07-06,BMW X5,North,148205.39,3
S00184,BMWV00288,D051,C0228,2026-02-07,BMW 2 Series,East,101316.5,1
S00185,BMWV00540,D055,C0490,2026-08-20,BMW X3,West,97188.31,3
S00186,BMWV00357,D051,C0882,2025-12-03,BMW 7 Series,East,124228.96,2
S00187,BMWV00125,D090,C0531,2025-04-16,BMW iX,East,71299.9,1
S00188,BMWV00013,D087,C0216,2025-01-23,BMW iX,South,101815.95,2
S00189,BMWV00372,D079,C0883,2024-09-22,BMW 7 Series,North,56522.53,2
S00190,BMWV00244,D035,C0483,2025-09-19,BMW X7,East,74456.09,1
S00191,BMWV00512,D055,C0216,2025-03-05,BMW 7 Series,West,115581.95,2
S00192,BMWV00375,D052,C0287,2025-04-06,BMW X7,West,55687.26,1
S00193,BMWV00591,D088,C0235,2026-04-13,BMW 3 Series,West,46485.02,2
S00194,BMWV00825,D031,C0569,2025-03-18,BMW X7,West,133475.5,1
S00195,BMWV00151,D095,C0154,2025-04-29,BMW X5,South,127651.86,1
S00196,BMWV00433,D064,C0138,2026-07-03,BMW X7,South,132679.84,3
S00197,BMWV00548,D093,C0324,2026-03-15,BMW X3,North,90961.32,2
S00198,BMWV00577,D073,C0049,2025-02-11,BMW 3 Series,South,46382.1,1
S00199,BMWV00063,D028,C0834,2024-09-17,BMW X3,South,89802.03,3
S00200,BMWV00100,D058,C0763,2024-12-08,BMW 3 Series,North,64873.45,2
S00201,BMWV00575,D072,C0955,2026-04-09,BMW 3 Series,South,64637.2,1
S00202,BMWV00423,D016,C0360,2026-06-07,BMW 2 Series,East,113152.37,3
S00203,BMWV00205,D074,C0590,2025-10-27,BMW X1,North,109650.06,1
S00204,BMWV00801,D037,C0364,2024-11-28,BMW X1,South,112417.18,2
S00205,BMWV00795,D095,C0458,2026-06-29,BMW 3 Series,South,44016.86,3
S00206,BMWV00295,D060,C0647,2024-05-28,BMW 5 Series,West,134849.63,3
S00207,BMWV00829,D044,C0432,2025-10-08,BMW i4,West,105415.67,2
S00208,BMWV00871,D010,C0082,2024-06-14,BMW 7 Series,East,74516.93,2
S00209,BMWV00326,D084,C0299,2025-12-28,BMW X5,North,65759.32,3
S00210,BMWV00406,D035,C0909,2025-03-31,BMW X5,East,124812.01,2
S00211,BMWV00767,D076,C0534,2025-04-06,BMW iX,East,82608.74,1
S00212,BMWV00876,D003,C0129,2026-01-15,BMW iX,North,61982.13,2
S00213,BMWV00965,D096,C0718,2026-02-06,BMW 5 Series,East,44207.44,1
S00214,BMWV00408,D014,C0098,2024-03-06,BMW 2 Series,North,142731.27,2
S00215,BMWV00563,D007,C0027,2026-02-28,BMW iX,North,80656.44,1
S00216,BMWV00108,D034,C0633,2024-06-08,BMW X3,West,44695.8,2
S00217,BMWV00318,D030,C0254,2026-01-25,BMW X7,West,67680.16,3
S00218,BMWV00131,D017,C0540,2026-05-08,BMW X1,South,54619.92,1
S00219,BMWV00681,D046,C0882,2026-07-26,BMW 5 Series,East,72398.15,2
S00220,BMWV00480,D070,C0958,2024-10-05,BMW 3 Series,South,98082.71,1
S00221,BMWV00994,D090,C0553,2024-06-30,BMW i4,East,102945.56,2
S00222,BMWV00648,D096,C0652,2026-06-17,BMW X7,East,99858.22,3
S00223,BMWV00657,D082,C0547,2024-11-13,BMW i4,West,139526.16,2
S00224,BMWV00554,D030,C0825,2024-04-01,BMW 3 Series,West,85813.94,2
S00225,BMWV00424,D034,C0160,2024-11-06,BMW X1,West,36213.92,3
S00226,BMWV00836,D098,C0869,2024-05-19,BMW i4,West,74546.77,2
S00227,BMWV00549,D002,C0705,2026-08-02,BMW iX,South,91572.14,2
S00228,BMWV00308,D002,C0785,2025-03-16,BMW X5,South,126765.95,3
S00229,BMWV00238,D001,C0562,2025-01-17,BMW 7 Series,North,56685.66,3
S00230,BMWV00449,D051,C0256,2024-06-16,BMW 2 Series,East,117217.87,3
S00231,BMWV00401,D049,C0226,2024-09-26,BMW iX,South,44109.12,3
S00232,BMWV00247,D067,C0783,2026-03-30,BMW 2 Series,West,139644.76,3
S00233,BMWV00703,D035,C0292,2025-10-26,BMW X3,East,120436.59,2
S00234,BMWV00424,D025,C0874,2024-03-11,BMW X1,West,55976.83,2
S00235,BMWV00115,D082,C0467,2025-09-24,BMW 3 Series,West,87068.23,3
S00236,BMWV00639,D063,C0193,2024-11-24,BMW iX,South,37230.47,1
S00237,BMWV00994,D069,C0023,2024-07-09,BMW i4,East,146818.25,2
S00238,BMWV00277,D017,C0733,2025-03-24,BMW 3 Series,South,118617.31,1
S00239,BMWV00094,D020,C0016,2025-05-20,BMW 5 Series,South,59976.63,2
S00240,BMWV00321,D064,C0381,2025-04-19,BMW 2 Series,South,115147.5,1
S00241,BMWV00340,D010,C0864,2026-02-07,BMW X5,North,144439.06,1
S00242,BMWV00274,D100,C0402,2024-03-14,BMW 3 Series,South,97467.07,1
S00243,BMWV00198,D033,C0837,2025-01-25,BMW X5,East,130248.99,1
S00244,BMWV00999,D099,C0732,2024-09-11,BMW X3,South,79251.76,2
S00245,BMWV00255,D095,C0035,2024-07-22,BMW X1,South,87995.98,1
S00246,BMWV00535,D086,C0214,2025-04-29,BMW X1,East,79749.14,2
S00247,BMWV00960,D042,C0163,2025-10-06,BMW 3 Series,North,118747.26,3
S00248,BMWV00961,D071,C0534,2024-05-05,BMW 3 Series,South,64130.97,3
S00249,BMWV00307,D026,C0370,2026-06-27,BMW X7,East,40990.06,3
S00250,BMWV00225,D015,C0242,2025-10-10,BMW 5 Series,North,84928.59,1
S00251,BMWV00173,D036,C0599,2024-05-02,BMW iX,North,80517.95,1
S00252,BMWV00010,D006,C0596,2026-03-13,BMW 5 Series,West,114436.41,3
S00253,BMWV00612,D020,C0381,2026-02-28,BMW X3,South,45290.19,1
S00254,BMWV00513,D012,C0703,2025-09-25,BMW X1,West,73918.54,3
S00255,BMWV00063,D008,C0365,2025-10-22,BMW X3,East,52700.62,3
S00256,BMWV00812,D014,C0129,2025-05-14,BMW X3,North,61757.58,3
S00257,BMWV00809,D083,C0775,2024-12-21,BMW X5,North,127635.42,2
S00258,BMWV00752,D025,C0022,2025-12-06,BMW X1,West,78443.43,3
S00259,BMWV00139,D033,C0921,2024-02-10,BMW 3 Series,East,90809.75,2
S00260,BMWV00574,D038,C0556,2025-12-14,BMW X3,North,91360.58,3
S00261,BMWV00193,D070,C0357,2024-11-27,BMW i4,South,119226.28,2
S00262,BMWV00890,D077,C0937,2026-05-31,BMW X1,East,98769.84,1
S00263,BMWV00545,D020,C0461,2024-10-29,BMW X3,South,129233.13,3
S00264,BMWV00377,D059,C0001,2026-03-05,BMW X1,West,108373.0,2
S00265,BMWV00753,D024,C0905,2024-01-20,BMW 5 Series,East,106269.48,2
S00266,BMWV00796,D080,C0245,2024-11-24,BMW 7 Series,East,117915.41,3
S00267,BMWV00992,D069,C0839,2025-01-31,BMW 3 Series,East,56834.99,3
S00268,BMWV00511,D099,C0565,2024-06-06,BMW 5 Series,South,105499.51,2
S00269,BMWV00421,D083,C0330,2024-04-23,BMW 3 Series,North,46069.47,3
S00270,BMWV00070,D006,C0856,2026-08-18,BMW X3,West,49924.04,1
S00271,BMWV00208,D014,C0498,2024-07-15,BMW i4,North,46356.66,3
S00272,BMWV00659,D050,C0674,2025-05-16,BMW i4,North,95469.46,3
S00273,BMWV00606,D033,C0051,2025-01-10,BMW 5 Series,East,60383.12,3
S00274,BMWV00074,D002,C0953,2026-08-01,BMW iX,South,59004.88,2
S00275,BMWV00952,D010,C0480,2026-03-31,BMW 5 Series,North,108475.42,2
S00276,BMWV00573,D096,C0961,2026-06-30,BMW iX,East,82834.62,2
S00277,BMWV00815,D091,C0060,2026-04-23,BMW X1,South,105947.33,3
S00278,BMWV00042,D094,C0073,2026-05-04,BMW 5 Series,South,69949.02,1
S00279,BMWV00985,D067,C0100,2024-04-13,BMW iX,West,118394.77,3
S00280,BMWV00396,D025,C0198,2025-06-22,BMW X5,West,110540.8,3
S00281,BMWV00642,D023,C0572,2026-02-06,BMW 7 Series,East,99186.28,3
S00282,BMWV00110,D099,C0654,2025-08-13,BMW iX,South,76165.79,2
S00283,BMWV00721,D086,C0438,2026-06-23,BMW iX,East,46971.78,1
S00284,BMWV00565,D052,C0517,2024-12-11,BMW 7 Series,West,110616.17,3
S00285,BMWV00616,D057,C0956,2024-12-26,BMW 7 Series,North,138785.77,3
S00286,BMWV00334,D048,C0423,2026-02-21,BMW i4,North,107822.69,3
S00287,BMWV00333,D078,C0247,2025-07-30,BMW iX,North,97747.02,2
S00288,BMWV00786,D071,C0949,2026-02-01,BMW 2 Series,South,64220.25,2
S00289,BMWV00460,D051,C0001,2026-01-13,BMW X3,East,38986.23,2
S00290,BMWV00612,D003,C0531,2024-05-18,BMW X3,North,149242.38,2
S00291,BMWV00007,D039,C0228,2024-08-07,BMW i4,North,133407.85,1
S00292,BMWV00792,D089,C0843,2024-10-09,BMW 3 Series,North,140697.89,3
S00293,BMWV00571,D074,C0949,2025-08-08,BMW X3,North,52792.2,1
S00294,BMWV00473,D046,C0160,2024-05-21,BMW 5 Series,East,65473.64,3
S00295,BMWV00257,D030,C0263,2026-04-10,BMW X7,West,69534.78,3
S00296,BMWV00411,D073,C0940,2024-08-10,BMW iX,South,119440.58,3
S00297,BMWV00334,D062,C0178,2025-05-14,BMW i4,North,129956.1,3
S00298,BMWV00721,D074,C0840,2026-07-18,BMW iX,North,45966.87,3
S00299,BMWV00309,D005,C0749,2026-04-07,BMW 5 Series,North,101272.63,1
S00300,BMWV00800,D008,C0944,2026-02-28,BMW iX,East,73454.81,2
S00301,BMWV00428,D016,C0891,2026-02-27,BMW 3 Series,East,61072.53,3
S00302,BMWV00871,D078,C0951,2024-01-12,BMW 7 Series,North,107897.02,3
S00303,BMWV00393,D007,C0313,2025-06-20,BMW X3,North,39735.96,3
S00304,BMWV00580,D020,C0335,2025-05-29,BMW X3,South,115243.4,1
S00305,BMWV00053,D087,C0750,2025-02-06,BMW iX,South,146669.63,3
S00306,BMWV00591,D065,C0093,2024-08-15,BMW 3 Series,West,84672.6,2
S00307,BMWV00153,D017,C0345,2024-03-25,BMW 2 Series,South,89723.29,3
S00308,BMWV00052,D071,C0409,2024-09-25,BMW 3 Series,South,44784.08,3
S00309,BMWV00446,D100,C0715,2024-05-13,BMW i4,South,122633.79,2
S00310,BMWV00574,D026,C0500,2025-02-08,BMW X3,East,110008.57,1
S00311,BMWV00576,D079,C0754,2025-06-20,BMW iX,North,63318.27,1
S00312,BMWV00274,D100,C0441,2024-11-27,BMW 3 Series,South,113744.87,3
S00313,BMWV00093,D015,C0688,2025-02-27,BMW X3,North,83707.17,2
S00314,BMWV00197,D042,C0353,2025-08-31,BMW i4,North,110372.13,2
S00315,BMWV00175,D045,C0632,2026-04-21,BMW X3,South,148868.31,2
S00316,BMWV00640,D019,C0452,2024-02-15,BMW i4,North,141284.52,1
S00317,BMWV00206,D088,C0383,2024-06-08,BMW 7 Series,West,122139.38,1
S00318,BMWV00117,D095,C0056,2024-09-05,BMW X3,South,144128.21,1
S00319,BMWV00891,D037,C0015,2024-12-17,BMW X5,South,114786.45,1
S00320,BMWV00314,D058,C0483,2024-01-24,BMW i4,North,73165.82,3
S00321,BMWV00552,D028,C0209,2025-07-13,BMW X3,South,95175.58,2
S00322,BMWV00563,D062,C0638,2026-01-17,BMW iX,North,149114.74,3
S00323,BMWV00717,D086,C0019,2025-01-20,BMW X1,East,102045.57,3
S00324,BMWV00541,D006,C0262,2024-06-23,BMW 5 Series,West,41912.66,1
S00325,BMWV00810,D090,C0633,2024-10-04,BMW 2 Series,East,41104.8,3
S00326,BMWV00969,D002,C0069,2025-02-01,BMW 2 Series,South,110942.87,3
S00327,BMWV00874,D085,C0369,2026-06-04,BMW X1,North,47407.51,2
S00328,BMWV00890,D084,C0396,2024-08-24,BMW X1,North,147676.18,3
S00329,BMWV00728,D013,C0926,2024-11-19,BMW 7 Series,East,90736.15,3
S00330,BMWV00546,D012,C0191,2024-07-22,BMW X3,West,92574.84,2
S00331,BMWV00576,D092,C0023,2024-02-10,BMW iX,West,63450.1,3
S00332,BMWV00314,D043,C0502,2025-02-06,BMW i4,West,120604.93,1
S00333,BMWV00357,D088,C0361,2024-12-29,BMW 7 Series,West,106901.56,1
S00334,BMWV00515,D036,C0832,2024-03-04,BMW 5 Series,North,106966.12,2
S00335,BMWV00913,D004,C0967,2025-07-22,BMW 7 Series,North,144148.39,1
S00336,BMWV00157,D044,C0919,2025-02-06,BMW iX,West,110547.15,1
S00337,BMWV00749,D049,C0534,2025-11-25,BMW 2 Series,South,105431.57,3
