vehicle_id,vin,model,model_year,fuel_type,region,manufacturing_date
BMWV00108,WBA00000000000108,BMW X3,2020,Diesel,West,2024-10-19
BMWV00109,WBA00000000000109,BMW 2 Series,2024,Petrol,South,2023-11-11
BMWV00110,WBA00000000000110,BMW iX,2023,Electric,West,2021-05-02
BMWV00111,WBA00000000000111,BMW 2 Series,2023,Petrol,East,2024-05-18
BMWV00112,WBA00000000000112,BMW 2 Series,2020,Petrol,North,2020-05-01
BMWV00113,WBA00000000000113,BMW X3,2022,Diesel,North,2019-10-06
BMWV00114,WBA00000000000114,BMW X3,2021,Diesel,North,2019-10-04
BMWV00115,WBA00000000000115,BMW 3 Series,2023,Petrol,West,2025-09-24
BMWV00116,WBA00000000000116,BMW 2 Series,2023,Petrol,East,2018-05-14
BMWV00117,WBA00000000000117,BMW X3,2022,Diesel,East,2025-11-19
BMWV00118,WBA00000000000118,BMW 7 Series,2020,Hybrid,South,2020-12-19
BMWV00119,WBA00000000000119,BMW 2 Series,2025,Petrol,South,2022-10-08
BMWV00120,WBA00000000000120,BMW 5 Series,2024,Diesel,South,2025-04-06
BMWV00121,WBA00000000000121,BMW X1,2022,Petrol,South,2018-10-20
BMWV00122,WBA00000000000122,BMW 3 Series,2021,Petrol,East,2024-09-03
BMWV00123,WBA00000000000123,BMW 2 Series,2022,Petrol,West,2019-05-25
BMWV00124,WBA00000000000124,BMW 7 Series,2025,Hybrid,East,2025-11-06
BMWV00125,WBA00000000000125,BMW iX,2022,Electric,West,2022-11-29
BMWV00126,WBA00000000000126,BMW 5 Series,2024,Diesel,North,2022-11-05
BMWV00127,WBA00000000000127,BMW i4,2024,Electric,East,2018-04-16
BMWV00128,WBA00000000000128,BMW 5 Series,2021,Diesel,North,2025-07-16
BMWV00129,WBA00000000000129,BMW X5,2024,Diesel,North,2019-12-19
BMWV00130,WBA00000000000130,BMW 7 Series,2024,Hybrid,West,2021-02-13
BMWV00131,WBA00000000000131,BMW X1,2024,Petrol,West,2025-02-13
BMWV00132,WBA00000000000132,BMW 7 Series,2020,Hybrid,West,2021-11-26
BMWV00133,WBA00000000000133,BMW iX,2022,Electric,East,2025-07-07
BMWV00134,WBA00000000000134,BMW 5 Series,2021,Diesel,East,2022-08-14
BMWV00135,WBA00000000000135,BMW 7 Series,2022,Hybrid,West,2024-03-03
BMWV00136,WBA00000000000136,BMW 3 Series,2023,Petrol,North,2021-07-12
BMWV00137,WBA00000000000137,BMW X5,2022,Diesel,North,2022-07-14
BMWV00138,WBA00000000000138,BMW X7,2020,Petrol,West,2022-08-20
BMWV00139,WBA00000000000139,BMW 3 Series,2021,Petrol,East,2024-12-25
BMWV00140,WBA00000000000140,BMW 7 Series,2025,Hybrid,West,2018-07-31
BMWV00141,WBA00000000000141,BMW X3,2022,Diesel,South,2021-03-25
BMWV00142,WBA00000000000142,BMW 7 Series,2025,Hybrid,West,2019-05-13
BMWV00143,WBA00000000000143,BMW 3 Series,2025,Petrol,South,2025-12-17
BMWV00144,WBA00000000000144,BMW X1,2022,Petrol,North,2024-03-12
BMWV00145,WBA00000000000145,BMW iX,2020,Electric,South,2019-04-10
BMWV00146,WBA00000000000146,BMW 7 Series,2020,Hybrid,South,2023-08-04
BMWV00147,WBA00000000000147,BMW X5,2024,Diesel,East,2022-08-29
BMWV00148,WBA00000000000148,BMW 7 Series,2023,Hybrid,South,2023-02-14
BMWV00149,WBA00000000000149,BMW X7,2021,Petrol,West,2020-02-20
BMWV00150,WBA00000000000150,BMW 2 Series,2024,Petrol,South,2018-10-13
BMWV00151,WBA00000000000151,BMW X5,1900,Diesel,East,2023-09-11
BMWV00152,WBA00000000000152,BMW X5,2020,Diesel,East,2021-05-07
BMWV00153,WBA00000000000153,BMW 2 Series,2024,Petrol,West,2019-09-01
BMWV00154,WBA00000000000154,BMW 7 Series,2024,Hybrid,West,2021-11-14
BMWV00155,WBA00000000000155,BMW i4,2024,Electric,West,2023-02-09
BMWV00156,WBA00000000000156,BMW i4,2021,Electric,South,2024-05-31
BMWV00157,WBA00000000000157,BMW iX,2021,Electric,West,2018-06-28
BMWV00158,WBA00000000000158,BMW i4,2025,Electric,West,2025-11-28
BMWV00159,WBA00000000000159,BMW iX,2023,Electric,South,2023-07-22
BMWV00160,WBA00000000000160,BMW 3 Series,2021,Petrol,East,2019-02-16
BMWV00161,WBA00000000000161,BMW 7 Series,2020,Hybrid,West,2018-03-04
BMWV00162,WBA00000000000162,BMW X1,2023,Petrol,South,2018-11-03
BMWV00163,WBA00000000000163,BMW 7 Series,2022,Hybrid,East,2024-12-27
BMWV00164,WBA00000000000164,BMW iX,2025,Electric,North,2021-09-07
BMWV00165,WBA00000000000165,BMW X7,2023,Petrol,East,2025-01-11
BMWV00166,WBA00000000000166,BMW 7 Series,2024,Hybrid,North,2024-12-04
BMWV00167,WBA00000000000167,BMW 5 Series,2021,Diesel,East,2020-07-20
BMWV00168,WBA00000000000168,BMW 5 Series,2023,Diesel,North,2025-02-08
BMWV00169,WBA00000000000169,BMW 5 Series,2023,Diesel,South,2025-10-13
BMWV00170,WBA00000000000170,BMW X5,2020,Diesel,North,2021-08-21
BMWV00171,WBA00000000000171,BMW 3 Series,2022,Petrol,East,2022-03-16
BMWV00172,WBA00000000000172,BMW iX,2021,Electric,South,2023-12-16
BMWV00173,WBA00000000000173,BMW iX,2024,Electric,South,2019-11-28
BMWV00174,WBA00000000000174,BMW X1,2020,Petrol,West,2024-12-13
BMWV00175,WBA00000000000175,BMW X3,2023,Diesel,South,2020-08-09
BMWV00176,WBA00000000000176,BMW 7 Series,2025,Hybrid,East,2023-02-26
BMWV00177,WBA00000000000177,BMW X5,2025,Diesel,North,2023-03-21
BMWV00178,WBA00000000000178,BMW X5,2025,Diesel,South,2018-10-30
BMWV00179,WBA00000000000179,BMW 7 Series,2022,Hybrid,East,2025-03-02
BMWV00180,WBA00000000000180,BMW iX,2025,Electric,East,2023-02-15
BMWV00181,WBA00000000000181,BMW X5,2021,Diesel,West,2023-06-03
BMWV00182,WBA00000000000182,BMW 5 Series,2021,Diesel,West,2024-05-31
BMWV00183,WBA00000000000183,BMW i4,2024,Electric,East,2025-11-04
BMWV00184,WBA00000000000184,BMW X5,2020,Diesel,West,2021-01-29
BMWV00185,WBA00000000000185,BMW 3 Series,2024,Petrol,North,2024-10-19
BMWV00186,WBA00000000000186,BMW 7 Series,2022,Hybrid,South,2024-10-22
BMWV00187,WBA00000000000187,BMW i4,2021,Electric,South,2024-12-18
BMWV00188,WBA00000000000188,BMW X5,2025,Diesel,South,2025-01-17
BMWV00189,WBA00000000000189,BMW 5 Series,2025,Diesel,North,2021-06-19
BMWV00190,WBA00000000000190,BMW 7 Series,2020,Hybrid,East,2019-06-23
BMWV00191,WBA00000000000191,BMW 5 Series,2022,Diesel,East,2022-08-29
BMWV00192,WBA00000000000192,BMW X1,2021,Petrol,South,2024-01-19
BMWV00193,WBA00000000000193,BMW i4,2024,Electric,East,2019-11-05
BMWV00194,WBA00000000000194,BMW X5,2023,Diesel,East,2021-10-19
BMWV00195,WBA00000000000195,BMW 5 Series,2023,Diesel,North,2019-07-31
BMWV00196,WBA00000000000196,BMW X3,2025,Diesel,West,2024-04-01
BMWV00197,WBA00000000000197,BMW i4,2020,Electric,West,2018-02-27
BMWV00198,WBA00000000000198,BMW X5,2024,Diesel,North,2023-02-06
BMWV00199,WBA00000000000199,BMW i4,2025,Electric,East,2024-07-22
BMWV00200,WBA00000000000200,BMW iX,2025,Electric,East,2019-03-20
BMWV00201,WBA00000000000201,BMW X3,2023,Diesel,North,2024-12-12
BMWV00202,WBA00000000000202,BMW X7,2022,Petrol,South,2025-04-06
BMWV00203,WBA00000000000203,BMW 5 Series,2025,Diesel,West,2025-11-11
BMWV00204,WBA00000000000204,BMW X5,2025,Diesel,West,2019-04-23
BMWV00205,WBA00000000000205,BMW X1,2020,Petrol,North,2021-05-31
BMWV00206,WBA00000000000206,BMW 7 Series,2020,Hybrid,North,2020-08-19
BMWV00207,WBA00000000000207,BMW X7,2021,Petrol,West,2023-02-02
BMWV00208,WBA00000000000208,BMW i4,2025,Electric,West,2024-08-02
BMWV00209,WBA00000000000209,BMW X1,2023,Petrol,North,2023-06-28
BMWV00210,WBA00000000000210,BMW 2 Series,2023,Petrol,East,2018-05-15
BMWV00211,WBA00000000000211,BMW i4,2021,Electric,West,2022-12-27
BMWV00212,WBA00000000000212,BMW X3,2022,Diesel,North,2025-09-09
BMWV00213,WBA00000000000213,BMW i4,2024,Electric,East,2018-09-06
BMWV00214,WBA00000000000214,BMW iX,2022,Electric,South,2019-05-16
BMWV00215,WBA00000000000215,BMW 7 Series,2020,Hybrid,South,2025-03-13
BMWV00216,WBA00000000000216,BMW 2 Series,2020,Petrol,North,2021-09-28
BMWV00217,WBA00000000000217,BMW X3,2021,Diesel,South,2018-10-09
BMWV00218,WBA00000000000218,BMW X7,2021,Petrol,South,2020-08-12
BMWV00219,WBA00000000000219,BMW i4,2021,Electric,North,2021-02-09
BMWV00220,WBA00000000000220,BMW X1,2021,Petrol,East,2019-12-16
BMWV00221,WBA00000000000221,BMW 5 Series,2025,Diesel,North,2019-06-24
BMWV00222,WBA00000000000222,BMW 3 Series,2022,Petrol,South,2024-08-08
BMWV00223,WBA00000000000223,BMW i4,2020,Electric,South,2020-12-22
BMWV00224,WBA00000000000224,BMW 3 Series,2021,Petrol,West,2023-11-25
BMWV00225,WBA00000000000225,BMW 5 Series,2025,Diesel,North,2023-05-05
BMWV00226,WBA00000000000226,BMW 7 Series,2022,Hybrid,North,2023-01-26
BMWV00227,WBA00000000000227,BMW X7,2021,Petrol,North,2025-05-22
BMWV00228,WBA00000000000228,BMW X7,2022,Petrol,West,2025-03-20
BMWV00229,WBA00000000000229,BMW 3 Series,2020,Petrol,West,2022-07-04
BMWV00230,WBA00000000000230,BMW iX,2025,Electric,North,2023-07-02
BMWV00231,WBA00000000000231,BMW 7 Series,2020,Hybrid,North,2021-08-12
BMWV00232,WBA00000000000232,BMW 2 Series,2021,Petrol,North,2019-06-01
BMWV00233,WBA00000000000233,BMW X5,2024,Diesel,East,2022-04-10
BMWV00234,WBA00000000000234,BMW 2 Series,2024,Petrol,East,2023-02-02
BMWV00235,WBA00000000000235,BMW X7,2024,Petrol,West,2019-02-11
BMWV00236,WBA00000000000236,BMW 5 Series,2025,Diesel,South,2022-10-28
BMWV00237,WBA00000000000237,BMW 7 Series,2021,Hybrid,West,2021-10-20
BMWV00238,WBA00000000000238,BMW 7 Series,2023,Hybrid,West,2019-01-25
BMWV00239,WBA00000000000239,BMW i4,2023,Electric,East,2025-06-17
BMWV00240,WBA00000000000240,BMW X5,2022,Diesel,South,2025-09-14
BMWV00241,WBA00000000000241,BMW 7 Series,2020,Hybrid,North,2018-12-16
BMWV00242,WBA00000000000242,BMW 5 Series,2023,Diesel,North,2022-03-07
BMWV00243,WBA00000000000243,BMW X1,2024,Petrol,North,2024-07-30
BMWV00244,WBA00000000000244,BMW X7,2024,Petrol,East,2025-07-07
BMWV00245,WBA00000000000245,BMW 5 Series,2023,Diesel,East,2025-06-18
BMWV00246,WBA00000000000246,BMW iX,2025,Electric,North,2021-03-24
BMWV00247,WBA00000000000247,BMW 2 Series,2022,Petrol,East,2019-03-01
BMWV00248,WBA00000000000248,BMW 2 Series,2024,Petrol,South,2019-09-26
BMWV00249,WBA00000000000249,BMW 7 Series,2021,Hybrid,North,2021-12-05
BMWV00250,WBA00000000000250,BMW X7,2022,Petrol,North,2021-02-15
BMWV00251,WBA00000000000251,BMW 2 Series,2021,Petrol,West,2024-04-16
BMWV00252,WBA00000000000252,BMW 2 Series,2024,Petrol,North,2024-10-30
BMWV00253,WBA00000000000253,BMW X5,2020,Diesel,South,2021-01-24
BMWV00254,WBA00000000000254,BMW X5,2022,Diesel,East,2018-01-26
BMWV00255,WBA00000000000255,BMW X1,2021,Petrol,West,2018-10-13
BMWV00256,WBA00000000000256,BMW X1,2025,Petrol,North,2019-01-11
BMWV00257,WBA00000000000257,BMW X7,2021,Petrol,West,2022-09-16
BMWV00258,WBA00000000000258,BMW 7 Series,2022,Hybrid,South,2022-02-24
BMWV00259,WBA00000000000259,BMW X5,2025,Diesel,East,2024-05-13
BMWV00260,WBA00000000000260,BMW 2 Series,2020,Petrol,North,2019-09-30
BMWV00261,WBA00000000000261,BMW X1,2024,Petrol,North,2025-07-23
BMWV00262,WBA00000000000262,BMW 5 Series,2022,Diesel,West,2025-06-04
BMWV00263,WBA00000000000263,BMW iX,2023,Electric,West,2022-08-24
BMWV00264,WBA00000000000264,BMW X5,2021,Diesel,North,2021-11-14
BMWV00265,WBA00000000000265,BMW iX,2020,Electric,East,2025-08-09
BMWV00266,WBA00000000000266,BMW 2 Series,2023,Petrol,East,2018-07-06
BMWV00267,WBA00000000000267,BMW X3,2023,Diesel,North,2018-02-01
BMWV00268,WBA00000000000268,BMW X3,2022,Diesel,South,2019-07-17
BMWV00269,WBA00000000000269,BMW X5,2022,Diesel,East,2019-05-07
BMWV00270,WBA00000000000270,BMW 3 Series,2023,Petrol,West,2019-12-21
BMWV00271,WBA00000000000271,BMW X1,2023,Petrol,South,2023-08-12
BMWV00272,WBA00000000000272,BMW X7,2025,Petrol,East,2018-10-23
BMWV00273,WBA00000000000273,BMW iX,2025,Electric,North,2022-11-22
BMWV00274,WBA00000000000274,BMW 3 Series,2023,Petrol,North,2021-07-06
BMWV00275,WBA00000000000275,BMW 2 Series,2023,Petrol,West,2025-12-16
BMWV00276,WBA00000000000276,BMW iX,2022,Electric,North,2022-07-18
BMWV00277,WBA00000000000277,BMW 3 Series,2022,Petrol,South,2024-12-06
BMWV00278,WBA00000000000278,BMW 7 Series,2025,Hybrid,East,2018-12-27
BMWV00279,WBA00000000000279,BMW iX,2020,Electric,South,2022-11-20
BMWV00280,WBA00000000000280,BMW 2 Series,2023,Petrol,North,2022-06-10
BMWV00281,WBA00000000000281,BMW X5,2025,Diesel,East,2020-06-26
BMWV00282,WBA00000000000282,BMW i4,2021,Electric,North,2023-09-22
BMWV00283,WBA00000000000283,BMW 5 Series,2024,Diesel,South,2021-12-02
BMWV00284,WBA00000000000284,BMW i4,2025,Electric,South,2020-08-25
BMWV00285,WBA00000000000285,BMW 5 Series,2021,Diesel,East,2020-03-19
BMWV00286,WBA00000000000286,BMW X1,2024,Petrol,South,2025-05-08
BMWV00287,WBA00000000000287,BMW 5 Series,2021,Diesel,West,2023-03-16
BMWV00288,WBA00000000000288,BMW 2 Series,2024,Petrol,West,2025-08-21
BMWV00289,WBA00000000000289,BMW 2 Series,2025,Petrol,East,2025-01-13
BMWV00290,WBA00000000000290,BMW i4,2021,Electric,West,2018-10-07
BMWV00291,WBA00000000000291,BMW 7 Series,2023,Hybrid,East,2021-01-30
BMWV00292,WBA00000000000292,BMW 2 Series,2020,Petrol,East,2023-09-10
BMWV00293,WBA00000000000293,BMW 5 Series,2022,Diesel,West,2023-01-26
BMWV00294,WBA00000000000294,BMW 3 Series,2020,Petrol,East,2021-03-21
BMWV00295,WBA00000000000295,BMW 5 Series,2025,Diesel,North,2024-11-24
BMWV00296,WBA00000000000296,BMW 2 Series,2024,Petrol,West,2023-03-11
BMWV00297,WBA00000000000297,BMW 2 Series,2024,Petrol,North,2023-01-17
BMWV00298,WBA00000000000298,BMW 2 Series,2025,Petrol,South,2021-08-09
BMWV00299,WBA00000000000299,BMW 2 Series,2023,Petrol,South,2018-09-11
BMWV00300,WBA00000000000300,BMW 7 Series,2020,Hybrid,East,2018-12-12
BMWV00301,WBA00000000000301,BMW X7,2025,Petrol,South,2018-06-10
BMWV00302,WBA00000000000302,BMW X3,2025,Diesel,West,2022-12-05
BMWV00303,WBA00000000000303,BMW X7,2024,Petrol,South,2022-01-30
BMWV00304,WBA00000000000304,BMW i4,2022,Electric,West,2022-08-02
BMWV00305,WBA00000000000305,BMW i4,2025,Electric,North,2025-01-28
BMWV00306,WBA00000000000306,BMW i4,2020,Electric,East,2019-01-23
BMWV00307,WBA00000000000307,BMW X7,2025,Petrol,West,2021-03-09
BMWV00308,WBA00000000000308,BMW X5,2025,Diesel,South,2021-09-27
BMWV00309,WBA00000000000309,BMW 5 Series,2024,Diesel,South,2021-12-03
BMWV00310,WBA00000000000310,BMW X5,2025,Diesel,West,2019-06-13
BMWV00311,WBA00000000000311,BMW 2 Series,2025,Petrol,North,2021-06-22
BMWV00312,WBA00000000000312,BMW X7,2023,Petrol,East,2019-06-08
BMWV00313,WBA00000000000313,BMW X7,2020,Petrol,West,2023-09-14
BMWV00314,WBA00000000000314,BMW i4,2020,Electric,East,2021-06-19
BMWV00315,WBA00000000000315,BMW X1,2021,Petrol,East,2023-06-15
BMWV00316,WBA00000000000316,BMW X3,2021,Diesel,South,2019-09-27
BMWV00317,WBA00000000000317,BMW 5 Series,2022,Diesel,North,2023-09-11
BMWV00318,WBA00000000000318,BMW X7,2025,Petrol,North,2025-06-04
BMWV00319,WBA00000000000319,BMW i4,2024,Electric,South,2024-09-12
BMWV00320,WBA00000000000320,BMW iX,2021,Electric,South,2020-01-11
BMWV00321,WBA00000000000321,BMW 2 Series,2021,Petrol,West,2018-06-28
BMWV00322,WBA00000000000322,BMW iX,2022,Electric,South,2022-12-25
BMWV00323,WBA00000000000323,BMW 2 Series,2022,Petrol,West,2020-08-16
BMWV00324,WBA00000000000324,BMW X7,2021,Petrol,East,2023-04-06
BMWV00325,WBA00000000000325,BMW X3,2022,Diesel,West,2023-03-07
BMWV00326,WBA00000000000326,BMW X5,2023,Diesel,West,2019-10-26
BMWV00327,WBA00000000000327,BMW X3,2024,Diesel,South,2020-10-21
BMWV00328,WBA00000000000328,BMW 3 Series,2025,Petrol,West,2022-03-01
BMWV00329,WBA00000000000329,BMW X7,2020,Petrol,North,2021-03-13
BMWV00330,WBA00000000000330,BMW 5 Series,2021,Diesel,East,2023-01-15
BMWV00331,WBA00000000000331,BMW X7,2021,Petrol,West,2019-01-11
BMWV00332,WBA00000000000332,BMW X3,2023,Diesel,East,2018-04-20
BMWV00333,WBA00000000000333,BMW iX,2020,Electric,West,2023-08-19
BMWV00334,WBA00000000000334,BMW i4,2021,Electric,West,2018-12-01
BMWV00335,WBA00000000000335,BMW i4,2021,Electric,North,2021-07-29
BMWV00336,WBA00000000000336,BMW 5 Series,2025,Diesel,East,2019-08-22
BMWV00337,WBA00000000000337,BMW X1,2020,Petrol,East,2023-04-20
BMWV00338,WBA00000000000338,BMW X1,2025,Petrol,West,2023-01-12
BMWV00339,WBA00000000000339,BMW 2 Series,2020,Petrol,North,2018-03-19
BMWV00340,WBA00000000000340,BMW X5,2021,Diesel,South,2024-02-26
BMWV00341,WBA00000000000341,BMW 2 Series,2024,Petrol,West,2019-04-01
BMWV00342,WBA00000000000342,BMW X5,2021,Diesel,East,2019-05-15
BMWV00343,WBA00000000000343,BMW 3 Series,2021,Petrol,West,2025-03-02
BMWV00344,WBA00000000000344,BMW 2 Series,2023,Petrol,North,2019-03-31
BMWV00345,WBA00000000000345,BMW 7 Series,2024,Hybrid,North,2025-02-01
BMWV00346,WBA00000000000346,BMW X7,2024,Petrol,South,2019-08-12
